date,title,teaser,message,theme
2033-11-01,Kasım Planında Tek Bir Çıkış Kriteri Belirle,Bir işin ne zaman gerçekten biteceği belirsizse küçük eklemeler teslimi sürekli erteleyebilir.,Kasımda ilerleteceğin bir iş için ölçülebilir tek bir bitiş kriteri yaz ve yeni talepleri bu sınırın dışında ayrı kaydet.,planning
2033-11-02,Bir Formda Hata Mesajının Konumunu Kontrol Et,Doğru hata metni yanlış yerde gösterildiğinde kullanıcı hangi alanı düzeltmesi gerektiğini anlayamayabilir.,Bir formu bilinçli olarak hatalı gönder ve mesajın ilgili alanla görsel ve anlamsal olarak eşleştiğini doğrula.,accessibility
2033-11-03,Bir Hesaplamada Birim Dönüşümünü Ayrı Test Et,Doğru formül yanlış birimle çalıştırıldığında sonuç sayısal olarak makul görünse bile hatalı olabilir.,Kullandığın bir hesaplamada giriş ve çıkış birimlerini yazıp tek bir dönüşümü bağımsız örnekle kontrol et.,accuracy
2033-11-04,Bir Yetkinin Gerçekten Gerekli Olup Olmadığını Sor,Zamanla biriken erişimler iş değiştikçe gereksiz ayrıcalıklara dönüşebilir.,Bir hesap veya uygulamadaki yüksek yetkilerden birini seç ve bugünkü görev için hâlâ gerekli olup olmadığını gözden geçir.,security
2033-11-05,Bir Bekleme Süresinin Kullanıcıya Göründüğünü Doğrula,Uzun işlem sessiz kaldığında kullanıcı aynı eylemi tekrar ederek ek yük veya çift kayıt oluşturabilir.,Bir yavaş işlemde ilerleme bekleme veya tamamlanma durumunun açıkça gösterildiğini test et.,quality
2033-11-06,Bir Harcamayı Tek Seferlik ve Tekrarlayan Diye Ayır,Aylık görünümde tek seferlik giderler kalıcı maliyet gibi algılanabilir.,Son harcamalarından birini seç ve bunun tek seferlik mi yoksa düzenli mi olduğunu bütçe notunda açıkça işaretle.,finance
2033-11-07,Bir Karar İçin Geri Dönüş Noktasını Yaz,Geri alınabilir ve geri alınamaz adımlar aynı şekilde yönetildiğinde gereksiz risk oluşabilir.,Bugünkü bir kararda hangi adıma kadar kolayca geri dönebileceğini ve sonrasında neyin zorlaşacağını yaz.,decision
2033-11-08,Bir Listeyi Klavyeyle Baştan Sona Kullan,Fareyle çalışan arayüz klavye odağında sıra veya erişim sorunu taşıyabilir.,Önemli bir liste ekranını yalnız klavyeyle aç seç düzenle ve kapat; odak sırasındaki kopmaları not et.,accessibility
2033-11-09,Bir Yedekten Tek Dosya Kurtarma Senaryosu Dene,Tam arşiv geri yükleme çalışsa bile küçük bir öğeyi geri almak gereksiz derecede zor olabilir.,Güvenli bir örnek üzerinde yedekten yalnız bir kayıt veya dosyayı geri alma yolunun açık olup olmadığını kontrol et.,backup
2033-11-10,Bir API Hatasında Kullanıcıya Ne Gösterildiğini İncele,Ham hata kodları veya teknik ayrıntılar kullanıcıya çözüm sunmadan sistemi gereksiz yere açığa çıkarabilir.,Bir güvenli hata senaryosu oluştur ve ekranda anlaşılır yönlendirme bulunurken hassas teknik ayrıntı sızmadığını doğrula.,security
2033-11-11,Bir Raporun Boş Veri Durumunu Aç,Veri yokken yalnız boş ekran göstermek arıza ile gerçek yokluğu ayırt etmeyi zorlaştırır.,Bir raporu boş veriyle aç ve sıfır sonuç durumunun açık bir açıklama ve uygun sonraki adım sunduğunu kontrol et.,ui
2033-11-12,Bir Sonucun Kaynağını Yanına Not Et,Kaynak sonradan bulunamadığında doğru bir sayı bile yeniden doğrulanamaz.,Bugün kullandığın önemli bir veri noktasının yanına kaynak adını sürümünü veya erişim tarihini ekle.,learning
