date,locale,title,teaser,full_text,theme_tag
2036-10-01,tr,İlk işi küçült,Bugünü dev hedefle açma.,Sabah yapacağın işi tamamlanabilir en küçük parçaya indir ve yalnız onunla başla. Küçük netlik harekete geçmeyi kolaylaştırır.,focus_action
2036-10-02,tr,Sorunun adını değiştir,Kendine daha işe yarar bir soru sor.,Bir konuda sıkıştıysan neden yapamıyorum yerine bugün neyi deneyebilirim diye sor. Sorunun biçimi dikkatini çözüme çevirebilir.,grounding_clarity
2036-10-03,tr,Alınganlığı veriyle kontrol et,İlk yorumu gerçek sanma.,Bir söz seni incittiyse duyduğun cümle ile ona yüklediğin anlamı ayır. Bu ayrım konuşmayı daha adil hale getirebilir.,relationship_awareness
2036-10-04,tr,Bir göreve sessiz saat ver,Kısa süre erişilmez olmayı dene.,Önemli bir iş için yarım saat mesaj ve bildirimlerden uzak kal. Erişilebilirliğin azalması odak süresini koruyabilir.,focus_action
2036-10-05,tr,Kendine borç çıkarma,Dinlenmeyi telafi edilmesi gereken hata sayma.,Bugün dinlenmeye ihtiyaç duyduysan bunu sonra iki kat çalışman gereken bir borç gibi görme. İyileşme de kapasitenin parçasıdır.,self_compassion
2036-10-06,tr,Net talep net cevap getirir,Ne istediğini belirsiz bırakma.,Bir iş veya ilişkide talebini açık bir fiille ifade et. Belirsiz cümleler yerine somut istekler yanlış anlaşılmayı azaltır.,communication
2036-10-07,tr,Bitirme ritüeli oluştur,Görevi kapanış işaretiyle tamamla.,Bir işi bitirdiğinde dosyayı kapat masayı toparla ya da kısa not düş. Kapanış işareti zihnine o döngünün bittiğini anlatır.,discipline_consistency
2036-10-08,tr,Bedenine yer aç,Uzun oturuşu küçük hareketle böl.,Bir saatten uzun süredir hareketsizsen birkaç dakika ayağa kalk ve yürü. Küçük hareket zihinsel sıkışmayı da hafifletebilir.,grounding_clarity
2036-10-09,tr,Sınırı erken söyle,Rahatsızlık büyümeden konuş.,Bir davranış seni zorlamaya başladıysa birikmesini beklemeden kısa ve sakin şekilde belirt. Erken sınır çoğu zaman daha az sertlik gerektirir.,boundaries_selfworth
2036-10-10,tr,Karşındakini düzeltmeden dinle,Önce deneyimi anlamaya çalış.,Bir konuşmada hemen çözüm veya karşı argüman sunmak yerine karşı tarafın ne yaşadığını tamamlamasına izin ver. Dinlenmek bazen en gerekli yanıttır.,relationship_awareness
2036-10-11,tr,İkinci planı hazırla,Tek seçeneğe kilitlenme.,Bugünkü önemli iş aksarsa kullanabileceğin daha küçük bir alternatif belirle. Yedek plan günün tamamen dağılmasını önleyebilir.,discipline_consistency
2036-10-12,tr,İç sesini kanıtla sınırla,Genel yargıyı somut veriye çevir.,Kendine hiçbir şeyi yetiştiremiyorum dediğini fark edersen bugün gerçekten geciken işleri tek tek say. Somutluk abartıyı azaltır.,self_compassion
2036-10-13,tr,Tek ekranla devam et,Görevin dışında pencere bırakma.,Yirmi dakikalık bir bölümde yalnız gerekli uygulamayı açık tut. Görsel seçeneklerin azalması karar yorgunluğunu düşürebilir.,focus_action
2036-10-14,tr,Cevabı özetle,Uzun açıklamanın özünü yakala.,Önemli bir konuşmada söyleyeceğin şeyin özünü önce bir cümlede kur. Sonra yalnız gerekli ayrıntıları ekle.,communication
2036-10-15,tr,Kararını sahiplen,Onay aramayı kararın yerine koyma.,Bir konuda yeterli bilgi topladıysan herkesin aynı fikirde olmasını beklemeden kendi tercihini yap. Onay ile sorumluluk aynı şey değildir.,boundaries_selfworth
2036-10-16,tr,Küçük düzen kur,Tekrarlanan işi aynı yerde başlat.,Her gün yaptığın bir işi mümkünse aynı zaman veya aynı başlangıç işaretiyle ilişkilendir. Tutarlılık başlama kararını kolaylaştırır.,discipline_consistency
2036-10-17,tr,Konuşmaya amaç koy,Ne için konuştuğunu baştan bil.,Zor bir görüşmeye girmeden önce amacının anlaşılmak çözmek bilgi almak ya da sınır koymak olup olmadığını netleştir.,communication
2036-10-18,tr,Beklentiyi küçült,İlk denemeden büyük sonuç isteme.,Yeni bir alışkanlık veya projede yalnız bir sonraki tekrarın gerçekleşmesine odaklan. Süreklilik büyük sıçramalardan daha güvenilir olabilir.,discipline_consistency
2036-10-19,tr,İlişkinin yükünü ölç,Tek taraflı çabayı fark et.,Bir ilişkide sürekli planlayan arayan veya toparlayan taraf olup olmadığını gözlemle. Dengeyi görmek ihtiyaçlarını daha net ifade etmene yardım eder.,relationship_awareness
2036-10-20,tr,Kısa sessizlik seç,Uyaranı birkaç dakika azalt.,Beş dakika boyunca ekran müzik ve konuşma olmadan otur. Sessizlik zihnindeki öncelikleri daha görünür hale getirebilir.,grounding_clarity
2036-10-21,tr,Kendine aynı dili kullan,Başkasına söylemeyeceğin sözü kendine de söyleme.,Bir hata sonrası içinden geçen sert ifadeyi fark et. Aynı durumu sevdiğin birine nasıl anlatacağını düşünerek cümleni yeniden kur.,self_compassion
2036-10-22,tr,Bir işi zaman kutusuna al,Süresiz çalışma yerine sınır belirle.,Zor bir göreve otuz dakikalık bir zaman kutusu koy. Bitiş noktası belli olduğunda başlamak daha yönetilebilir hissedilebilir.,focus_action
2036-10-23,tr,Yardımı tanımla,Destek istemeyi belirsiz bırakma.,Birinden yardım isteyeceksen tam olarak hangi konuda katkı beklediğini söyle. Açık çerçeve hem evet hem hayır cevabını kolaylaştırır.,communication
2036-10-24,tr,Gecikmeyi kişiselleştirme,Her yavaşlığı reddedilme sayma.,Birinin geç yanıt vermesini hemen değersizlik işareti olarak yorumlama. Önce bağlamı ve başka olası nedenleri düşün.,relationship_awareness
2036-10-25,tr,Planı gerçek zamana göre yap,Tahmini değil süreyi ölç.,Sık yaptığın bir işin bugün gerçekten kaç dakika sürdüğünü not et. Gerçek süre verisi gelecekteki planlarını daha isabetli yapar.,discipline_consistency
2036-10-26,tr,Rahat alanı biraz genişlet,Zor ama güvenli bir küçük adım seç.,Ertelediğin bir konuşma görev ya da başvuru için en küçük güvenli adımı at. Rahatsızlık ilerlemenin tek ölçüsü değildir ama bazen eşlik eder.,boundaries_selfworth
2036-10-27,tr,Dağınık düşünceyi yaz,Zihnindeki yükü dışarı çıkar.,Aklında dönüp duran üç şeyi kağıda yaz. Hepsini çözmek zorunda değilsin; görünür olmaları zihinsel yükü azaltabilir.,grounding_clarity
2036-10-28,tr,Başkasının hızını bırak,Kendi ritmini koşullarına göre seç.,Çevrendeki insanların temposunu referans almak yerine bugünkü enerji ve sorumluluklarına uygun hız belirle. Sürdürülebilir tempo daha değerlidir.,self_compassion
2036-10-29,tr,Konuyu tek tut,Tartışmaya eski dosyaları ekleme.,Bir anlaşmazlıkta yalnız bugünkü mesele üzerinde kalmaya çalış. Eski örnekleri yığmak yerine mevcut ihtiyacı konuşmak çözümü kolaylaştırır.,relationship_awareness
2036-10-30,tr,Son işi erkenden seç,Günün kapanışını tesadüfe bırakma.,Akşam bitirmeden önce tamamlayacağın son görevi belirle. Net kapanış günün gereksiz uzamasını önleyebilir.,focus_action
2036-10-31,tr,Ayı sade değerlendir,Üç soru ile kapanış yap.,Bu ay ne işe yaradı ne zorladı ve neyi değiştirmek istiyorsun sorularına kısa cevap ver. Uzun rapor yerine net işaretler bırak.,grounding_clarity
