"date","locale","title","teaser","full_text","theme_tag"
"2030-01-01","tr","Yeni Yıla Tek Bir Yönle Başla","Çok sayıda hedef yerine tek bir yön seçmek ilk adımı sadeleştirir.","Bugün yeni yıl için seni en fazla ileri taşıyacak tek yönü seç. Bu yönü destekleyen ilk küçük davranışı takvimine yerleştir.","annual_direction"
"2030-01-02","tr","Bir Taahhüdün Gerçek Maliyetini Yaz","Zaman ve dikkat maliyeti görünmeden verilen sözler yük oluşturabilir.","Bugün üstlenmeyi düşündüğün bir işi seç. Para dışında zaman, enerji ve vazgeçeceğin diğer fırsatları da hesaba kat.","capacity"
"2030-01-03","tr","Bir Hedef İçin İlk Kanıtı Belirle","İlerlemeyi hissetmek yerine erken bir kanıt görmek yönü netleştirir.","Bugün önemli bir hedef için ilerlemenin ilk somut işaretini tanımla. Bir hafta içinde gözlenebilecek kadar küçük ve açık olsun.","measurement"
"2030-01-04","tr","Bir Sabah Kararını Akşamdan Ver","Günün ilk dakikalarındaki küçük kararlar dikkati gereksiz yere tüketebilir.","Yarın sabah tekrar vereceğin bir kararı bu akşamdan netleştir. Gerekli eşyayı, sırayı veya ilk görevi önceden hazırla.","systems"
"2030-01-05","tr","Bir İlişkide Beklentiyi Kontrol Et","Söylenmemiş beklentiler zamanla yanlış anlaşılmaya dönüşebilir.","Bugün önemli bir ilişkide karşı tarafın bildiğini varsaydığın bir beklentiyi açıkça ifade et. Onun beklentisini de aynı açıklıkla sor.","relationships"
"2030-01-06","tr","Bir Masrafı Sabit ve Değişken Diye Ayır","Maliyetlerin yapısını görmek hangi kısmın gerçekten kontrol edilebilir olduğunu gösterir.","Bugün düzenli bir harcamanı incele. Sabit kısmını, kullanımına bağlı kısmını ve azaltabileceğin kısmı ayrı yaz.","finance"
"2030-01-07","tr","Bir İşin Bittiği Yeri Tanımla","Sonsuz iyileştirme eğilimi gereksiz zaman tüketebilir.","Bugün üzerinde çalıştığın bir iş için yeterince iyi kabul edeceğin bitiş ölçütlerini belirle. Ölçüt sağlandığında işi kapat.","execution"
"2030-01-08","tr","Bir Bilgi Kaynağının Güncelliğini Kontrol Et","Eski bilgi doğru görünse bile karar kalitesini düşürebilir.","Bugün önemli bir kararında kullandığın bir kaynağın tarihini kontrol et. Güncelliği kritikse daha yeni bir doğrulama bul.","knowledge"
"2030-01-09","tr","Bir Alışkanlığın Tetikleyicisini Gör","Davranıştan önce gelen işaretleri fark etmek değişimi kolaylaştırabilir.","Bugün değiştirmek istediğin bir alışkanlığın hemen öncesinde ne olduğunu gözlemle. Yer, saat, duygu veya olaydan hangisi tekrar ediyor not et.","habits"
"2030-01-10","tr","Bir Görüşmeye Soru Hazırlayarak Gir","İyi bir soru uzun bir konuşmadan daha fazla netlik sağlayabilir.","Bugün yapacağın önemli bir görüşme için önce tek bir güçlü soru yaz. Görüşmenin sonunda hangi belirsizliği azaltmak istediğini düşün.","communication"
"2030-01-11","tr","Bir Projenin En Zayıf Bağlantısını Bul","İyi giden kısımları daha da iyileştirmek her zaman sonucu değiştirmez.","Bugün ilerleyen bir projede sonucu en fazla sınırlayan tek noktayı seç. Kaynağını oraya yönlendirmeden önce etkisini doğrula.","problem_solving"
"2030-01-12","tr","Bir Günlük Ekran Sınırı Koy","Sürekli bölünen dikkat zihinsel geçiş maliyetini artırabilir.","Bugün belirli bir saat aralığını bildirim, sosyal medya veya gereksiz ekran kontrolünden arındır. Sürenin sonunda dikkat kaliteni değerlendir.","focus"
