date,title,teaser,message,theme
2032-01-01,Yıla Bir Sistem Sorusu ile Başla,Yeni hedeflerden önce hangi düzenin onları taşıyacağını görmek daha kalıcı olabilir.,Bugün bu yıl sürdürmek istediğin bir hedef için onu destekleyecek tek düzeni veya rutini yaz.,planlama
2032-01-02,Bir Hedefi İlk Haftaya Çevir,Uzak hedefler ilk adım belirsiz kaldığında kolayca ertelenebilir.,Bu yılki bir hedefi seç ve yalnız ilk yedi günde yapılacak somut başlangıcı tanımla.,hedef
2032-01-03,Bir Hesabın Güvenlik Kontrolünü Yenile,Yeni yıl eski erişim risklerini otomatik olarak sıfırlamaz.,Bugün önemli bir hesabın güçlü parola ikinci doğrulama ve kurtarma seçeneklerini gözden geçir.,güvenlik
2032-01-04,Bir Pazar Gününü Yeni Yıl Baskısından Koru,Yılın ilk günleri her şeyi aynı anda değiştirme baskısı yaratabilir.,Bugün yalnız bir küçük hazırlık yap ve geri kalan zamanı normal ritmini korumaya bırak.,denge
2032-01-05,Bir Haftanın Üç Sonucunu Seç,Uzun görev listesi haftanın gerçek önceliğini gizleyebilir.,Bu hafta sonunda görmek istediğin en fazla üç somut sonucu yaz ve işleri onlara göre sırala.,öncelik
2032-01-06,Bir Kararda Bilgi Eksiklerini Yaz,Kararsızlık bazen seçeneklerden değil eksik veriden kaynaklanır.,Bugün bekleyen bir karar için bilmediğin üç şeyi yaz ve hangisinin gerçekten gerekli olduğunu ayır.,karar
2032-01-07,Bir Tekrarlı İşi Şablona Dönüştür,Her seferinde sıfırdan başlamak küçük işleri gereksiz pahalı hale getirebilir.,Bugün sık yaptığın bir görev için tekrar kullanılabilir kısa bir kontrol listesi ya da şablon oluştur.,verimlilik
2032-01-08,Bir Finansal Hedefe Ara Ölçü Koy,Sadece yıl sonu rakamına bakmak ilerlemeyi geç fark ettirebilir.,Bugün bir tasarruf veya borç hedefi için aylık ya da üç aylık ara kontrol noktası belirle.,finans
2032-01-09,Bir Mesajda Beklenen Eylemi Açık Yaz,Ne yapılması gerektiği belirsiz mesajlar gereksiz yazışma üretebilir.,Bugün gönderdiğin önemli bir mesajda karşı taraftan beklediğin sonraki adımı tek cümlede belirt.,iletişim
2032-01-10,Bir Çalışma Alanını Başlangıç İçin Hazırla,İşe başlama sürtünmesi küçük fiziksel eksiklerden büyüyebilir.,Bugün yarın kullanacağın çalışma alanını yalnız gerekli araçlar erişilebilir olacak şekilde düzenle.,düzen
2032-01-11,Bir Dinlenme Alışkanlığını Takvime Koy,Dinlenme yalnız boş zaman kaldığında yapılırsa kolayca kaybolabilir.,Bu hafta için kısa ama gerçekçi bir dinlenme aralığını önceden takvimine ekle.,özbakım
2032-01-12,Bir Görevin Gereksiz Adımını Kaldır,Süreçteki her adım değer üretmiyorsa tekrarlandıkça yük büyür.,Bugün sık yaptığın bir işte sonucu değiştirmeyen tek adımı bul ve güvenliyse kaldır.,verimlilik
