date,locale,title,teaser,full_text,theme_tag
2035-12-01,tr,Aralık Shardını Exact Takvimle Aç,Yılın son ayı 31 canonical günle eksiksiz kapanmalıdır.,Aralık 2035 kayıtlarını 1 Aralık ile 31 Aralık arasında üret ve tarih sırası locale değeri ile birlikte canonical sözleşmeye uyduğunu doğrula.,content
2035-12-02,tr,Leap Second Politikasını Explicit Tut,Zaman ölçeği dönüşümü gizli varsayıma dayanmamalıdır.,Leap second sınırı içeren bilinen fixtureı dönüştür ve providerın sözleşmede tanımlı UTC davranışını deterministic biçimde verdiğini doğrula.,timezone
2035-12-03,tr,UT1 Verisi Eksikse Sonucu İşaretle,EOP olmayan tarih yüksek kesinlikliymiş gibi sunulmamalıdır.,UT1 kaydı bulunmayan tarih fixtureı hesapla ve result manifestte degraded precision veya unsupported durumunun açıkça yer aldığını doğrula.,astronomy
2035-12-04,tr,Natal Snapshotı Hesap Parametreleriyle Birlikte Hashle,Aynı sonuç farklı ayarlarla üretilmiş gibi görünmemelidir.,House system orb policy ephemeris version ve birth inputları farklı iki fixture için snapshot hashlerinin değiştiğini doğrula.,astrology
2035-12-05,tr,Backup Dosya Adını Locale Metninden Bağımsız Tut,Restore keşfi çeviri değiştiğinde bozulmamalıdır.,TR ve EN locale altında backup üret ve machine-readable extension ile manifest contractının aynı kaldığını doğrula.,backup
2035-12-06,tr,Restore Rollback Sonrası Sayaçları Yeniden Oku,Hata sonrası UI eski başarı sayılarını göstermemelidir.,Transaction ortasında hata veren restore fixtureını çalıştır ve rollback sonrası record counts ile preview stateinin gerçek database durumuna döndüğünü doğrula.,backup
2035-12-07,tr,PDF Outline ve Sayfa Hedeflerini Eşleştir,İçindekiler bağlantıları yanlış bölüme gitmemelidir.,Çok bölümlü rapor üret ve outline bookmark hedeflerinin ilgili section başlangıç sayfasına bağlandığını doğrula.,pdf
2035-12-08,tr,Çeviri Eksikliğinde Domain ID Gösterme,Kullanıcı teknik internal anahtarla karşılaşmamalıdır.,Eksik localized label fixtureı oluştur ve UIın tanımlı güvenli fallback metnini gösterirken stable IDyi kullanıcıya sızdırmadığını doğrula.,localization
2035-12-09,tr,Rewarded Unlock ile Lifetime PROyu Karıştırma,Geçici erişim kalıcı sahiplik kaydını değiştirmemelidir.,Rewarded entitlement aç ve süresi dolduktan sonra lifetime ownership alanlarının hiç değişmediğini doğrula.,entitlement
2035-12-10,tr,Export Pathini Uygulama Sandboxı İçinde Sınırla,Kullanıcı kontrollü dosya adı izin dışı yazma üretmemelidir.,Traversal ve mutlak path içeren export filename fixturelarını ver ve storage katmanının güvenli canonical hedef dışına çıkmadığını doğrula.,security
2035-12-11,tr,Foreign Key Silme Politikasını Test Et,Parent kayıt silinince child verinin davranışı tesadüfe bırakılmamalıdır.,Profile ve ilişkili note consultation fixturelarını silme politikasıyla çalıştır ve cascade restrict veya tombstone davranışının schema contractına uyduğunu doğrula.,data
2035-12-12,tr,Screen Reader İçin Grafik Özetini Sağla,Görsel chart tek başına bilgi kaynağı olmamalıdır.,Natal chart ekranını semantics tree üzerinden incele ve temel yerleşim ile aspect bilgisinin erişilebilir metin özeti olduğunu doğrula.,accessibility
