"date","locale","title","teaser","full_text","theme_tag"
"2029-04-01","tr","Nisan'a Kapasiteni Bilerek Başla","Yeni ay planı yalnız yapılacakları değil, gerçek zaman ve enerji sınırını da hesaba katmalıdır.","Bugün Nisan için düşündüğün ana işleri yan yana yaz ve haftalık kapasitenle karşılaştır. Sığmayanları daha baştan ertele, küçült veya çıkar.","monthly_planning"
"2029-04-02","tr","Bir Kararın Varsayımını Yaz","Kararın dayandığı görünmez kabul yanlışsa iyi görünen plan da kolayca bozulabilir.","Bugün önemli bir seçimin altında yatan bir varsayımı açık cümleyle yaz. Bu varsayımı doğrulayacak veya yanlışlayacak hangi kanıtın bulunduğuna bak.","decision_making"
"2029-04-03","tr","Bir İşin Tekrar Kullanılabilir Parçasını Ayır","Her seferinde sıfırdan yapılan işler gereksiz emek biriktirebilir.","Bugün tekrar edeceğini bildiğin bir işte şablon, kontrol listesi veya standart metin olarak saklanabilecek bölümü ayır. Bir sonraki kullanımda yalnız değişen kısmı düzenle.","systems"
"2029-04-04","tr","Bir Konuşmada Sessizliğe Yer Bırak","Hemen cevap verme baskısı bazen düşünülmemiş sözleri çoğaltır.","Bugün önemli bir konuşmada karşı taraf sözünü bitirdiğinde kısa bir duraklama bırak. Cevap vermeden önce gerçekten ne söylediğini anladığından emin ol.","communication"
"2029-04-05","tr","Bir Fiyatı Toplam Sahip Olma Maliyetiyle Gör","Satın alma fiyatı bakım, sarf malzemesi, üyelik veya zaman maliyetini gizleyebilir.","Bugün değerlendirdiğin bir ürün veya hizmet için ilk ödemenin yanına bir yıllık bakım ve kullanım giderini de yaz. Karşılaştırmayı toplam maliyet üzerinden yap.","finance"
"2029-04-06","tr","Bir Küçük Rahatsızlığı Ortamdan Çöz","Her davranış sorunu irade eksikliği değildir; bazen çevre yanlış seçimi kolaylaştırır.","Bugün tekrar eden küçük bir sorunda ortamı değiştirerek çözebileceğin tek noktayı bul. İstenmeyen seçeneği zorlaştır veya iyi seçeneği daha görünür yap.","habits"
"2029-04-07","tr","Bir Kaynağın Birincil Olup Olmadığını Sor","Bir bilginin çok paylaşılması onun ilk kaynağının doğru aktarıldığını garanti etmez.","Bugün önemli bir iddia için mümkünse özet haber veya paylaşım yerine özgün rapor, kurum açıklaması ya da birincil belgeyi bul. Aradaki farkı kontrol et.","evidence"
"2029-04-08","tr","Bir İşi Delege Etmeden Çıktıyı Tanımla","Görevi vermek ile beklenen sonucu anlatmak aynı şey değildir.","Bugün devredeceğin bir iş varsa teslim biçimini, son tarihi ve başarı ölçütünü kısa şekilde yaz. Yöntemi gereksiz yere mikro yönetmeden sonucu netleştir.","collaboration"
"2029-04-09","tr","Bir Hedef İçin Başlama Değil Bırakma Kuralı Koy","Sürdürülemeyen işler bazen ne zaman durulacağının bilinmemesi yüzünden büyür.","Bugün düzenli yaptığın bir faaliyet için durma veya azaltma koşulunu belirle. Sonuç vermeyen bir şeyi yalnız geçmişte emek verdiğin için sonsuza kadar sürdürme.","prioritization"
"2029-04-10","tr","Bir Notun Kaynağını Ekle","Kaynağı unutulan bilgi daha sonra doğrulanması zor bir kanaate dönüşebilir.","Bugün sakladığın önemli bir nota link, kitap, kişi veya tarih bilgisini ekle. Gelecekte o bilginin nereden geldiğini tekrar araştırmak zorunda kalma.","organization"
