date,locale,title,teaser,full_text,theme_tag
2036-04-01,tr,Dikkatini tek noktada topla,Dikkatini tek noktada topla: bugün bu temaya küçük ama somut bir yer aç.,Dağınık işlerin hepsini aynı anda çözmeye çalışmak yerine bugün en fazla etki yaratacak işi seç. Onu bitirdikten sonra kalanlara yeniden bak; zihnin daha sakin bir sıralama kurabilir.,grounding_clarity
2036-04-02,tr,Sınırını açıklamaktan çekinme,Sınırını açıklamaktan çekinme: bugün bu temaya küçük ama somut bir yer aç.,Bir isteğe hemen evet demeden önce gerçekten alanın olup olmadığını kontrol et. Kısa ve açık bir hayır sonradan biriken kırgınlıktan daha dürüst olabilir.,boundaries_selfworth
2036-04-03,tr,Başlangıcı küçült,Başlangıcı küçült: bugün bu temaya küçük ama somut bir yer aç.,Gözünde büyüyen işi on dakikalık ilk parçaya indir. Başlamak için bütün enerjinin gelmesini beklemek yerine hareketin enerjiyi üretmesine izin ver.,focus_action
2036-04-04,tr,Soruyu netleştir,Soruyu netleştir: bugün bu temaya küçük ama somut bir yer aç.,Bir konuşmada anlaşılmadığını hissedersen savunmaya geçmeden önce neyi öğrenmek istediğini tek cümleye indir. İyi bir soru uzun bir açıklamadan daha fazla alan açabilir.,communication
2036-04-05,tr,Karşılıklılığı ölç,Karşılıklılığı ölç: bugün bu temaya küçük ama somut bir yer aç.,Bugün ilişkilerinde yalnız ne kadar verdiğine değil karşı taraftan gelen ilgi ve emeğe de bak. Dengeyi fark etmek beklentilerini daha gerçekçi kurmana yardım eder.,relationship_awareness
2036-04-06,tr,Kendine ikinci bir şans ver,Kendine ikinci bir şans ver: bugün bu temaya küçük ama somut bir yer aç.,Sabah istediğin gibi başlamadıysa bütün günü kayıp sayma. Bir sonraki saat yönünü düzeltmek için yeterli yeni bir başlangıç olabilir.,self_compassion
2036-04-07,tr,Ritmini gerçekçi kur,Ritmini gerçekçi kur: bugün bu temaya küçük ama somut bir yer aç.,Yapılacaklar listesini kapasitenle karşılaştır ve fazlasını ertele. Sürdürebildiğin tempo kısa süreli bir hızlanmadan daha değerlidir.,discipline_consistency
2036-04-08,tr,Eski bir yükü bırak,Eski bir yükü bırak: bugün bu temaya küçük ama somut bir yer aç.,Sürekli zihnine dönen ama bugün çözemeyeceğin bir konuyu not alıp bir kenara koy. Unutmak zorunda değilsin; sadece bütün gün taşımamayı seçebilirsin.,letting_go
2036-04-09,tr,Çekindiğin yere yaklaş,Çekindiğin yere yaklaş: bugün bu temaya küçük ama somut bir yer aç.,Kaçındığın konu için geri dönüşü kolay küçük bir deneme yap. Sonucu kontrol etmekten çok gerçek bilgi edinmeye odaklanmak cesareti kullanılabilir hale getirir.,courage_change
2036-04-10,tr,Dinlenmeyi plana dahil et,Dinlenmeyi plana dahil et: bugün bu temaya küçük ama somut bir yer aç.,Mola vermeyi işlerin bittiği ana bırakma; o an hiç gelmeyebilir. Kısa bir dinlenme aralığını önceden belirlemek enerjini daha bilinçli kullanmanı sağlar.,rest_recovery
