date,title,teaser,message,theme
2030-07-01,Sessiz Öncelik,Bugün gerçekten gerekli olana dön.,Kalabalık isteklerin arasından tek bir öncelik seç. Ona ayırdığın sakin dikkat günün geri kalanını daha düzenli taşıyabilir.,focus
2030-07-02,Ölçülü Adım,Hız yerine sürdürülebilir ritmi seç.,Bir işi bitirmek için kendini tüketmen gerekmiyor. Gücünü gün içine yaymak başladığını daha sağlam tamamlamana yardım edebilir.,balance
2030-07-03,İlk Sözü Sen Söyle,Ertelenen küçük bir cesaret alanı var.,Uzun süredir beklettiğin açık ve saygılı bir cümleyi kurmayı düşün. Netlik belirsizliği büyütmekten daha hafif olabilir.,courage
2030-07-04,Gereksizi Ayır,Her ayrıntı aynı ağırlıkta değil.,Karar verirken ana meseleyi yan ayrıntılardan ayır. Ne için evet ya da hayır dediğini bilmek zihnini sadeleştirebilir.,clarity
2030-07-05,Beklemenin Bilgisi,Bazı cevaplar zorlanınca gelmez.,Hemen sonuç almaya çalışmak yerine sürece biraz alan bırak. Gecikme bazen daha doğru gözlem için gereken zamandır.,patience
2030-07-06,Taze Bir Düzen,Küçük değişiklik yeni hava açabilir.,Masanda programında ya da düşünce biçiminde tek bir şeyi yeniden düzenle. Büyük yenilikler bazen küçük bir yer açmakla başlar.,renewal
2030-07-07,Sınırın Dili,Kendini korumak sertlik gerektirmez.,Bir sınırı suçluluk duymadan kısa ve açık biçimde ifade etmeyi dene. Saygılı netlik hem seni hem ilişkiyi koruyabilir.,boundaries
2030-07-08,Yakınlığın Küçük Hali,Bağ kurmak için büyük jest gerekmez.,Birine gerçekten nasıl olduğunu sorup cevabını bölmeden dinle. Dikkatle verilen birkaç dakika uzun bir konuşmadan daha anlamlı olabilir.,connection
2030-07-09,Boşluk da Programdır,Dinlenme yapılacaklar listesinin dışında değil.,Günün içine kısa bir boşluk koy ve onu başka işle doldurma. Zihnin toparlanması için ayrılmış zaman verimliliğin karşıtı değildir.,rest
2030-07-10,Sözünü Tamamla,Kendine verdiğin küçük sözü hatırla.,Yeni hedef eklemek yerine daha önce başlattığın tek işi bitir. Tamamlanmış küçük bir iş dağınık büyük niyetlerden daha çok güven yaratabilir.,discipline
2030-07-11,Merak Kapısı,Bilmediğin şeyi hemen yargılama.,Sana yabancı gelen bir görüşe bir soru daha sor. Anlamak kabul etmek zorunda olmak değildir ama düşünce alanını genişletebilir.,curiosity
2030-07-12,Görünmeyen Destek,İyi giden küçük şeyleri fark et.,Her şeyin eksik tarafına bakmadan önce bugün seni taşıyan üç ayrıntıyı say. Fark etmek sorunları inkâr etmeden denge kurabilir.,gratitude
2030-07-13,Plan Esneyebilir,Değişiklik başarısızlık anlamına gelmez.,Günün planı bozulursa onu tamamen terk etmek yerine yeni koşula göre küçült. Esneklik hedefi bırakmak değil yolu güncellemektir.,adaptation
2030-07-14,Azalt ve Gör,Fazlalık bazen asıl ihtiyacı saklar.,Bir görev eşya ya da beklentiyi bilinçli olarak azalt. Yer açıldığında neyin gerçekten önemli olduğu daha görünür olabilir.,simplicity
