date,title,teaser,message,theme
2031-04-01,"Nisan İçin Bir Deney Seç","Yeni ay bazen kesin karardan çok küçük bir deneme ister.","Bu ay değiştirmek istediğin bir alışkanlık için düşük riskli tek bir deney belirle. Sonucu gözlemlemek tahmin etmekten daha kullanışlı bilgi verebilir.","deney"
2031-04-02,"Günün İlk Talebini Ertele","Sabah ilk gelen istek her zaman en önemli iş değildir.","Güne başlarken başkasından gelen ilk talebe hemen yönelmeden önce kendi önceliğini kontrol et. Kısa bir duraklama günün kontrolünü koruyabilir.","öncelik"
2031-04-03,"Bir Dosyayı Bulunur Yap","Bilgi vardır ama bulunamıyorsa pratikte yok gibidir.","Sık kullandığın bir dosya ya da notun adını ve yerini bugün daha anlaşılır hale getir. Küçük bir arşiv düzeni gelecekte zaman kazandırabilir.","organizasyon"
2031-04-04,"Tartışmayı Yazılı Netleştir","Sözlü konuşmada ayrıntılar kolayca farklı hatırlanabilir.","Ortak bir karar aldıysan kısa bir özetle yazılı hale getir ve gerekiyorsa karşı tarafla paylaş. Ortak kayıt sonradan çıkacak belirsizliği azaltabilir.","iletişim"
2031-04-05,"Bir Şeyi Tam Fiyatıyla Gör","Ucuz görünen seçimler zaman ve enerji maliyeti taşıyabilir.","Bugün bir kararın yalnız para değil zaman bakım ve dikkat maliyetini de düşün. Toplam bedeli görmek daha dengeli bir seçim yapmana yardım edebilir.","karar"
2031-04-06,"Dinlenmeyi İş Bitimine Bağlama","Yorgunluk sınırı gelmeden de mola verilebilir.","Bugün kısa bir dinlenme aralığını önceden belirle ve yalnız her şey bittiğinde kullanmayı bekleme. Planlı mola günün geri kalanını daha sürdürülebilir kılabilir.","özbakım"
2031-04-07,"Bir Soruyu Karşı Tarafa Bırak","Her konuşmada cevabı sen üretmek zorunda değilsin.","Birinin görüşünü merak ettiğin konuda açık bir soru sor ve cevabı tamamlamaya çalışma. Biraz boşluk bırakmak daha gerçek bir yanıt duyabilmeni sağlayabilir.","iletişim"
2031-04-08,"Küçük Bir Masrafı İzle","Tek tek önemsiz görünen harcamalar birlikte anlamlı hale gelebilir.","Bugün fark etmeden tekrar ettiğin küçük bir harcama türünü not et. Amaç kendini kısıtlamak değil seçimin görünür olmasını sağlamak olsun.","finans"
2031-04-09,"Kendi Kuralını Kontrol Et","Bir zamanlar işe yarayan kişisel kurallar bugün gereksiz olabilir.","Kendin için koyduğun eski bir zorunluluğu seç ve hâlâ hangi amaca hizmet ettiğini sor. Cevap yoksa kuralı güncellemek mümkün olabilir.","yansıma"
2031-04-10,"İşi Teslim Edilebilir Hale Getir","Mükemmel olmayan iş de yeterince açık olduğunda paylaşılabilir.","Uzayan bir işi bugün başkasının inceleyebileceği kadar düzenle ve ara sürüm olarak göster. Erken geri bildirim yanlış yönde uzun süre ilerlemeyi önleyebilir.","üretkenlik"
2031-04-11,"Tek Bir Şeyi Yerine Koy","Düzen büyük temizlikten değil tekrarlanan küçük dönüşlerden oluşabilir.","Kullandıktan sonra ortada bıraktığın tek bir eşyayı bugün hemen yerine koy. Küçük bir davranış dağınıklığın birikmesini azaltabilir.","düzen"
2031-04-12,"Cevap Vermeden Kaynağı Kontrol Et","Hızlı cevap güvenilir cevap anlamına gelmez.","Bugün önemli bir bilgi paylaşmadan önce kaynağına bir kez daha bak. Kısa bir doğrulama yanlış bilgiyi düzeltmek için harcanacak daha büyük emeği önleyebilir.","doğruluk"
