date,title,teaser,message,theme
2032-12-01,Aralığa Tamamlama Listesiyle Başla,Yıl sonu yaklaşırken yeni iş eklemek yerine açık döngüleri kapatmak daha değerli olabilir.,Bu ay bitirmek istediğin en fazla beş açık işi tek bir listede topla.,planning
2032-12-02,Bir Belgenin Son Güncellemesini Doğrula,Eski belgeler fark edilmeden güncel kararların temeli olabilir.,Sık başvurduğun bir belgenin son güncelleme tarihini ve hâlâ geçerli olup olmadığını kontrol et.,accuracy
2032-12-03,Bir Harcama Kategorisini Yıl Bazında Topla,Aylık tutarlar toplam yıllık etkisini saklayabilir.,Bu yıl düzenli para harcadığın tek bir kategori için yaklaşık yıllık toplamı hesapla.,finance
2032-12-04,Bir Görevin Sonraki Sahibine Teslimini Planla,İş bitse bile devir bilgisi eksikse süreç aksayabilir.,Tamamlanmak üzere olan bir iş için sonraki kişinin bilmesi gereken üç şeyi yaz.,handoff
2032-12-05,Bir Tekrarlı İşi Şablona Dönüştür,Aynı başlangıç adımlarını tekrar tekrar kurmak gereksiz zaman harcatabilir.,Bu hafta iki kez yaptığın bir iş için yeniden kullanılabilir kısa bir şablon oluştur.,productivity
2032-12-06,Kritik Hesapta İkinci Doğrulama Yöntemini Kontrol Et,Tek doğrulama yolu kaybolduğunda erişim gereksiz yere kırılabilir.,Önemli bir hesapta yedek ikinci doğrulama yönteminin güncel olduğunu doğrula.,security
2032-12-07,Günün Sonuna Boş Geçiş Süresi Bırak,Yoğunluktan doğrudan dinlenmeye geçmek zihnin kapanmasını zorlaştırabilir.,Akşam programında en az on beş dakikalık plansız geçiş alanı bırak.,balance
2032-12-08,Bir Toplantının Amacını Tek Cümlede Yaz,Toplantı amacı belirsizse konuşma kolayca dağılabilir.,Katılacağın veya düzenleyeceğin bir toplantı için ulaşılması gereken sonucu tek cümlede yaz.,communication
2032-12-09,Bir Bağımlılığın Alternatifini Belirle,Tek kaynağa bağlı süreçler beklenmedik kesintilerde kırılgan olabilir.,Önemli bir işte bağımlı olduğun tek kaynak için kullanılabilir bir yedek seçenek belirle.,risk
2032-12-10,Karar Kaydına Nedenini Ekle,Aylar sonra yalnız sonucu hatırlamak kararın bağlamını kaybettirebilir.,Bugün aldığın önemli bir kararın yanına neden o seçeneği tercih ettiğini kısa biçimde yaz.,decision
2032-12-11,Bir Dijital Alanı Arşivle,Sürekli aktif tutulan eski içerikler güncel işleri kalabalıklaştırabilir.,Artık aktif olmayan bir proje klasörünü düzenleyip arşiv alanına taşı.,organization
2032-12-12,Bir Teşekkürü Somutlaştır,Genel teşekkür yerine belirli davranışı söylemek takdiri daha anlamlı yapabilir.,Bugün birine teşekkür ederken tam olarak hangi davranışının sana yardımcı olduğunu belirt.,relationships
2032-12-13,Odak Saatini En Uygun İşe Ayır,Yüksek dikkat gerektiren işleri düşük enerji saatlerine bırakmak verimi düşürebilir.,Bugün en iyi odaklandığın zaman dilimini tek bir zor işe ayır.,focus
2032-12-14,Bir Alışkanlığın Maliyetine de Bak,Her faydalı görünen davranış zaman veya enerji açısından pahalı olabilir.,Sürdürdüğün bir alışkanlığın sana kazandırdıkları kadar harcadığı zaman veya enerjiyi de değerlendir.,habits
2032-12-15,Yıl Sonu Ödemelerini Takvime Yerleştir,Son tarihlerin görünür olması gecikme riskini azaltabilir.,Ay sonuna kadar yapman gereken önemli ödemeleri tarihleriyle birlikte takvime ekle.,finance
2032-12-16,Bir Kontrolün Kanıtını Sakla,Kontrol yapıldığını söylemek ile doğrulanabilir iz bırakmak aynı şey değildir.,Bugün yaptığın önemli bir kontrol için sonucu gösteren kısa bir kayıt veya kanıt sakla.,quality
2032-12-17,Öğrendiğin Bir Şeyi Uygulamaya Çevir,Bilgi davranışa bağlanmadığında kolayca pasif kalabilir.,Bu ay öğrendiğin bir fikirden bugün uygulanabilecek tek bir hareket çıkar.,learning
2032-12-18,Bir Teklifte Toplam Taahhüdü Hesapla,Düşük başlangıç fiyatı uzun vadeli toplam yükü gizleyebilir.,Bir teklifin tüm zorunlu dönemlerini ve ücretlerini birlikte değerlendirerek toplam taahhüdü hesapla.,finance
2032-12-19,Paylaşılan Bir Dosyanın Yetkilerini Gözden Geçir,Eski erişim izinleri gereksiz veri görünürlüğü bırakabilir.,Önemli bir paylaşılan dosyada artık erişime ihtiyacı olmayan kişi veya bağlantı olup olmadığını kontrol et.,security
2032-12-20,Yılın Son Yoğun Haftasına Tampon Koy,Yıl sonu işlerinde gecikmeler birbirini hızla etkileyebilir.,Önümüzdeki yoğun günlerden birine beklenmeyen işler için gerçek bir boşluk ekle.,planning
2032-12-21,Bir Projede Kalan İşleri Kapanış ve Devam Olarak Ayır,Her açık iş yıl bitmeden tamamlanmak zorunda değildir.,Bir projedeki kalan işleri bu yıl kapanacaklar ve sonraki döneme bilinçli taşınacaklar diye ikiye ayır.,project
2032-12-22,Bir Arşivin Bulunabilirliğini Test Et,Arşivlenen bilgi bulunamıyorsa saklanmış olması yeterli değildir.,Geçmişte arşivlediğin bir dosyayı yalnız mevcut klasör ve adlandırma düzenini kullanarak bulmayı dene.,organization
2032-12-23,Bir Hatanın Düzeltmesini Yeniden Doğrula,Düzeltme yapıldıktan sonra aynı koşullarda tekrar test edilmezse sorun gizli kalabilir.,Yakın zamanda düzelttiğin bir sorunu ilk ortaya çıktığı koşullarla yeniden kontrol et.,quality
2032-12-24,Bir Sonucun Tarih Aralığını Açıkça Yaz,Rakamlar hangi dönemi kapsadığı bilinmeden yanlış yorumlanabilir.,Bugün paylaştığın önemli bir sonuçta başlangıç ve bitiş tarihlerini açıkça belirt.,accuracy
2032-12-25,Bir İşbirliğinde Katkıyı Görünür Kıl,Emeğin kaydı sonraki değerlendirmelerde adaleti ve öğrenmeyi destekleyebilir.,Ortak bir çalışmada kimin hangi ana katkıyı yaptığını kısa biçimde kaydet.,collaboration
2032-12-26,Yıl Sonu İndiriminin Gerçek İhtiyaç Olup Olmadığını Sor,Fırsat hissi ihtiyaç olmayan harcamaları mantıklı gösterebilir.,İndirimli bir ürünü değerlendirirken indirimsiz olsa yine alıp almayacağını kendine sor.,finance
2032-12-27,Bir Sürecin En Kırılgan Noktasını İşaretle,Her süreçte tek hata ile en büyük kaybı yaratabilecek bir adım olabilir.,Sık kullandığın bir süreçte en yüksek hata etkisine sahip adımı belirle ve kontrolünü güçlendir.,quality
2032-12-28,Yıl İçindeki Bir Geri Bildirimi Yeniden Oku,Zaman geçince aynı yorum farklı bir anlam kazanabilir.,Bu yıl aldığın önemli bir geri bildirimi yeniden oku ve bugün hâlâ geçerli olan kısmını not et.,self-awareness
