"date","locale","title","teaser","full_text","theme_tag"
"2029-12-01","tr","Aralığa Tek Bir Tamamlama Ölçütüyle Gir","Yılın son ayında neyin gerçekten tamam sayılacağını bilmek odağı korur.","Bugün Aralık sonunda bitmiş görmek istediğin tek önemli işi seç. Tamamlandı demek için gereken somut ölçütü bir cümleyle yaz.","monthly_planning"
"2029-12-02","tr","Bekleyen Bir Karara Son Tarih Koy","Süresiz açık kalan kararlar zihinsel alan tüketir.","Bugün uzun süredir bekleyen bir kararı seç ve bilgi toplama süresine makul bir son tarih koy. O tarihte kullanacağın karar ölçütlerini de belirle.","decision_making"
"2029-12-03","tr","Bir Rutinin En Küçük Sürtünmesini Azalt","Küçük engeller tekrar eden davranışları beklenenden fazla zorlaştırabilir.","Bugün sık yaptığın bir rutinde seni her seferinde yavaşlatan tek küçük engeli bul. Ortadan kaldırmak için beş dakikalık bir düzenleme yap.","habits"
"2029-12-04","tr","Bir Konuşmada Varsayımını Açıkla","Söylenmeyen varsayımlar iki kişinin aynı kelimeden farklı şey anlamasına yol açabilir.","Bugün önemli bir konuşmada doğru olduğunu varsaydığın bir noktayı açıkça ifade et ve karşı tarafın aynı varsayıma sahip olup olmadığını sor.","communication"
"2029-12-05","tr","Günün Enerjisini En Değerli İşe Ayır","Yüksek dikkat gerektiren işlerin zamanlaması sonucu değiştirebilir.","Bugün zihninin en açık olduğu zaman dilimini belirle ve o süreyi düşük değerli küçük işlere değil, en fazla düşünme isteyen göreve ayır.","focus"
"2029-12-06","tr","Bir Harcamanın Kullanım Sıklığını Ölç","Bir şeyin fiyatı kadar ne kadar kullanılacağı da değerini belirler.","Bugün almayı düşündüğün bir ürün veya hizmet için önümüzdeki üç ayda gerçekçi kullanım sayısını tahmin et. Maliyeti kullanım başına düşün.","finance"
"2029-12-07","tr","Son Bir Haftadan Tek Bir Ders Çıkar","Çok sayıda sonuç çıkarmaya çalışmak asıl deseni görünmez kılabilir.","Bugün son yedi güne bak ve yalnız bir davranışın sonucu belirgin biçimde iyileştirdiğini ya da zorlaştırdığını seç. Gelecek hafta için tek değişiklik yaz.","reflection"
"2029-12-08","tr","Bir İşin İlk On Dakikasını Tanımla","Başlangıç belirsizliği işi olduğundan daha büyük gösterebilir.","Bugün ertelediğin bir iş için yalnız ilk on dakikada yapacağın adımları yaz. Tüm projeyi çözmeye çalışmadan bu başlangıcı uygula.","execution"
"2029-12-09","tr","Bir Sınırı Önceden İfade Et","Sınırlar ancak kriz çıktığında söylendiğinde daha sert duyulabilir.","Bugün yaklaşan bir iş veya görüşme için kapasiteni zorlayabilecek noktayı önceden belirle ve gerekli sınırı sakin, açık bir cümleyle ifade et.","boundaries"
"2029-12-10","tr","Bir Listenin Yarısını Sil","Uzayan listeler öncelik hissini zayıflatabilir.","Bugün yapılacaklar listenin alt yarısını incele. Gerçek sonucu değiştirmeyen işleri sil, ertele ya da başka bir zamana taşı.","prioritization"
