date,title,teaser,message,theme
2031-09-01,Eylüle Tek Bir Net Ölçütle Başla,Yeni ayı değerlendirmek için çok sayıda hedef gerekmez.,Eylül sonunda iyi ilerleme sayacağın tek somut ölçütü yaz ve ay boyunca onu düzenli aralıklarla kontrol et.,hedef
2031-09-02,Bir Sabah Kararını Önceden Ver,Günün ilk saatlerindeki küçük seçimler beklenenden fazla dikkat tüketebilir.,Yarın sabah tekrar eden bir kararını bu akşamdan belirle ve güne bir seçim daha az yaparak başla.,planlama
2031-09-03,Bir E-postayı Göndermeden Önce Talebi Bul,Uzun mesajlarda asıl istek kolayca kaybolabilir.,Bugün önemli bir e-postayı göndermeden önce alıcının senden ne beklediğini tek cümlede anlayıp anlayamayacağını kontrol et.,iletişim
2031-09-04,Bir Çekmeceyi Yüzde Yirmi Boş Bırak,Düzen yalnız eşyaların sığması değil yeni hareket alanı olmasıdır.,Bugün bir çekmece ya da rafı düzenlerken küçük bir boş alan bırak ve hemen yeniden doldurma.,düzen
2031-09-05,Bir Kararın Gizli Maliyetini Yaz,Seçeneklerin bedeli yalnız para olmayabilir.,Bugün önemli bir seçeneğin zaman dikkat bakım ya da esneklik açısından getireceği tek ek maliyeti yaz.,karar
2031-09-06,Bir Sohbette Özetleyerek Doğrula,Anladığını varsaymak küçük hataları büyütebilir.,Bugün önemli bir konuşmada duyduğun ana noktayı kendi cümlenle kısaca özetleyip doğru anlayıp anlamadığını sor.,dinleme
2031-09-07,Bir Haftalık Harcamayı Tek Bakışta Gör,Küçük harcamalar ayrı ayrı makul görünürken toplamda farklı bir tablo oluşturabilir.,Son yedi gündeki isteğe bağlı harcamalarını tek listede topla ve yalnız toplamı değil tekrar eden kalıbı da incele.,finans
2031-09-08,Bir Görevin İlk İki Dakikasını Tanımla,Başlama noktası belirsiz olduğunda erteleme kolaylaşabilir.,Bugün ertelediğin bir iş için yalnız ilk iki dakikada ne yapacağını yaz ve o kısmı tamamla.,üretkenlik
2031-09-09,Bir Hatanın Ön Koşulunu Bul,Aynı hata çoğu zaman aynı ortamda tekrar eder.,Yakın zamanda yaptığın küçük bir hatayı seç ve hemen öncesinde hangi koşulun bulunduğunu not et.,yansıma
2031-09-10,Bir Uygulamanın İzinlerini Gözden Geçir,Uygulamalar zaman içinde ihtiyaçlarından daha fazla erişim taşıyabilir.,Telefonunda bir uygulamanın kamera mikrofon konum ya da dosya izinlerini kontrol et ve gereksiz olanı kapat.,güvenlik
2031-09-11,Bir Talebi Reddederken Alternatif Sunmak Zorunda Hissetme,Sınır koymak her zaman başka çözüm üretme sorumluluğu getirmez.,Bugün yapamayacağın bir talebe kısa ve net cevap ver. Uygun alternatif gerçekten varsa ekle yoksa boşluğu doldurmak zorunda değilsin.,sınırlar
2031-09-12,Bir Dinlenme Biçimini Sonucuna Göre Değerlendir,Her rahatlatıcı görünen etkinlik gerçekten dinlendirmeyebilir.,Bugün kullandığın bir mola türünden sonra enerjinin artıp artmadığını gözlemle ve buna göre tekrar edip etmeyeceğine karar ver.,özbakım
2031-09-13,Bir Süreci Bir Adım Kısalt,Gereksiz adımlar küçük işlerde bile sürtünme yaratabilir.,Sık yaptığın bir işlemde gerçekten gerekli olmayan tek adımı bul ve güvenliyse kaldır.,verimlilik
2031-09-14,Bir Hedef İçin Çevresel Destek Kur,İrade tek başına sürekli hatırlatma görevi görmek zorunda değildir.,Bugün sürdürmek istediğin bir davranışı kolaylaştıracak fiziksel ya da dijital bir düzenleme yap.,alışkanlık
