date,locale,title,teaser,full_text,theme_tag
"2026-07-01","tr","Temmuza Bir Ana Yönle Gir","Yeni ayın ilk günü her şeyi yeniden kurmak değil, neyi öne alacağını seçmek için iyi bir eşik olabilir.","Bugün temmuz boyunca gerçekten ilerletmek istediğin tek ana alanı belirle. Diğer hedefleri bırakmak zorunda değilsin; yalnızca hangisinin kararlarını yönlendireceğini netleştir.","priority"
"2026-07-02","tr","Bir Süreci Ölçülebilir Yap","Belirsiz ilerleme hissi yerine küçük bir ölçüt daha sağlıklı geri bildirim verebilir.","Tekrarladığın bir iş için bugün tek bir ölçü seç: süre, adet, hata sayısı veya tamamlanma oranı olabilir. Ölçümü yargı için değil, yön görmek için kullan.","measurement"
"2026-07-03","tr","Gereksiz Bir Adımı Kaldır","Bir işi kolaylaştırmak bazen daha fazla araç eklemekten değil, bir adımı silmekten geçer.","Bugün sık yaptığın bir süreci baştan sona düşün ve gerçekten değer katmayan tek bir adımı çıkar. Sonucun kalitesi değişmeden işin sadeleşip sadeşmediğine bak.","simplification"
"2026-07-04","tr","Kararını Bir Gece Taşı","Acil olmayan önemli kararlar kısa bir mesafeden bakınca daha net görünebilir.","Bugün seni zorlayan ama hemen cevap gerektirmeyen bir konuda nihai karar verme. Seçenekleri yaz ve ertesi gün aynı listeye yeniden bakmak için kendine alan bırak.","decision_quality"
"2026-07-05","tr","Haftanın Açık Uçlarını Kapat","Küçük yarım işler zihinsel olarak büyük yer kaplayabilir.","Bu hafta açık kalan işlerden on beş dakikada kapanabilecek bir tanesini seç ve tamamla. Ardından kalanları yeni haftaya bilinçli olarak taşı.","closure"
"2026-07-06","tr","Önce Zor Olanı Tanımla","Bir görevin neden ertelendiğini bilmeden çözüm üretmek zor olabilir.","Bugün ertelediğin bir işi seç ve seni durduran şeyi tek cümleyle yaz: belirsizlik mi, süre mi, beceri mi, isteksizlik mi? Çözümü bu gerçek nedene göre küçült.","clarity"
"2026-07-07","tr","Kendine Daha İyi Bir Başlangıç Hazırla","Ertesi günün kalitesi çoğu zaman bir önceki akşamdan etkilenir.","Bugün yarın sabah başlayacağın ilk işi önceden hazırla. Dosyayı açmak, malzemeyi yerleştirmek veya ilk adımı yazmak bile başlangıç direncini azaltabilir.","preparation"
"2026-07-08","tr","Tek Bir Dikkat Kaçağını Kapat","Odak sorunu bazen büyük bir disiplin eksikliği değil, tekrarlanan küçük bir kesintidir.","Bugün seni en sık bölen tek kaynağı belirle ve bir çalışma bloğu boyunca kapat. Bildirim, açık sekme veya sürekli kontrol etme alışkanlığı olabilir.","focus"
"2026-07-09","tr","Bir Soruyu Daha İyi Sor","Doğru soruyu kurmak, cevabın yarısını netleştirebilir.","Bugün çözmek istediğin bir konuda ilk aklına gelen soruyu yeniden yaz. Daha dar, ölçülebilir ve cevaplanabilir hale getirdiğinde neyin değiştiğini gözlemle.","inquiry"
"2026-07-10","tr","Kaynağına Geri Dön","Aktarılan bilgi çoğaldıkça bağlam kolayca kaybolabilir.","Bugün önemli bir kararını etkileyen bir iddiayı mümkünse birincil kaynaktan kontrol et. Tarih, kapsam ve bağlamın aktarılırken değişip değişmediğine bak.","verification"
