date,locale,title,teaser,full_text,theme_tag
"2026-03-01","tr","Mart İçin Bir Eşik","Yeni aya girerken her şeyi değiştirmek yerine neyi koruyacağını seçmek de değerlidir.","Bugün mart ayına tek bir net niyetle gir. Geçen iki ayda işine yarayan bir davranışı belirle ve onu büyütmek yerine sürdürmeye odaklan; istikrar bazen yenilikten daha güçlü bir başlangıçtır.","continuity"
"2026-03-02","tr","Önce Yükü Gör","Bir işi zorlaştıran şey bazen işin kendisi değil, ona eklediğin görünmez beklentilerdir.","Bugün ağır gelen bir görevi seç ve yalnız gerçek gerekliliklerini yaz. Mükemmel yapma, herkesi memnun etme veya tek seferde bitirme beklentilerini ayırınca hareket alanın genişleyebilir.","expectations"
"2026-03-03","tr","Kısa Bir Kontrol Noktası","Yönünü değiştirmek için kaybolmayı beklemek zorunda değilsin.","Günün ortasında iki dakika durup planın hâlâ gerçekçi olup olmadığını kontrol et. Gerekirse bir işi küçült, birini ertele veya sırayı değiştir; küçük rota düzeltmeleri günün tamamını kurtarmak zorunda değildir.","course_correction"
"2026-03-04","tr","Cevap Yerine Deneme","Her sorunun önce zihinde çözülmesi gerekmez.","Kararsız kaldığın küçük bir konuda geri döndürülebilir bir deneme yap. On dakika denemek, bir örnek hazırlamak veya küçük bir prototip oluşturmak sana düşünmekten farklı türde bilgi verebilir.","experiment"
"2026-03-05","tr","Kendi Payını Ayır","Bir sorumluluğun tamamını üstlenmek ile kendi payını almak aynı şey değildir.","Bugün bir problemin hangi kısmının gerçekten sana ait olduğunu tarif et. Başkasının kararını, duygusunu veya görevini taşımadan kendi bölümünde net ve güvenilir kalmayı dene.","responsibility"
"2026-03-06","tr","Daha Açık İste","İnsanların neye ihtiyacın olduğunu tahmin etmesini beklemek gereksiz kırgınlık yaratabilir.","Bir konuda destek istiyorsan talebini mümkün olduğunca somutlaştır. Ne istediğini, ne kadarını beklediğini ve ne zaman gerektiğini açık söylemek hem sana hem karşındakine daha adil bir zemin sağlar.","request"
"2026-03-07","tr","Boş Zamanı Savun","Takvimde boş görünen her aralık doldurulmak zorunda değildir.","Bugün programında kendiliğinden boşalan bir zamanı hemen yeni işle kapatma. O aralığın dinlenme, düşünme veya yavaş geçiş için ne işe yaradığını gözlemle.","margin"
"2026-03-08","tr","Kendine Dışarıdan Bak","Bir durumda ne yaptığını görmek, neden yaptığını anlamaktan önce gelebilir.","Bugün tekrar eden bir davranışını yargılamadan tarif et: ne zaman başlıyor, öncesinde ne oluyor, sonrasında ne hissediyorsun? Yorumdan önce gözlem toplamak örüntüyü daha görünür yapabilir.","observation"
"2026-03-09","tr","Bir Konuyu Kapat","Sürekli geri dönen küçük kararlar zihinsel alanı fark edilmeden tüketebilir.","Uzun süredir açık kalan düşük riskli bir kararı bugün sonuçlandır. Seçimin kusursuz olmasından çok, yeterli bilgiyle kapanabilecek bir konuyu gereksiz yere taşımamaya odaklan.","closure"
"2026-03-10","tr","Erişilebilir Bir Hedef","İyi hedef yalnız ilham vermez, ne yapacağını da gösterir.","Bugünkü hedefini dışarıdan gözlenebilir bir davranışa çevir. 'Daha düzenli olacağım' yerine hangi dosyayı, hangi saatte, ne kadar süre düzenleyeceğini belirlemek ilerlemeyi ölçülebilir kılar.","specificity"
