"date","locale","title","teaser","full_text","theme_tag"
"2027-11-01","tr","Kasım İçin Tek Bir Tamamlama Hedefi Seç","Yeni aya yalnız başlamak değil bitirmek istediğin bir işle gir.","Kasım sonunda kesinlikle kapanmış görmek istediğin tek bir işi seç. Bu hedefi yeni fikirlerden ayrı tut ve ay boyunca tamamlamayı erteletecek yan işleri sınırlamaya çalış.","monthly_focus"
"2027-11-02","tr","Bir İşin Gerçek Başlangıç Koşulunu Yaz","Takvimde başlamış görünen iş, gerekli girdiler yoksa aslında başlamamış olabilir.","Bugün bir iş için başlamadan önce gerekli olan dosya, karar, erişim veya kişiyi netleştir. Başlangıç tarihini bu koşullar gerçekten hazır olduğunda anlamlı kabul et.","planning"
"2027-11-03","tr","Bir Süreçte Gereksiz Onayı Bul","Her kontrol güvenlik sağlamaz; bazıları yalnız bekleme yaratır.","Bugün kullandığın bir süreçte onay adımlarını incele. Risk azaltmayan ama gecikme yaratan bir adım varsa neden var olduğunu sorgula.","process_improvement"
"2027-11-04","tr","Bir Mesajda Beklenen Eylemi Açık Yaz","Bilgi vermek ile eylem istemek birbirine karışabilir.","Bugün önemli bir mesaj gönderirken alıcının yalnız bilmesi mi, cevap vermesi mi, karar alması mı yoksa bir iş yapması mı gerektiğini açıkça belirt.","communication"
"2027-11-05","tr","Bir Harcamayı Sabit ve Değişken Diye Ayır","Aynı toplam tutar farklı risk yapıları taşıyabilir.","Bugün düzenli bir gideri incele ve hangi kısmının sabit, hangi kısmının kullanıma bağlı değişken olduğunu ayır. Tasarruf fırsatını doğru bölümde ara.","financial_awareness"
"2027-11-06","tr","Bir Kararı En Kötü Senaryoyla Test Et","İyi ihtimaller planı rahatlatır; dayanıklılığı kötü ihtimaller gösterir.","Bugün önemli bir karar için makul en kötü senaryoyu yaz. Bu sonuç gerçekleşirse toparlanma yolun hâlâ kabul edilebilir mi diye kontrol et.","risk_management"
"2027-11-07","tr","Bir Görevi Başkasının Devralabileceği Hale Getir","İş yalnız tek kişinin hafızasında kaldığında kırılgan olur.","Bugün yürüttüğün bir iş için başka birinin devam edebilmesi adına gerekli minimum bilgi, dosya ve sonraki adımı kısa biçimde kaydet.","continuity"
"2027-11-08","tr","Bir Hedefin Güncel Olup Olmadığını Sor","Eski bir hedef yalnız daha önce önemli olduğu için sürdürülmemeli.","Bugün uzun süredir listende duran bir hedefi yeniden değerlendir. Hâlâ gerçek bir ihtiyaca hizmet etmiyorsa küçült, değiştir veya bırak.","self_management"
"2027-11-09","tr","Bir Veriyi Kaynağıyla Birlikte Paylaş","Kaynağı görünmeyen sayı güvenilirliğini kaybedebilir.","Bugün bir sayı veya bulgu paylaşıyorsan mümkünse kaynağını, tarihini ve hangi koşulda üretildiğini de ekle. Okurun doğrulama yolunu açık bırak.","information_quality"
"2027-11-10","tr","Bir İşin En Pahalı Bekleme Noktasını Bul","Her gecikmenin maliyeti aynı değildir.","Bugün bir süreçteki bekleme noktalarını listele ve hangisinin para, zaman veya müşteri etkisi açısından en pahalı olduğunu seç. Önce onu azaltmaya çalış.","process_improvement"
"2027-11-11","tr","Bir Görüşmede Karar Sahibini Belirle","Toplantı bitip karar sahibi belli değilse konuşma ilerleme üretmeyebilir.","Bugünkü bir görüşmede alınan her önemli kararın kim tarafından uygulanacağını veya takip edileceğini netleştir. İsimsiz aksiyon bırakma.","collaboration"
"2027-11-12","tr","Bir Bilgiyi Eski Olduğu İçin İşaretle","Silmek zorunda olmadığın eski bilgi, güncel bilgiyle karışmamalı.","Bugün artık geçerli olmayan ama saklanması gereken bir doküman veya kaydı açıkça arşiv/eski olarak etiketle. Yanlışlıkla yeniden kullanılmasını zorlaştır.","record_keeping"
"2027-11-13","tr","Bir İş İçin Tek Bir Başarı Ölçütü Seç","Çok sayıda metrik asıl sonucu gizleyebilir.","Bugün önemli bir iş için en anlamlı tek başarı ölçütünü belirle. Diğer sayıları tamamen bırakma; fakat ana kararını hangi metriğin yönlendireceğini netleştir.","measurement"
"2027-11-14","tr","Bir Yanıt Vermeden Önce Soruyu Tekrar Kur","Yanlış soruya iyi cevap vermek yine de zaman kaybıdır.","Bugün karmaşık bir talebe cevap vermeden önce neyin gerçekten sorulduğunu kendi cümlenle özetle. Gerekirse kapsamı netleştirip sonra yanıtla.","clarity"
"2027-11-15","tr","Ay Ortasında Tamamlama Hedefini Kontrol Et","Yarım ay geçtiğinde ilerleme hissi yerine somut kalan işi görmek gerekir.","Kasım başında seçtiğin tamamlama hedefini aç ve geriye kalan işi net biçimde yaz. Hedef hâlâ önemliyse ikinci yarının takvimini buna göre koru.","midmonth_review"
"2027-11-16","tr","Bir Küçük Hata İçin Önleyici Kontrol Ekle","Aynı hata ikinci kez olduğunda artık yalnız tesadüf değildir.","Yakın zamanda tekrarlanan küçük bir hatayı seç. Hatayı yapan kişiyi hatırlatmak yerine sürece bir kontrol, doğrulama veya görünür uyarı eklemeyi düşün.","quality_control"
"2027-11-17","tr","Bir Görevi Kabul Etmeden Önce Kapasiteyi Gör","Takvimde boşluk olması zihinsel kapasite olduğu anlamına gelmeyebilir.","Bugün yeni bir işe evet demeden önce mevcut işlerinin bitiş riskini ve dikkat ihtiyacını kontrol et. Kapasite yoksa teslim tarihini veya kapsamı konuş.","energy_management"
"2027-11-18","tr","Bir Teklifte Hariç Olanı da Yaz","Kapsam yalnız yapılanlarla değil yapılmayanlarla da netleşir.","Bugün bir teklif, plan veya teslim tanımında dahil olmayan önemli bir alan varsa açıkça belirt. Sonradan oluşacak beklenti farkını azalt.","scope_management"
"2027-11-19","tr","Bir Kararı Küçük Bir Denemeyle Sına","Tam ölçekli uygulama gerekmiyorsa önce ucuz bir test daha fazla bilgi sağlayabilir.","Bugün belirsiz bir karar için geri döndürülebilir küçük bir deneme tasarla. Sonucu görmeden büyük taahhüde geçmemeyi düşün.","experimentation"
"2027-11-20","tr","Bir Dosyanın Yedeğini Farklı Konumda Tut","Aynı cihazdaki iki kopya her riske karşı yedek sayılmaz.","Bugün kritik bir dosyanın yedeğinin ana kopyayla aynı arıza noktasına bağlı olup olmadığını kontrol et. Mümkünse ayrı ve güvenli bir konum kullan.","data_safety"
"2027-11-21","tr","Bir Geri Bildirimi Davranışa Çevir","Soyut geri bildirim uygulanabilir değişiklik üretmeyebilir.","Bugün aldığın bir geri bildirimi gözlenebilir tek bir davranışa çevir. Bir sonraki benzer durumda neyi farklı yapacağını kısa biçimde yaz.","learning"
"2027-11-22","tr","Bir Beklentiyi Karşılıklı Doğrula","Senin açık söylediğini düşündüğün şey karşı tarafta farklı anlaşılmış olabilir.","Bugün kritik bir teslim veya sorumlulukta karşı tarafın ne anladığını kısaca teyit et. Özellikle tarih, kapsam ve sahiplik bilgisini iki tarafta da aynı hale getir.","communication"
"2027-11-23","tr","Bir İşin Bakım Maliyetini Hesaba Kat","Bir sistemi kurmak kadar sürdürmek de kaynak ister.","Bugün yeni bir araç, süreç veya alışkanlık eklerken haftalık ya da aylık bakım yükünü tahmin et. Sürdürülemeyecek kadar pahalı bir çözümü baştan görmeye çalış.","sustainability"
"2027-11-24","tr","Bir Planın İptal Koşulunu Yaz","Başlamış olmak devam etmek için tek başına yeterli neden değildir.","Bugün devam eden bir plan için hangi durumda iptal edeceğini veya yeniden tasarlayacağını açıkça yaz. Bu koşulu sonuç kötüleşmeden önce belirlemek daha sağlıklı olabilir.","decision_making"
"2027-11-25","tr","Bir Başarıyı Kişiden Sürece Ayır","İyi sonuç yalnız kahramanca çabayla geldiyse sistem hâlâ kırılgan olabilir.","Bu ay iyi giden bir işi seç ve sonucun ne kadarının süreçten, ne kadarının ekstra kişisel çabadan geldiğini değerlendir. Tekrarlanabilir olan kısmı güçlendir.","retrospective"
"2027-11-26","tr","Bir Yoğun Günde Minimum Standardı Belirle","Her gün ideal performans mümkün olmayabilir.","Bugün kapasiten düşükse tamamen bırakmak yerine korunması gereken minimum standardı seç. Kritik olanı yapıp kalanını bilinçli ertele.","resilience"
"2027-11-27","tr","Bir Bilgiyi Paylaşmadan Önce Hassasiyetini Kontrol Et","Doğru kişiye doğru bilgi vermek de kalite ve güvenlik konusudur.","Bugün bir dosya veya mesaj paylaşmadan önce alıcının gerçekten erişmesi gereken bilgiyi kontrol et. Gereksiz kişisel veya hassas veriyi kapsamdan çıkar.","privacy"
"2027-11-28","tr","Aralık İçin Bitmemiş İşleri Süz","Yıl sonuna yaklaşırken her yarım iş aynı önemi taşımaz.","Kasım sonunda açık kalan işleri zorunluluk, değer ve zaman baskısına göre ayır. Aralık'a yalnız bilinçli olarak kapatacağın veya sürdüreceğin işleri taşı.","planning"
"2027-11-29","tr","Bir İyileştirmenin Etkisini Ölç","Değişiklik yapmak ile fayda üretmek aynı şey değildir.","Bu ay değiştirdiğin bir süreç veya alışkanlığı seç. Önceki durumla karşılaştırabileceğin somut bir işaret bul ve gerçekten iyileşme olup olmadığını kontrol et.","measurement"
"2027-11-30","tr","Kasımı Açık Kayıtlarla Kapat","Ay sonu hafızaya güvenmek yerine görünür kapanış yapmak için iyi bir noktadır.","Kasım sonunda tamamlanan, Aralık'a taşınan ve bırakılan işleri kaydet. Özellikle devam eden her işin bir sonraki adımını ve sahibini görünür bırak.","monthly_transition"
