"date","locale","title","teaser","full_text","theme_tag"
"2028-06-01","tr","Hazirana Sınır Koyarak Başla","Yeni aya ne ekleyeceğin kadar neyi almayacağın da önemlidir.","Haziran için üç öncelik belirle ve bunların dışında kalan yeni talepleri otomatik kabul etmek yerine kapasite kontrolünden geçir.","monthly_planning"
"2028-06-02","tr","Bir İşin Gerçek Başlangıç Koşulunu Yaz","Bazı görevler takvimde başlamış görünür ama gerekli girdiler hazır değildir.","Bugün önemli bir iş için başlamadan önce hangi bilgi, onay veya kaynağın hazır olması gerektiğini tek satırda tanımla.","workflow"
"2028-06-03","tr","Bir Veriyi İkinci Kaynaktan Doğrula","Tek kaynağa güvenmek özellikle değişken bilgilerde risk yaratabilir.","Bugün önemli bir karar için kullandığın bir veriyi bağımsız ikinci bir kaynaktan kontrol et; iki kaynak çelişiyorsa nedeni netleştir.","information_quality"
"2028-06-04","tr","Bir Toplantıyı Tek Kararla Sınırla","Her görüşmenin çok sayıda konu taşıması gerekmez.","Bugünkü bir toplantının sonunda mutlaka çıkması gereken tek kararı önceden belirle. Konuşmayı bu kararın etrafında tut.","meeting_quality"
"2028-06-05","tr","Bir Harcamanın Alternatif Maliyetini Gör","Para bir şeye ayrıldığında başka bir seçeneğe ayrılamaz.","Bugün planladığın bir harcamanın yerine aynı bütçeyle hangi iki seçeneği yapabileceğini yaz ve kararı karşılaştırmalı ver.","financial_awareness"
"2028-06-06","tr","Bir Sürecin Bekleme Noktasını Ölç","Gecikme bazen işlem süresinden değil aradaki beklemelerden doğar.","Tekrarlayan bir işte aktif çalışma süresiyle bekleme süresini ayır. En uzun bekleme noktasını azaltmanın yolunu ara.","process_improvement"
"2028-06-07","tr","Bir Parolayı Değil Hesabı Güçlendir","Güvenlik yalnız güçlü parola kullanmaktan ibaret değildir.","Önemli bir hesabın iki adımlı doğrulama, kurtarma yöntemi ve aktif oturumlarını birlikte kontrol et.","security"
"2028-06-08","tr","Bir Kararda En Kötü Makul Senaryoyu Yaz","Belirsiz korku yerine somut risk daha iyi yönetilebilir.","Bugün vereceğin bir karar için gerçekleşmesi makul olan en kötü sonucu yaz. Bu sonuca karşı alınabilecek tek koruyucu önlemi belirle.","risk_management"
"2028-06-09","tr","Bir Görevi Sahibine ve Tarihine Bağla","Sahipsiz görevler kolayca görünmez hale gelir.","Bugün açık bir işi tek bir sorumluya ve net bir tarihe bağla. Birden fazla kişinin ortak sorumluluğunu belirsizlik olarak bırakma.","accountability"
"2028-06-10","tr","Bir Yedeği Gerçekten Aç","Yedeğin varlığı tek başına kurtarılabilirlik kanıtı değildir.","Önemli bir yedeği açıp içinden rastgele bir dosyayı doğrula. Bozuk veya eksikse yeni yedek oluştur.","data_safety"
