date,title,teaser,message,theme
2031-06-01,Hazirana Tek Bir Ana Yön Ver,Yeni ay çok sayıda hedefle değil net bir yönle daha yönetilebilir olabilir.,Haziran için sonuç üretmesini en çok istediğin tek alanı seç. Diğer planlarını bu ana yönü destekleyip desteklemediğine göre sırala.,öncelik
2031-06-02,Günün İlk Kararını Önceden Ver,Sabah verilen küçük kararlar gereksiz zihinsel enerji tüketebilir.,Yarın sabah ilk ne yapacağını bu akşam belirle. Hazır bir başlangıç kararı güne daha az sürtünmeyle girmeni sağlayabilir.,planlama
2031-06-03,Bir İsteği Varsayımdan Ayır,Birinin ne düşündüğünü tahmin etmek iletişimi gereksiz yere karmaşıklaştırabilir.,Bugün bir ilişkide tahmin yürüttüğün noktayı fark et ve mümkünse doğrudan sor. Açık soru zihinsel senaryolardan daha güvenilir bilgi verebilir.,iletişim
2031-06-04,Bir Çekmeceyi İşlevine Göre Düzenle,Düzen estetikten önce erişimi kolaylaştırmalıdır.,Sık kullandığın bir çekmeceyi yalnız kullanım sıklığına göre yeniden yerleştir. En çok kullandıkların en kolay ulaşılır yerde olsun.,düzen
2031-06-05,Bir Kararın En Kötü Maliyetini Yaz,Belirsizlik bazen riskin boyutundan daha korkutucu olabilir.,Önündeki bir seçim için ters giderse gerçekten ne kaybedebileceğini somut olarak yaz. Gerçek maliyet görünür olduğunda karar daha ölçülebilir hale gelebilir.,karar
2031-06-06,Bir Konuşmada Sessizliğe Yer Bırak,Her boşluğu doldurmak karşı tarafın düşünmesine engel olabilir.,Bugün önemli bir konuşmada cevap vermeden önce birkaç saniye bekle. Kısa sessizlik daha dikkatli bir yanıt için alan açabilir.,dinleme
2031-06-07,Haftalık Harcama Toplamını Gör,Küçük ödemeler tek tek fark edilmezken toplamda anlamlı olabilir.,Son yedi günün isteğe bağlı harcamalarını tek rakamda topla. Amaç kendini yargılamak değil gerçek örüntüyü görünür kılmak olsun.,finans
2031-06-08,Bir Görevin Bitti Tanımını Yaz,Bitmiş sayılmayan işler gereğinden uzun sürebilir.,Bugün uzayan bir iş için tamamlanmış kabul edeceğin koşulu tek cümlede yaz. Net bitiş çizgisi gereksiz düzeltmeleri azaltabilir.,üretkenlik
2031-06-09,Başarı Ölçünü Yeniden Seç,Her ilerleme hızla ya da miktarla ölçülmek zorunda değildir.,Bugün bir hedefinde başarıyı süreklilik kalite öğrenme ya da rahatlık gibi başka bir ölçüyle değerlendirmeyi dene.,özfarkındalık
2031-06-10,Kritik Bir Hesabı Kurtarma Seçenekleriyle Kontrol Et,Güvenlik yalnız şifre seçmekten ibaret değildir.,Önemli bir hesabında kurtarma e-postası telefon numarası ve iki adımlı doğrulama ayarlarının güncel olduğunu kontrol et.,güvenlik
2031-06-11,Bir Toplantıyı Gündemle Başlat,Konusu belirsiz görüşmeler kolayca uzayabilir.,Bugün yapacağın bir görüşmenin başında konuşulacak iki ya da üç başlığı söyle. Ortak gündem zamanı daha bilinçli kullanmaya yardım edebilir.,iletişim
2031-06-12,Molanı Ekrandan Uzaklaştır,Ekran içinde yapılan mola zihne gerçek geçiş hissi vermeyebilir.,Bugün en az bir molada telefonu ve bilgisayarı bırakıp birkaç dakika başka bir ortama ya da fiziksel harekete geç.,özbakım
2031-06-13,Bir İşin Önce Kaba Sürümünü Çıkar,İlk denemeyi kusursuz yapma baskısı başlangıcı geciktirebilir.,Bugün bir metin plan ya da tasarım için yalnız çalışır durumda kaba bir sürüm üret. Düzeltmeyi ikinci aşamaya bırak.,üretkenlik
2031-06-14,Kendine Verdiğin Süreyi Gerçekçi Yap,Sürekli yetişmeyen planlar kapasiteyi yanlış tahmin ediyor olabilir.,Bugün bir görev için normalde verdiğin sürenin gerçekten yeterli olup olmadığını kontrol et ve gerekiyorsa takvimini düzelt.,özdisiplin
2031-06-15,Ay Ortasında Bir Şeyi Bırak,Plan güncellenmezse eski kararlar gereksiz yük olmaya devam edebilir.,Haziranın ilk yarısında artık anlamını kaybetmiş bir görev ya da hedefi seç ve bilinçli olarak listenden çıkar.,denge
2031-06-16,Bir Bilgiyi Kaynağıyla Birlikte Sakla,Kaynağı unutulan bilgi daha sonra doğrulanması zor bir iddiaya dönüşebilir.,Bugün önemli bir not alırken yanına nereden geldiğini de yaz. Gelecekteki sen doğrulama için sana teşekkür edebilir.,doğruluk
2031-06-17,Bir Hayıra Alternatif Eklemek Zorunda Değilsin,Sınır koyarken her zaman telafi sunmak gerekmeyebilir.,Bugün kabul edemeyeceğin bir isteğe kısa ve saygılı biçimde hayır de. Yalnız gerçekten uygun olduğunda alternatif öner.,sınırlar
2031-06-18,Bekleyenleri Tek Kuyrukta Topla,Dağınık bekleme listeleri görünmeyen yük oluşturabilir.,Cevap beklediğin işler siparişler ya da onayları tek listede topla. Her biri için son kontrol tarihini ekle.,organizasyon
2031-06-19,Yeni Almadan Önce Tamir Seçeneğini Kontrol Et,Bir eşyanın küçük arızası her zaman ömrünün bittiği anlamına gelmez.,Bugün değiştirmeyi düşündüğün bir şey için tamir bakım ya da parça değişimi seçeneğini araştır.,sadelik
2031-06-20,Takvimine Boşluk da Koy,Aralıksız planlanan gün küçük gecikmelere bile dayanamaz.,Bugün iki yoğun iş arasına kısa bir tampon süre bırak. Boşluk planın hataya toleransını artırabilir.,planlama
2031-06-21,Bir Tekrar Eden Soruna Kural Yaz,Aynı sorun her seferinde yeniden düşünülmek zorunda değildir.,Sık karşılaştığın küçük bir problem için basit bir varsayılan kural oluştur. Örneğin ne zaman erteleyeceğin ya da ne zaman reddedeceğin net olsun.,gelişim
2031-06-22,Bir Uygulamanın Ana Ekran Yerini Sorgula,Görünür olan şey dikkati daha sık çağırır.,Telefonunun ana ekranında sık açtığın ama sana az değer katan bir uygulamayı daha uzak bir klasöre taşı.,odak
2031-06-23,Bir Teklifi Kriterlerle Değerlendir,Heyecan ya da korku tek başına karar ölçüsü olmamalıdır.,Önündeki bir teklif için üç temel kriter yaz ve her birini ayrı değerlendir. Sonuç duygunu yok saymasın ama onu tek veri haline de getirmesin.,karar
2031-06-24,Birine Yardım Etmeden Önce Ne İstediğini Sor,İyi niyet yanlış türde yardım sunabilir.,Bugün destek olmak istediğin birine çözüm mü dinleme mi yoksa pratik yardım mı istediğini sor. İhtiyacı onun tanımlamasına izin ver.,ilişkiler
2031-06-25,Bir Alışkanlığın Tetikleyicisini Belirle,Davranışın ne zaman başladığını bilmek değişimi kolaylaştırabilir.,Bugün sürdürmek istediğin bir alışkanlığın öncesinde hangi olayın gerçekleşeceğini belirle. Net tetikleyici hatırlamaya yardımcı olabilir.,alışkanlık
2031-06-26,Bir Belgeye Sonraki Adımı Yaz,Notlar yalnız geçmişi kaydederse iş akışı yarım kalabilir.,Bugün önemli bir dosya ya da notun sonuna bir sonraki somut adımı ekle. Geri döndüğünde nereden başlayacağını bilirsin.,organizasyon
2031-06-27,Bir Güçlü Yanını Kanıtıyla Hatırla,Kendinle ilgili olumlu yargılar somut örneklerle daha güvenilir hale gelir.,Bugün iyi yaptığını düşündüğün bir özelliğin için yakın zamandan gerçek bir örnek yaz. Etikete değil davranışa odaklan.,özfarkındalık
2031-06-28,Ay Sonu İçin Üç Kapanış Seç,Her açık işi aynı ay içinde bitirmek gerçekçi olmayabilir.,Haziran kapanmadan önce tamamlamak istediğin yalnız üç işi seç. Diğerlerini temmuza taşıma kararını şimdiden ver.,öncelik
2031-06-29,Bir Teşekkürü Spesifik Hale Getir,Genel teşekkür güzel olsa da neyin değerli olduğunu her zaman göstermez.,Bugün birine teşekkür ederken tam olarak hangi davranışının sana iyi geldiğini belirt. Somut takdir daha anlaşılır olabilir.,şükran
2031-06-30,Haziranı Verilerle Kapat,Ay sonu değerlendirmesi yalnız hislere dayanmak zorunda değildir.,Hazirandan üç somut veri seç: tamamlanan işler harcama toplamı ya da koruduğun rutin gibi. Sonra temmuz için tek bir ayar kararı ver.,tamamlama
