"date","locale","title","teaser","full_text","theme_tag"
"2027-06-01","tr","Hazirana Açık Bir Başlangıç Yap","Yeni ayı doldurmadan önce elindeki yükü görmek daha sağlıklı olabilir.","Haziran için yeni hedef eklemeden önce devam eden işleri listele. Gerçekten taşınması gerekenlerle alışkanlıktan açık kalanları birbirinden ayır.","monthly_focus"
"2027-06-02","tr","Bir Gecikmenin Gerçek Nedenini Yaz","Gecikme her zaman zaman eksikliğinden kaynaklanmaz.","Bugün bekleyen bir iş için tek cümleyle asıl engeli yaz: bilgi mi eksik, karar mı bekliyor, görev mi fazla büyük? Sonraki adımı buna göre seç.","problem_solving"
"2027-06-03","tr","Bir Karara Son Tarih Koy","Süresiz düşünmek çoğu zaman daha iyi karar üretmez.","Bugün uzayan bir seçim için makul bir karar tarihi belirle. O tarihe kadar gerçekten gerekli bilgiyi topla, sonra konuyu yeniden açmamak üzere karar ver.","decision_making"
"2027-06-04","tr","Çalışma Alanından Tek Bir Sürtünmeyi Kaldır","Küçük fiziksel engeller tekrarlanan işleri gereksiz yere zorlaştırabilir.","Bugün sık yaptığın bir işte seni her seferinde yavaşlatan tek bir eşya, dosya veya düzen sorununu ortadan kaldır.","environment"
"2027-06-05","tr","Bir Mesajı Kısaltarak Netleştir","Uzunluk her zaman açıklık sağlamaz.","Göndermeden önce önemli bir mesajı yeniden oku. Ana isteği ilk iki cümlede anlaşılır hale getir ve sonucu değiştirmeyen tekrarları çıkar.","communication"
"2027-06-06","tr","Bir Aboneliğin Değerini Yeniden Ölç","Düzenli ödeme, düzenli kullanım anlamına gelmez.","Bugün ücret ödediğin bir hizmetin son bir aydaki gerçek kullanımına bak. Kullanım düşükse iptal, daha ucuz plan veya ara verme seçeneklerini değerlendir.","financial_awareness"
"2027-06-07","tr","Haftaya Tampon Zaman Bırak","Planın her dakikayı doldurması onu daha güvenilir yapmaz.","Önündeki haftada en az bir kısa zaman bloğunu kasıtlı olarak boş bırak. Beklenmeyen işler çıkmazsa bu alanı dinlenme veya toparlanma için kullan.","time_management"
"2027-06-08","tr","Bir İşin Bittiğini Nasıl Anlayacağını Tanımla","Bitirme koşulu belirsizse işler gereğinden uzun sürebilir.","Bugün üzerinde çalıştığın bir görev için tamamlanma ölçütünü tek cümleyle yaz. Ek iyileştirmeleri zorunlu sonuçtan ayır.","completion"
"2027-06-09","tr","Bir Bilginin Tarihini Kontrol Et","Doğru bilgi zamanla geçerliliğini yitirebilir.","Bugün kararını etkileyen bir kaynağın yayın veya güncellenme tarihine bak. Eskiyse daha güncel ve güvenilir bir karşılık olup olmadığını kontrol et.","information_quality"
"2027-06-10","tr","Bir Yardım Talebini Somutlaştır","Genel yardım istemek karşı tarafın nereden başlayacağını belirsiz bırakabilir.","Bugün destek isteyeceğin bir konuda neye ihtiyacın olduğunu, hangi aşamada kaldığını ve beklediğin çıktıyı kısa biçimde belirt.","collaboration"
"2027-06-11","tr","Bir Rutin İçin Tetikleyici Seç","İyi niyet, davranışı hatırlatmak için her zaman yeterli değildir.","Bugün sürdürmek istediğin bir alışkanlığı zaten yaptığın sabit bir davranışın hemen arkasına bağla. Tetikleyiciyi saatten daha görünür hale getir.","habit_design"
"2027-06-12","tr","Bir Dosyanın Sahibini ve Yerini Netleştir","Ortak belgelerde belirsizlik aynı işin birden fazla kopyasını üretebilir.","Bugün ekipte veya evde paylaşılan önemli bir dosyanın güncel konumunu ve kim tarafından güncellendiğini netleştir.","record_keeping"
"2027-06-13","tr","Bir İddiayı Karşı Örnekle Sına","Bir düşünceyi güçlendiren kanıt kadar onu zorlayan örnek de değerlidir.","Bugün güçlü biçimde inandığın bir yorum için onu yanlışlayabilecek bir örnek ara. Görüşünü değiştirmese bile sınırlarını daha iyi tanımla.","critical_thinking"
"2027-06-14","tr","Bir İşi Enerjine Göre Zamanla","Her görev günün her saatinde aynı kolaylıkta yapılmaz.","Bugün yüksek dikkat isteyen bir işi enerjinin daha iyi olduğu saate, mekanik bir işi ise daha düşük enerji aralığına taşı.","energy_management"
"2027-06-15","tr","Ay Ortasında Planı Hafiflet","Planı düzeltmek başarısızlık değil, güncel bilgiyle yeniden seçim yapmaktır.","Haziranın ilk yarısını gözden geçir. Beklediğinden fazla zaman alan bir işi küçült, ertele veya devret; kalan aya gerçekçi alan aç.","midmonth_review"
