date,title,teaser,message,theme
2033-02-01,Ayın İlk Haftası İçin Üç Öncelik Seç,Çok sayıda eşit öncelik günlük kararları ağırlaştırabilir.,Bu hafta sonuç görmek istediğin üç işi seç ve diğer talepleri bu sıraya göre değerlendir.,planning
2033-02-02,Bir Sürecin Bekleme Süresini Ölç,Gecikmeler çoğu zaman işin kendisinden çok aradaki beklemelerde oluşur.,Sık yaptığın bir süreçte başlangıç ile sonuç arasındaki gerçek bekleme süresini bugün kaydet.,productivity
2033-02-03,Parola Tekrarını Ortadan Kaldır,Aynı parolanın birden fazla yerde kullanılması tek sızıntının etkisini büyütebilir.,Bugün tekrar kullandığını bildiğin bir hesabın parolasını benzersiz bir parola ile değiştir.,security
2033-02-04,Bir Harcamayı İhtiyaç ve Kolaylık Olarak Ayır,Kolaylık için ödenen tutarlar fark edilmeden bütçede büyüyebilir.,Bugünkü bir harcamanı ihtiyaç mı kolaylık mı olduğunu belirterek kaydet ve kararını gözden geçir.,finance
2033-02-05,Bir Görevde Başlama Sürtünmesini Azalt,İlk adım karmaşık olduğunda küçük işler bile ertelenebilir.,Yarın yapacağın önemli bir işin gerekli dosya veya araçlarını bugün hazır hale getir.,habits
2033-02-06,Bir Kaydı Tarih ve Sürüm Bilgisiyle Sakla,Güncellenen belgelerde hangi kopyanın geçerli olduğu kolayca karışabilir.,Bugün önemli bir belgenin güncel kopyasına tarih veya sürüm bilgisi ekle.,organization
2033-02-07,Haftanın En Faydalı Kararını Belirle,Sonuçlara bakmak hangi kararların gerçekten işe yaradığını görmeyi sağlar.,Geçen yedi günde verdiğin kararlar arasından en faydalı olanı seç ve nedenini tek cümleyle yaz.,reflection
2033-02-08,Bir Toplantının Amacını Önceden Yaz,Amaç belirsiz olduğunda görüşmeler bilgi alışverişiyle sınırlı kalabilir.,Katılacağın bir görüşme için başlamadan önce alınması gereken kararı veya çıkması gereken sonucu yaz.,collaboration
2033-02-09,İki Dakikalık Güvenlik Kontrolü Yap,Küçük güvenlik ayarları uzun süre fark edilmeden eski kalabilir.,Telefonunda ekran kilidi süresi ve otomatik kilit ayarını kontrol edip ihtiyacına göre düzelt.,security
2033-02-10,Bir Veriyi İkinci Kaynakla Karşılaştır,Tek bir kaynaktaki hata önemli bir kararı yanlış yönlendirebilir.,Bugün kritik gördüğün bir bilgiyi bağımsız ikinci bir kaynakla karşılaştır.,accuracy
2033-02-11,Bir Günlük Harcama Tavanı Belirle,Kısa dönem sınırlar kontrolsüz küçük harcamaları görünür hale getirebilir.,Bugün isteğe bağlı harcamalar için aşmayacağın net bir üst sınır belirle.,finance
2033-02-12,Yarım Kalan Bir Konuşmayı Netleştir,Varsayımla kapanan konuşmalar daha sonra yeni belirsizlikler yaratabilir.,Açıkta kaldığını düşündüğün bir konuda ilgili kişiye kısa ve net bir doğrulama sorusu gönder.,communication
2033-02-13,Bir İşin En Riskli Varsayımını Yaz,Planların kırılgan noktaları çoğu zaman söylenmeyen varsayımlarda saklanır.,Aktif bir iş için yanlış çıkarsa en çok sorun yaratacak tek varsayımı belirle.,risk
