"date","locale","title","teaser","full_text","theme_tag"
"2029-10-01","tr","Ekim'e Kapasiteni Bilerek Başla","Yeni ay için plan yapmak kadar gerçek kapasiteyi görmek de önemlidir.","Bugün Ekim ayında gerçekten ayırabileceğin zaman, enerji ve bütçeyi üç ayrı başlıkta yaz. Hedeflerini bu kapasitenin içine yerleştir.","monthly_planning"
"2029-10-02","tr","Bir Görevin Bekleme Süresini Ölç","İşin kendisi kısa olsa bile bekleme süreleri toplam akışı yavaşlatabilir.","Bugün tekrar eden bir süreçte aktif çalışma süresiyle bekleme süresini ayrı ayrı not et. İyileştirme fırsatını en uzun beklemede ara.","process"
"2029-10-03","tr","Bir Mesajın Sonuna Beklenen Eylemi Yaz","Bilgi vermek ile karşı taraftan bir şey istemek aynı değildir.","Bugün gönderdiğin önemli bir mesajın sonunda karşı taraftan beklediğin sonraki adımı tek cümleyle açıkça yaz.","communication"
"2029-10-04","tr","Bir Seçeneğin Gizli Maliyetini Sor","Bir tercih yalnız fiyatıyla değil zaman, dikkat ve bakım yüküyle de maliyet yaratır.","Bugün değerlendirdiğin bir seçenek için para dışında gerektireceği zaman, takip ve bakım yükünü yaz. Kararı toplam maliyetle değerlendir.","decision_making"
"2029-10-05","tr","Bir Çalışma Alanını Tek Amaç İçin Düzenle","Her şeyin aynı yerde olması dikkatin sürekli yön değiştirmesine neden olabilir.","Bugün bir masa, klasör veya dijital alanı tek bir ana iş için sadeleştir. O alanın dışındaki dikkat dağıtıcıları başka yere taşı.","focus"
"2029-10-06","tr","Tekrarlanan Bir Ödemeyi Yeniden Onayla","Otomatik devam eden ödemeler zamanla görünmez hale gelebilir.","Bugün düzenli ödediğin bir hizmeti yeniden değerlendir. Hâlâ kullanıyor musun, alternatif var mı ve devam etmek bilinçli bir karar mı kontrol et.","finance"
"2029-10-07","tr","Haftanın En Zor Kararını İncele","Zor kararlar yalnız sonuçlarıyla değil kullanılan düşünme biçimiyle de öğretir.","Bugün geçen haftanın en zor kararını seç. Hangi bilgi işe yaradı, hangi varsayım yanıltıcıydı ve bir dahaki sefere neyi farklı yapacağını yaz.","reflection"
"2029-10-08","tr","Bir İşi Küçültmek Yerine Sınırını Netleştir","Büyük görünen görevler bazen kapsamı belirsiz olduğu için büyür.","Bugün gözünde büyüyen bir iş için bu işin içine neyin girdiğini ve neyin girmediğini iki kısa listeyle ayır. Sonra yalnız tanımlı kapsama başla.","execution"
"2029-10-09","tr","Bir Sayının Kaynağını ve Tarihini Kontrol Et","Doğru bir veri bile eskiyse bugünkü karar için yanıltıcı olabilir.","Bugün kullandığın önemli bir sayı için kaynağı, yayın tarihini ve hangi dönemi ölçtüğünü kontrol et. Güncelliği yetersizse kararı buna göre sınırla.","evidence"
"2029-10-10","tr","Bir Tartışmada Ortak Noktayı Önce Yaz","Farklı düşündüğünüz noktalar kadar aynı fikirde olduğunuz alanlar da çözüm yaratır.","Bugün anlaşmazlık yaşadığın bir konuda önce iki tarafın da kabul ettiği tek noktayı netleştir. Sonraki konuşmayı bu ortak zeminden sürdür.","relationships"
"2029-10-11","tr","Bir Alışkanlığın Tetikleyicisini Değiştir","Aynı davranışı yalnız iradeyle değiştirmek zor olabilir.","Bugün değiştirmek istediğin bir alışkanlığın hemen öncesinde ne olduğunu gözlemle. Davranış yerine önce bu tetikleyici ortamı düzenlemeyi dene.","habits"
"2029-10-12","tr","Bir Kararı Küçük Bir Pilotla Sına","Büyük ve geri dönüşü zor kararlar daha küçük ölçekte denenebilir.","Bugün önemli bir planın tamamını uygulamak yerine küçük bir pilotunu tanımla. Ne kadar süreceğini ve hangi sonucu görürsen genişleteceğini önceden yaz.","experimentation"
"2029-10-13","tr","Bir Yedeğin Gerçekten Açıldığını Doğrula","Yedek almak ile geri yüklenebilir bir yedeğe sahip olmak aynı şey değildir.","Bugün önemli bir yedek dosyasını güvenli bir ortamda açıp içeriğinin erişilebilir olduğunu kontrol et. Yalnız dosyanın varlığına güvenme.","resilience"
"2029-10-14","tr","Enerjini En Çok Tüketen Zamanı Bul","Yorgunluk yalnız iş miktarından değil günün yanlış saatinde yapılan işten de gelebilir.","Bugün hangi saatlerde zihinsel olarak daha çok zorlandığını not et. Mümkünse ağır kararları daha güçlü olduğun zaman aralığına taşı.","wellbeing"
"2029-10-15","tr","Ay Ortasında Hedef Değil Yön Kontrolü Yap","Plan değişebilir; önemli olan neden değiştiğini bilmektir.","Bugün Ekim başındaki ana hedefini aç. Hâlâ doğru yönde mi, yeni bilgi geldi mi ve devam etmek için neyi değiştirmek gerekiyor üç soruyla kontrol et.","monthly_review"
"2029-10-16","tr","Bir Süreci Ekran Görüntüsü Olmadan Anlat","Yalnız görsele bağlı talimatlar arayüz değişince hızla eskir.","Bugün sık kullandığın bir işlemi adım adım metinle açıklamayı dene. Kritik karar noktalarını ve beklenen sonucu görselden bağımsız tanımla.","documentation"
"2029-10-17","tr","İlerlemenin Yanına Hata Payı Koy","Tek bir ölçüm gereğinden fazla kesinlik hissi yaratabilir.","Bugün takip ettiğin bir değerin ölçüm yöntemi, örnek büyüklüğü veya belirsizlik payını düşün. Sonucu mutlak gerçek gibi değil bu sınırlarla yorumla.","measurement"
"2029-10-18","tr","Bir Toplantının Gerekliliğini Sorgula","Her koordinasyon ihtiyacı toplantı gerektirmez.","Bugün planlanan bir görüşme için hedefin kısa bir yazılı mesajla çözülebilip çözülemeyeceğini kontrol et. Toplantı gerekiyorsa karar verilecek konuyu baştan yaz.","collaboration"
