date,title,teaser,message,theme
2030-09-01,İlk Alanı Temizle,Yeni başlangıç önce yer ister.,Bugün ilerlemek istediğin konu için masanda takviminde ya da zihninde küçük bir alan aç. Fazlalığı azaltmak başlangıcı daha görünür kılabilir.,simplicity
2030-09-02,Soruyu Daralt,Büyük sorular küçük cevabı saklayabilir.,Aklını meşgul eden konuyu tek bir somut soruya indir. Ne aradığını netleştirmek gereksiz düşünce döngüsünü azaltabilir.,clarity
2030-09-03,Kısa Temas,Bağ kurmak uzun konuşma gerektirmez.,Uzun süredir görüşmediğin birine içten ve beklentisiz kısa bir mesaj gönder. Küçük temaslar ilişkiyi zorlamadan canlı tutabilir.,connection
2030-09-04,Önce Gözlemle,Hızlı yorum ayrıntıyı kaçırabilir.,Bugün seni rahatsız eden bir durumda açıklama üretmeden önce ne olduğunu yalnızca gözlemle. Olgu ile yorumu ayırmak kararını temizleyebilir.,discernment
2030-09-05,Kendine Pay Bırak,Programın tamamını başkalarına verme.,Günün içinde yalnız sana ait küçük bir zaman aralığı belirle. Bu alanı korumak geri kalan sorumluluklara daha dengeli dönmene yardım edebilir.,boundaries
2030-09-06,Bitirmeyi Seç,Yeni başlangıç kadar kapanış da değerlidir.,Yarım kalmış küçük bir işi seç ve bugün onu tamamla. Tamamlanmış tek bir şey zihinsel dağınıklığı azaltabilir.,completion
2030-09-07,Temponu Kontrol Et,Hız her zaman ilerleme değildir.,Bir işi yaparken gereğinden hızlı olup olmadığını fark et. Temponu biraz düşürmek hata payını azaltıp dikkati artırabilir.,presence
2030-09-08,Azalt ve Koru,Her hedef aynı anda büyümek zorunda değil.,Bugün bir hedefi genişletmek yerine onu sürdürülebilir hale getirecek en küçük düzeyi belirle. Korunabilen düzen geçici yoğunluktan daha değerlidir.,steadiness
2030-09-09,Net Bir Rica,İhtiyaç açık olduğunda cevap da netleşir.,Birinden destek istiyorsan neye ihtiyacın olduğunu mümkün olduğunca somut söyle. Açık rica hem eveti hem hayırı daha dürüst hale getirir.,communication
2030-09-10,Eski Varsayımı Sına,Dün doğru olan bugün değişmiş olabilir.,Uzun süredir sorgulamadığın küçük bir varsayımı yeniden kontrol et. Güncel bilgi eski alışkanlığın yerini daha uygun bir seçeneğe bırakabilir.,openness
2030-09-11,İlk On Dakika,Başlangıcı küçültmek direnci azaltır.,Ertelediğin bir işe yalnız on dakika ayır. Süre dolduğunda devam edip etmeyeceğine yeniden karar ver. Küçük başlangıç baskıyı azaltabilir.,momentum
2030-09-12,Dinlediğini Göster,Anlamak cevap vermekten farklıdır.,Bir konuşmada hemen kendi deneyimine geçmeden önce karşındakinin söylediğini kendi cümlelerinle özetle. Bu küçük kontrol yanlış anlamayı azaltabilir.,connection
2030-09-13,Gereksiz Sözü Bırak,Kendine verdiğin her söz gerekli değildir.,Bugün taşıdığın bir yükün gerçekten hâlâ önemli olup olmadığını sorgula. Süresi dolmuş bir taahhüdü bırakmak yeni alana yer açabilir.,release
2030-09-14,Kanıt Topla,Endişe ile gerçek aynı şey değildir.,Kaygılandığın bir konu için bildiğin gerçekleri ve tahminlerini ayrı ayrı yaz. İki liste arasındaki fark düşünceni daha dengeli hale getirebilir.,clarity
2030-09-15,Bir Şeyi Paylaş,Yükün adı konunca hafifleyebilir.,Güvendiğin biriyle uzun açıklamalar yapmadan bugün seni zorlayan tek şeyi paylaş. Duyulmak çözüm olmasa da yalnızlık hissini azaltabilir.,support
2030-09-16,Yumuşak Geçiş,İşler arasında küçük boşluk bırak.,Bir görevden diğerine geçerken birkaç dakika ara ver. Kısa bir geçiş zihninin önceki işi bırakıp yenisine hazırlanmasına yardım edebilir.,balance
2030-09-17,Sınırı Önceden Söyle,Son anda taşmak yerine başta net ol.,Bir plan ya da görüşme için ayırabileceğin zamanı en başta belirt. Beklentiyi erken belirlemek sonradan kırgınlık yaşamayı azaltabilir.,boundaries
2030-09-18,Kendine Soru Sor,Cevabı zorlamak yerine merakı koru.,Bugün tekrar eden bir davranışının öncesinde ne olduğunu merak et. Tetikleyiciyi görmek değişim için daha gerçekçi bir başlangıç sağlayabilir.,curiosity
2030-09-19,İyi Olanı Kaydet,Olumlu olan da kanıt ister.,Günün sonunda yolunda giden tek bir şeyi somut biçimde yaz. İyi deneyimleri fark etmek zorlu olanı inkâr etmeden denge kurabilir.,gratitude
2030-09-20,Bir Adımı Kolaylaştır,İrade yerine düzenlemeyi kullan.,Yapmak istediğin davranışın önündeki tek fiziksel engeli kaldır. Gereken şeyi hazırlamak ya da görünür kılmak başlamayı kolaylaştırabilir.,planning
2030-09-21,Sessiz Karar,Her seçim dış onay istemez.,Kendin için doğru olduğunu düşündüğün küçük bir kararı başkalarının tepkisini ölçmeden uygula. İç ölçünü kullanmak öz güveni güçlendirebilir.,confidence
2030-09-22,Öfkenin Altına Bak,İlk duygu tek katman olmayabilir.,Gerildiğin bir anda öfkenin yanında hayal kırıklığı korku ya da yorgunluk olup olmadığını kontrol et. Duyguyu ayırmak ihtiyacı daha görünür kılabilir.,reflection
2030-09-23,Planı Hafiflet,Dolu takvim verimli takvim değildir.,Bugünkü listenden düşük öncelikli bir işi bilinçli olarak çıkar. Boşluk bırakmak önemli işlere daha gerçekçi dikkat ayırabilir.,focus
2030-09-24,Doğru Zamanı Bekle,Her konuşma hemen yapılmak zorunda değil.,Önemli bir konuyu konuşmadan önce hem senin hem karşındakinin dinlemeye uygun olup olmadığını değerlendir. Zamanlama mesajın kalitesini değiştirebilir.,patience
2030-09-25,Küçük Cesaret,Cesaret her zaman büyük risk değildir.,Bugün ertelediğin küçük ama dürüst bir davranışı seç. Bir soru sormak ya da bir sınır belirtmek kendi sesine alan açabilir.,courage
2030-09-26,Esnek Kural,İşe yaramayan düzen değiştirilebilir.,Kendine koyduğun bir kural sürekli zorlanıyorsa amacını yeniden düşün. Amacı koruyup yöntemi esnetmek başarısızlık değil uyumdur.,adaptation
2030-09-27,Geçmişi Veri Yap,Eski hata kimlik olmak zorunda değil.,Daha önce işlemediğini düşündüğün bir şeyi bugün yalnızca bilgi olarak incele. Ne işe yaramadı sorusu bir sonraki denemeyi daha bilinçli kılabilir.,learning
2030-09-28,İçeriği Azalt,Zihin de tükettiğinden etkilenir.,Bugün bir süre gereksiz haber akışı ve kısa içerikten uzak dur. Dikkatini neyle beslediğini seçmek iç gürültüyü azaltabilir.,rest
2030-09-29,Verdiğini Ölç,Yardım ederken kendi sınırını da hesaba kat.,Birine destek vermeden önce bunun senden ne kadar zaman ve enerji isteyeceğini düşün. Ölçülü destek hem sana hem ilişkiye daha sürdürülebilir gelebilir.,care
2030-09-30,Ayı Kapat,İlerlemeyi yalnız eksiklerle ölçme.,Bu ay öğrendiğin bir şey bıraktığın bir yük ve sürdürmek istediğin bir alışkanlığı yaz. Kapanış geçmişi yargılamak değil sonraki dönemi daha bilinçli açmaktır.,completion
