date,locale,title,teaser,full_text,theme_tag
2036-09-01,tr,Günün ilk sınırını seç,Her şeye aynı anda evet deme.,Sabah ilk planını yaparken bugün kesinlikle üstlenmeyeceğin bir işi de belirle. Ne yapmayacağını bilmek odağını korur.,boundaries_selfworth
2036-09-02,tr,Bekleyen mesajı sadeleştir,Cevabı tek ana fikre indir.,Uzun süredir yanıtlamadığın bir mesaj varsa önce ne söylemek istediğini tek cümlede yaz. Sonra yalnız gerekli ayrıntıları ekle.,communication
2036-09-03,tr,İşi görünür parçaya böl,Başlangıcı soyut bırakma.,Bir görevi düşünmek yerine ilk fiziksel adımı tanımla. Dosyayı açmak listeyi çıkarmak ya da ilk aramayı yapmak ilerlemeyi başlatabilir.,discipline_consistency
2036-09-04,tr,Kendine yumuşak ölçü koy,Zor bir günü normal günle kıyaslama.,Enerjinin düşük olduğu bir günde performansını en iyi günlerinle ölçme. Koşullara uygun bir hedef daha adil bir değerlendirme sağlar.,self_compassion
2036-09-05,tr,Masadaki sesi azalt,Dikkatini çeken bir kaynağı kapat.,Çalışırken gereksiz ses bildirim ya da açık ekranlardan birini kaldır. Tek bir dikkat kaynağını azaltmak bile zihinsel alan açabilir.,focus_action
2036-09-06,tr,Karar için son tarih koy,Süresiz düşünmeyi bırak.,Uzayan bir karar için makul bir değerlendirme zamanı belirle. Tarih koymak düşünmeyi aceleye getirmez fakat belirsizliği sınırlar.,grounding_clarity
2036-09-07,tr,İma yerine soru sor,Karşı tarafın niyetini tahmin etme.,Bir davranışın anlamından emin değilsen içinden senaryo kurmak yerine açık bir soru sor. Net bilgi gerilimi gereksiz büyütmez.,relationship_awareness
2036-09-08,tr,Küçük başlangıcı kutla,Tamamlanmamış ilerlemeyi de fark et.,Bugün bir işe başladıysan yalnız bitişe bakma. Başlangıç eşiğini geçmek de ilerlemenin gerçek bir parçasıdır.,self_compassion
2036-09-09,tr,İki işi sıraya koy,Paralel koşmak yerine öncelik ver.,Aynı anda ilgilendiğin iki işten hangisinin önce tamamlanacağını seç. Sıra belirlemek zihnindeki açık döngüleri azaltır.,focus_action
2036-09-10,tr,Kısa bir hayır kullan,Sınırı açıklama yarışına dönüştürme.,Uygun olmayan bir talebe nazik ve net biçimde hayır de. Gerekçen anlaşılmadığında bile sınırın geçerliliği değişmez.,boundaries_selfworth
2036-09-11,tr,Sözünü geri dinle,Konuşurken kullandığın tonu fark et.,Önemli bir konuşmada ne dediğin kadar nasıl söylediğine de dikkat et. Aynı içerik daha sakin bir tonla daha kolay duyulabilir.,communication
2036-09-12,tr,Yarın için tek hazırlık yap,Bugünden küçük bir köprü kur.,Yarın başlayacağın önemli iş için gerekli ilk dosyayı nesneyi ya da notu hazır bırak. Sabahki karar yükü azalır.,discipline_consistency
2036-09-13,tr,Kendi alanını koru,Başkasının aciliyetini otomatik sahiplenme.,Birinin işi acil diye senin de her şeyi bırakman gerekip gerekmediğini düşün. Yardım etmek ile sınır kaybetmek aynı şey değildir.,boundaries_selfworth
2036-09-14,tr,Nefesine üç tur dön,Kısa bir fiziksel reset yap.,Yoğunluk yükseldiğinde üç yavaş nefes boyunca yalnız veriş süresini uzat. Küçük bir ritim değişikliği bedensel gerginliği azaltabilir.,grounding_clarity
2036-09-15,tr,İlk taslağı kusurlu bırak,Mükemmellik başlangıcı durdurmasın.,Yazı plan ya da fikir işinde ilk sürümün eksik olmasına izin ver. Düzenlemek için önce üzerinde çalışılacak bir şey gerekir.,focus_action
2036-09-16,tr,Eski hatayı tekrar yargılama,Dersini alıp dosyayı kapat.,Daha önce düzelttiğin bir hata aklına geldiğinde aynı cezayı yeniden verme. Gerekli dersi not edip bugünün davranışına dön.,self_compassion
2036-09-17,tr,Karşılığını açık konuş,Beklentiyi sessiz sözleşmeye çevirme.,Bir ilişkide verdiğin emeğin karşılığında ne beklediğini kendine dürüstçe sor ve gerekiyorsa bunu açıkça ifade et.,relationship_awareness
