date,title,teaser,message,theme
2031-07-01,Temmuza Daha Net Bir Başlangıç Yap,Yeni ayın ilk günü yön seçmek için iyi bir kontrol noktası olabilir.,Temmuzda korumak istediğin tek alışkanlığı ve bırakmak istediğin tek yükü yaz. İki karar ayın tonunu sadeleştirebilir.,öncelik
2031-07-02,Bir Sabah İşini Akşamdan Hazırla,Küçük hazırlıklar ertesi günün başlangıç sürtünmesini azaltabilir.,Yarın sabah yapacağın önemli bir iş için gereken dosya eşya ya da notu bu akşam hazır et.,planlama
2031-07-03,Bir Yanlış Anlamayı Erken Düzelt,Küçük belirsizlikler konuşulmadığında büyüyebilir.,Bugün yanlış anlaşılmış olabilecek bir cümleyi fark edersen kısa bir açıklamayla niyetini netleştir.,iletişim
2031-07-04,Sık Kullandığın Bir Alanı Etiketle,Yerini aradığın şeyler gereksiz zaman kaybettirebilir.,Bugün sık kullandığın küçük bir depolama alanında iki ya da üç kategoriyi görünür şekilde ayır.,düzen
2031-07-05,Bir Kararın Geri Dönüş Yolunu Kontrol Et,Her karar aynı derecede kalıcı değildir.,Bugün bir seçim yapmadan önce geri alınabilir mi düzeltilebilir mi yoksa uzun süreli mi olduğunu belirle. Geri dönüş kolaylığı risk algını değiştirebilir.,karar
2031-07-06,Bir Cümleyi Tam Anlayana Kadar Dinle,Cevabı hazırlamak bazen karşı tarafın son kısmını kaçırmana neden olabilir.,Bugün bir konuşmada karşı taraf sözünü bitirmeden yanıtını zihninde kurmamayı dene.,dinleme
2031-07-07,Bir Harcamayı Kategoriye Yerleştir,Para akışını görmek yalnız toplamı bilmekten fazlasını gerektirebilir.,Bugün yaptığın isteğe bağlı bir harcamayı ihtiyaç kolaylık eğlence ya da alışkanlık olarak sınıflandır. Kategori davranışın nedenini daha görünür kılabilir.,finans
2031-07-08,Bir İş İçin Kesintisiz Yirmi Dakika Ayır,Kısa ama korunan süreler parçalı çalışmadan daha verimli olabilir.,Bugün tek bir önemli göreve yirmi dakika boyunca bildirim ve başka sekme açmadan odaklan.,üretkenlik
2031-07-09,Bir Karşılaştırmanın Bağlamını Yaz,Aynı sonuç farklı koşullarda farklı anlamlar taşıyabilir.,Kendini biriyle kıyasladığını fark ettiğinde iki tarafın koşullarındaki önemli farklardan birini not et.,özfarkındalık
2031-07-10,Bir Cihaz Güncellemesini Ertelemeden Kontrol Et,Güvenlik güncellemeleri uzun süre beklediğinde gereksiz risk oluşabilir.,Telefon ya da bilgisayarında bekleyen sistem ve güvenlik güncellemelerini kontrol et. Uygunsa yedek aldıktan sonra planla.,güvenlik
