date,title,teaser,message,theme
2032-11-01,Kasıma Bir Öncelik Sınırı Koy,Her şeyi aynı anda önemli saymak gerçek önceliği görünmez yapabilir.,Bu ay için en fazla üç ana öncelik seç ve geri kalan işleri destekleyici olarak işaretle.,planning
2032-11-02,Bir Dosyanın Sahibinin Kim Olduğunu Netleştir,Sahipsiz içerik zamanla güncelliğini ve doğruluğunu kaybedebilir.,Ortak kullanılan önemli bir dosya için güncelleme sorumluluğunun kimde olduğunu açıkça belirle.,ownership
2032-11-03,Bir Tahmini Gerçek Sonuçla Karşılaştır,Tahmin kalitesi ancak sonuçla kıyaslandığında gelişir.,Yakın zamanda yaptığın bir süre veya maliyet tahminini gerçek sonuçla yan yana yaz ve farkı not et.,accuracy
2032-11-04,Bir Aboneliğin Son Kullanımını Hatırla,Kullanılmayan düzenli ödemeler fark edilmeden devam edebilir.,Ödeme yaptığın bir hizmeti en son ne zaman gerçekten kullandığını kontrol et ve değerini yeniden değerlendir.,finance
2032-11-05,Bir Görevin En Küçük Başlangıcını Yaz,Büyük görünen işler ilk hareket netleştiğinde daha kolay başlar.,Bekleyen bir iş için beş dakikada yapılabilecek ilk somut adımı yaz ve yalnız onu tamamla.,productivity
2032-11-06,Yedek Kurtarma Kodlarını Kontrol Et,İki adımlı doğrulama yedeği erişim krizinde kritik olabilir.,Önemli bir hesap için kurtarma kodlarının güvenli ve erişilebilir bir yerde bulunduğunu doğrula.,security
2032-11-07,Bir Dinlenme Kararını Takvime Yaz,Dinlenmeyi yalnız boş zaman kalırsa yapmak çoğu zaman gerçekleşmemesine yol açar.,Bu hafta için kısa ama gerçek bir dinlenme bloğunu takvimine yerleştir.,balance
2032-11-08,Bir İsteği Tek Cümlede Netleştir,Uzun açıklamalar asıl beklentiyi saklayabilir.,Bugün göndereceğin bir isteğin ana talebini tek cümlede ifade edebildiğinden emin ol.,communication
2032-11-09,Bir Risk İçin Erken Uyarı İşareti Belirle,Sorun büyümeden önce görülebilecek sinyaller müdahale şansını artırır.,Devam eden bir işte sorun çıkacağını gösterecek tek erken belirtiyi yaz.,risk
2032-11-10,Bir Kararın Varsayımını Yaz,Kararlar çoğu zaman görünmeyen kabullere dayanır.,Bugün verdiğin önemli bir kararın doğru olabilmesi için hangi varsayımın geçerli olması gerektiğini not et.,decision
2032-11-11,İndirilenler Klasörünü Temizle,Geçici dosyaların birikmesi hem aramayı hem depolamayı zorlaştırabilir.,İndirilenler klasöründeki artık gerekmediği açık olan dosyaları sil veya uygun yere taşı.,organization
2032-11-12,Bir Beklentiyi Açıkça Doğrula,Sessiz varsayımlar ilişkilerde gereksiz hayal kırıklığı yaratabilir.,Ortak bir plan için karşı tarafla tek bir önemli beklentiyi açıkça doğrula.,relationships
2032-11-13,Odak Başlamadan Önce Çıkış Kuralı Koy,Ne zaman duracağını bilmemek odak bloklarını gereksiz uzatabilir.,Bir çalışma bloğuna başlamadan önce hangi somut noktada ara vereceğini belirle.,focus
2032-11-14,Alışkanlığın Tetikleyicisini Gözle,Davranışın hangi koşulda başladığını görmek değişimi kolaylaştırabilir.,Bugün tekrarladığın bir alışkanlığın hemen öncesinde ne olduğunu not et.,habits
2032-11-15,Yıl Sonu Giderlerini Önceden Listele,Aralık harcamaları önceden görünür olduğunda bütçe daha kontrollü kalabilir.,Önümüzdeki altı haftada beklediğin büyük giderleri tek yerde listele.,finance
2032-11-16,Bir Kontrol Listesinden Gereksiz Adımı Çıkar,Kontroller zamanla işlevini yitirmiş adımlar biriktirebilir.,Sık kullandığın bir listede artık gerçek risk azaltmayan bir adım olup olmadığını incele.,quality
2032-11-17,Bir Konuyu Başkasına Anlatır Gibi Özetle,Anlatmak bilgi boşluklarını hızlı biçimde görünür kılar.,Bugün öğrendiğin bir şeyi üç kısa cümleyle hiç bilmeyen birine anlatır gibi yaz.,learning
