date,locale,title,teaser,full_text,theme_tag
2035-08-01,tr,Ağustos Shard Sınırını Exact Doğrula,Aylık içerik yalnız kendi civil date aralığını kapsamalıdır.,Ağustos shardını derle ve yalnız 1 Ağustos ile 31 Ağustos 2035 arasındaki exact tarihlerin bulunduğunu doğrula.,content
2035-08-02,tr,UT1 Verisi Eksikse Sessiz Yaklaşım Yapma,Dünya dönüş parametresi yokluğu görünür doğrulama hatası üretmelidir.,IERS kaydı bulunmayan fixture çalıştır ve hesaplama katmanının kaynaksız tahmin yerine açık veri eksikliği döndürdüğünü doğrula.,astronomy
2035-08-03,tr,House Cusp Dizisini Saat Yönünde Kilitle,Ev başlangıçları normalize edilirken sıra bozulmamalıdır.,Bir natal fixture için on iki cusp değerini üret ve canonical sıra ile derece normalizasyonunun her çalıştırmada aynı olduğunu doğrula.,astrology
2035-08-04,tr,Loading State İçinde Eski Sonucu Gösterme,Yeni hesap sürerken önceki profile ait sonuç ekranda kalmamalıdır.,Profil değiştirip yeniden hesaplama başlat ve loading state boyunca eski chart değerlerinin görünmediğini doğrula.,ui
2035-08-05,tr,Restore Preview Sayımlarını Mutationdan Önce Üret,Merge veya replace seçilmeden önce etkilenecek kayıtlar bilinmelidir.,Backup paketini preview modunda aç ve insert update conflict sayılarının herhangi bir veri yazılmadan hesaplandığını doğrula.,backup
2035-08-06,tr,Rollback Sonrası Hash Zincirini Yeniden Kontrol Et,Hatalı restore geri alındığında veri bütünlüğü eski haline dönmelidir.,Restore sırasında hata enjekte et ve rollback sonrasında tablo hashleri ile manifest özetinin başlangıç stateiyle eşleştiğini doğrula.,backup
2035-08-07,tr,PDF Font Fallbackini Lisanslı Kaynakla Sınırla,Eksik glyph nedeniyle bilinmeyen sistem fontuna geçilmemelidir.,Türkçe ve astroloji sembolleri içeren rapor üret ve kullanılan tüm fontların manifestte lisans ile hash kaydı bulunduğunu doğrula.,pdf
2035-08-08,tr,TR EN Enum Kimliklerini Locale Dışında Tut,Gösterim dili domain değerlerinin persisted kimliğini değiştirmemelidir.,Aynı kaydı TR ve EN aç ve enum ile feature ID değerlerinin locale değişiminde birebir korunduğunu doğrula.,localization
2035-08-09,tr,Rewarded Unlock Tekrarını Süre Biriktirmeden Uygula,Arka arkaya reklam geçici erişimi sınırsız uzatmamalıdır.,Aktif unlock sırasında ikinci rewarded completion uygula ve sürenin sözleşmedeki cap politikasını aşmadığını doğrula.,entitlement
2035-08-10,tr,Backup İçindeki Path Traversalı Reddet,Arşiv entrysi uygulama sandboxı dışına dosya yazamamalıdır.,Nokta nokta slash içeren kötü niyetli zip entry oluştur ve extraction başlamadan güvenlik validatorının paketi reddettiğini doğrula.,security
2035-08-11,tr,UUID Çakışmasında Importu Deterministic Çöz,Aynı kimlikli iki kayıt sessiz overwrite üretmemelidir.,Mevcut profile ile aynı UUID taşıyan import fixture çalıştır ve merge politikasının stable conflict sonucu verdiğini doğrula.,data
2035-08-12,tr,Semantics Label İçinde Yalnız Görsel Metne Güvenme,İkon anlamı ekran okuyucuda açıkça söylenmelidir.,Etiketsiz görsel ikon fixtureını semantics testine ver ve açıklayıcı label olmadan accessibility kapısının geçmediğini doğrula.,accessibility
2035-08-13,tr,Dynamic Text Ölçeğinde Kartları Taşırma,Büyük yazı ayarı kritik eylemleri ekran dışına itmemelidir.,En yüksek desteklenen text scale ile temel ekranları render et ve butonların kırpılmadan erişilebilir kaldığını doğrula.,accessibility
2035-08-14,tr,Konum Sonucunda Stable Geo ID Sakla,Şehir adı tek başına persisted location kimliği olmamalıdır.,Aynı isimli iki şehirden birini seç ve kaydın label yerine stable provider kimliği ile koordinat tuttuğunu doğrula.,location
2035-08-15,tr,DST Fold İçinde İki Offseti Açık Ayır,Tekrarlanan yerel saat hangi instant olduğu bilinmeden kabul edilmemelidir.,Geri saat geçişindeki ambiguous time fixtureını ver ve iki geçerli offset seçeneğinin açık biçimde sunulduğunu doğrula.,timezone
2035-08-16,tr,Ephemeris Checksum Bozulduğunda Providerı Açma,Değiştirilmiş veri dosyası hesaplama kaynağı olarak kullanılmamalıdır.,Bundled ephemeris bytes üzerinde tek bit değiştir ve startup integrity kapısının provider initializationı engellediğini doğrula.,astronomy
2035-08-17,tr,Applying Separating Aspect Yönünü Kilitle,Aspect fazı hız işaretleri ters yorumlandığında değişmemelidir.,Bilinen iki gezegen fixtureında applying ve separating durumlarını hesapla ve relative motion goldenıyla eşleştiğini doğrula.,astrology
2035-08-18,tr,Master Number Kuralını Her Yolda Aynı Uygula,11 22 ve 33 indirgeme davranışı ekranlara göre farklılaşmamalıdır.,Aynı numeroloji fixtureını özet ve detay yollarında çalıştır ve master-number preservation sonucunun aynı olduğunu doğrula.,numerology
2035-08-19,tr,Five Elements Toplamını Normalize Et,BaZi element ağırlıkları gösterimde rastgele yuvarlama farkı üretmemelidir.,Bilinen pillar fixtureında element ağırlıklarını hesapla ve normalize toplam ile gösterilen yüzdelerin deterministic olduğunu doğrula.,bazi
2035-08-20,tr,Asset Provenance Kaydı Olmayan Dosyayı Release Etme,Görsel mevcut olsa bile kaynağı belirsiz asset doğrulanmış sayılmamalıdır.,Manifestten provenance alanı kaldırılmış bir asset fixtureı üret ve release validatorının eksik kanıt nedeniyle durduğunu doğrula.,assets
2035-08-21,tr,Airplane Modeda PRO Sahipliğini Persisted Kanıttan Çöz,Ağ yokluğu satın alınmış kalıcı erişimi yanlışlıkla kapatmamalıdır.,Önceden doğrulanmış lifetime ownership ile airplane mode aç ve offline entitlement kararının signed cache üzerinden doğru kaldığını doğrula.,offline
2035-08-22,tr,Database Integrity Hatasında Yazmayı Durdur,Bozuk local store üzerine yeni mutation uygulanmamalıdır.,Integrity check başarısız fixture ile uygulamayı başlat ve repair veya güvenli hata statei olmadan yazma işlemi yapılmadığını doğrula.,data
2035-08-23,tr,Büyük Katalog Aramasında Gecikme Bütçesini Ölç,Arama indeksi veri büyüdükçe kontrolsüz yavaşlamamalıdır.,Production ölçeğine yakın bundled katalogda tekrar eden sorguları çalıştır ve p95 süresinin tanımlı performans bütçesinde kaldığını doğrula.,performance
2035-08-24,tr,Loglarda Doğum Verisini Redact Et,Hata telemetrisi hassas profile alanlarını açık metin taşımamalıdır.,Doğum tarihi ve koordinat içeren hata fixtureı üret ve log çıktısında yalnız izin verilen redacted alanların kaldığını doğrula.,privacy
2035-08-25,tr,PDF Preview ile Final Bytes Bölümlerini Eşleştir,Önizlemede seçilen bölüm final rapordan kaybolmamalıdır.,Birden fazla section seçimi yap ve preview planı ile generated PDF section listelerinin stable ID bazında birebir aynı olduğunu doğrula.,pdf
2035-08-26,tr,CSV Importta BOM ve Encoding Politikasını Kilitle,Metin kodlaması platform varsayımına bırakılmamalıdır.,UTF 8 BOM bulunan ve bulunmayan iki canonical fixtureı import et ve aynı normalized kayıt setini ürettiğini doğrula.,data
2035-08-27,tr,Notification Permission Reddi İçin Güvenli State Göster,İzin verilmediğinde sonsuz tekrar isteyen akış oluşmamalıdır.,Notification iznini reddet ve ayarlar ekranının açıklayıcı disabled state ile tekrar deneme yolunu doğru sunduğunu doğrula.,notifications
