date,title,teaser,message,theme
2030-08-01,Sabahın Niyeti,Güne yön vermek için tek cümle yeter.,Bugün nasıl davranmak istediğini bir cümleyle belirle. Gün dağıldığında bu niyet küçük bir pusula gibi iş görebilir.,planning
2030-08-02,Sessiz Eşik,Her değişim gürültülü başlamaz.,İçinde olgunlaşan küçük bir kararı aceleyle ilan etme. Önce onun günlük davranışında nasıl yer bulduğunu gözlemle.,reflection
2030-08-03,Kendine Yer Aç,Programda senin için de alan olsun.,Başkasının ihtiyacına cevap vermeden önce kendi enerjini kontrol et. Verebileceğin kadarını bilmek ilişkileri daha dürüst kılar.,boundaries
2030-08-04,Bir Şeyi Hafiflet,Yükün tamamını aynı anda taşımak zorunda değilsin.,Bugün ağır gelen bir işi daha küçük parçalara böl. İlk parçayı bitirmek geri kalanını yönetilebilir hale getirebilir.,simplicity
2030-08-05,Duyduğunu Sınama,İlk bilgi son gerçek olmayabilir.,Önemli bir konuda tek kaynağa dayanmak yerine ikinci bir doğrulama ara. Dikkatli olmak kararsızlık değil özen göstergesidir.,discernment
2030-08-06,Yavaş Cevap,Her soruya anında yanıt gerekmez.,Bir karar için senden hız bekleniyorsa kısa bir düşünme payı iste. Birkaç dakika bile otomatik tepkiden daha bilinçli seçim yaratabilir.,patience
2030-08-07,Düzeltmek Mümkün,Küçük hata bütün günü tanımlamaz.,Yanlış yaptığın bir şeyi fark ettiğinde kendini suçlamak yerine düzeltme adımını seç. Sorumluluk geçmişi değil sonraki davranışı değiştirir.,resilience
2030-08-08,Temas Noktası,Yakınlık bazen ayrıntıda kurulur.,Bugün sevdiğin birinin söylediği küçük bir şeyi hatırla ve ona göre karşılık ver. Dikkat edilmek insanı görünür hissettirebilir.,connection
2030-08-09,Bedenin Sinyali,Zihin hızlanınca bedeni dinle.,Omuzlarını çeneni ve nefesini kısa süre kontrol et. Gerilimi fark etmek onu hemen çözmese de davranışını daha bilinçli seçmene yardım eder.,presence
2030-08-10,Temiz Bir Hayır,Hayır demek açıklama borcu değildir.,Uygun olmayan bir isteğe uzun savunmalar kurmadan saygılı bir hayır vermeyi dene. Kısa netlik sınırlarını koruyabilir.,boundaries
2030-08-11,Küçük Teşekkür,Değer verdiğini görünür kıl.,Bugün sana kolaylık sağlayan birine somut bir şey için teşekkür et. Genel övgüden çok görülen ayrıntı bağı güçlendirebilir.,gratitude
2030-08-12,Tekrarın Gücü,İstikrar heyecandan daha uzun yaşayabilir.,Yeni bir yöntem aramak yerine işe yarayan küçük alışkanlığını bugün de sürdür. Düzenli tekrar güvenilir ilerleme yaratır.,discipline
2030-08-13,Fikre Değil Soruna Bak,Sevdiğin çözüm her zaman en uygun çözüm değildir.,Bugün önce çözmek istediğin problemi yeniden tanımla. Sorun netleşince alıştığın yöntemden başka seçenekler de görünür olabilir.,clarity
2030-08-14,Kendi Alanın,Sessizlik de bir ihtiyaç olabilir.,Gün içinde kısa bir süreyi konuşma bildirim ve içerikten uzak geçir. Dış ses azaldığında hangi düşüncenin gerçekten sana ait olduğunu fark edebilirsin.,rest
2030-08-15,Denemeye İzin,Her girişim sonuç üretmek zorunda değil.,Merak ettiğin küçük bir şeyi yalnız öğrenmek için dene. Başarı baskısı azalınca yaratıcılığın daha rahat hareket edebilir.,creativity
2030-08-16,Bugünün Payı,Geleceğin tamamını bugün taşıma.,Uzun bir hedefte yalnız bugüne ait parçayı seç. Kontrol alanını küçültmek kaygıyı azaltıp eylemi belirginleştirebilir.,focus
2030-08-17,Nazik Düzeltme,Kendinle konuşma biçimin de önemlidir.,Bir hata sonrası kullandığın iç dili fark et. Aynı gerçeği küçümsemeden ama aşağılamadan ifade etmek değişimi daha sürdürülebilir kılar.,kindness
2030-08-18,Yeni Bilgiye Yer,Kesinlik ihtiyacı görüşünü daraltmasın.,Bugün savunduğun bir konuda hangi bilginin fikrini değiştirebileceğini düşün. Bu soru inancı zayıflatmaz; düşünceyi daha sağlam yapar.,openness
