date,title,teaser,message,theme
2031-12-01,Aralığa Açık Bir Bırakma Listesiyle Başla,Yıl sonu yalnız ekleme değil bazı yükleri bilinçli bırakma zamanı da olabilir.,Bu ay sürdürmeyeceğin iki küçük yükü yaz ve takviminden ya da rutininden çıkar.,öncelik
2031-12-02,Bir Kararın Geri Dönüş Yolunu Önceden Tanımla,Geri alınabilir seçimlerde çıkış koşulunu bilmek baskıyı azaltabilir.,Bugün önemli bir karar için hangi koşulda geri döneceğini ya da yön değiştireceğini önceden yaz.,karar
2031-12-03,Bir Dosyanın Son Geçerli Sürümünü İşaretle,Çok sayıda benzer kopya yanlış belgeyle çalışmaya yol açabilir.,Bugün aktif kullandığın bir dosyada geçerli sürümü açık ad ve tarih ile ayırt et.,düzen
2031-12-04,Bir Harcamayı Yıllık Değere Çevir,Küçük aylık tutarlar yıllık toplamda farklı görünebilir.,Bugün düzenli ödediğin bir hizmetin on iki aylık yaklaşık maliyetini hesapla ve değerini yeniden değerlendir.,finans
2031-12-05,Bir Konuşmada Cevap Vermeden Önce Boşluk Bırak,Kısa bir sessizlik düşünmeden verilen tepkiyi azaltabilir.,Bugün zor bir konuşmada yanıt vermeden önce birkaç saniye bekleyip ne söylemek istediğini netleştir.,iletişim
2031-12-06,Bir Hesabın Yedek Kodlarını Güvenli Yerde Tut,İkinci doğrulama yöntemi kaybolduğunda kurtarma seçenekleri önem kazanır.,Bugün önemli bir hesabın yedek erişim kodları varsa güncel ve güvenli bir yerde tutulduğunu kontrol et.,güvenlik
2031-12-07,Bir Pazar Gününü Sonuç Değil Yenilenme ile Ölç,Her gün üretim miktarıyla değerlendirilmek zorunda değildir.,Bugün günün değerini tamamlanan görevlerle değil dinlenme ve toparlanmaya ayırdığın alanla ölç.,denge
2031-12-08,Bir Görevin Bitiş Tanımını Yaz,Ne zaman tamamlandığı belli olmayan işler gereğinden fazla uzayabilir.,Bugün üzerinde çalıştığın bir iş için tamam sayılacağı somut koşulu tek cümleyle yaz.,üretkenlik
2031-12-09,Bir Bilginin Bağlamını Kaydet,Sayılar ve alıntılar kaynağından kopunca anlam değiştirebilir.,Bugün sakladığın önemli bir veri veya notun yanına kaynak tarih ve kısa bağlam bilgisini ekle.,doğruluk
2031-12-10,Bir İstekte Seçenek Sayısını Azalt,Fazla seçenek karar vermeyi kolaylaştırmak yerine zorlaştırabilir.,Bugün birinden seçim isterken gerçekten gerekli olan iki ya da üç seçenekle sınırla.,iletişim
2031-12-11,Bir Alışkanlığın Tetikleyicisini Görünür Yap,Davranışı başlatan işaret net olduğunda tekrar kolaylaşabilir.,Bugün sürdürmek istediğin bir alışkanlığı belirli bir saat yer ya da mevcut rutinle eşleştir.,alışkanlık
