date,locale,title,teaser,full_text,theme_tag
2034-10-01,tr,Kanıt Dosyasını Kaynağıyla Birlikte Kilitle,Bir sonuç kadar onu üreten kaynağın sürümü de önemlidir.,Bugün bir doğrulama dosyasında kaynak adı sürüm tarihi ve checksum bilgisini aynı kayıt altında tut.,evidence
2034-10-02,tr,Uçak Modunda İlk Açılışı Gerçekten Dene,Offline desteği yalnız açık ekranın çalışması değildir.,Uygulamayı tamamen kapat ağ bağlantısını kes ve cold start sırasında gerekli yerel durumun eksiksiz açıldığını doğrula.,offline
2034-10-03,tr,Doğum Saati Bilinmiyor Yolunu Ayrı Test Et,Eksik saat bilgisi hesaplamayı sessizce uydurma değere itmemelidir.,Saat bilinmiyor seçeneğiyle profil oluştur ve yalnız izin verilen hesapların çalıştığını doğrula.,astrology
2034-10-04,tr,PDF İçindekiler Sayfa Numarasını Yeniden Hesapla,Uzun raporlarda bölüm kaymaları içindekiler listesini bozabilir.,50 sayfayı aşan bir rapor üret ve içindekilerdeki her sayfa numarasını gerçek bölüm başlangıcıyla karşılaştır.,pdf
2034-10-05,tr,Restore Öncesi Şema Sürümünü Görünür Kıl,Eski bir yedeğin nasıl dönüştürüleceği kullanıcıdan saklanmamalıdır.,Restore önizlemesinde kaynak şema sürümünü hedef sürümü ve uygulanacak migration adımlarını açıkça göster.,backup
2034-10-06,tr,Saat Dilimi Değişikliğinde Aynı Anı Koru,Yerel saat etiketi değişse de kaydedilmiş astronomik an bozulmamalıdır.,Bir profili başka timezone ile görüntüle ve persisted UTC instant değerinin değişmediğini doğrula.,timezone
2034-10-07,tr,Ekran Okuyucuda Buton Durumunu Söyle,Yalnız buton adını okumak seçili veya kilitli durum bilgisini eksik bırakır.,Bir toggle ve PRO kilitli aksiyonda erişilebilir isim rol ve state bilgisini birlikte doğrula.,accessibility
2034-10-08,tr,Free Kullanıcıda Derin Link Korumasını Dene,Gizli bir ekran doğrudan rota ile açılabiliyorsa UI kilidi yeterli değildir.,PRO-only route için doğrudan deep link çağır ve Free profilde korumalı içeriğin üretilmediğini doğrula.,entitlement
2034-10-09,tr,Şehir Aramasında Aynı İsimleri Ayır,Aynı adlı şehirlerin tek satırda birleşmesi yanlış koordinat seçimine yol açabilir.,Aynı isimli iki şehir fixture'ı ile ülke bölge ve koordinat ayırt edicilerinin görünür kaldığını doğrula.,location
2034-10-10,tr,Loglarda Profil Adını da Maskele,Kişisel veri yalnız doğum tarihi ve koordinattan ibaret değildir.,Sentetik bir hata üret ve profil adı notlar ve danışan etiketlerinin diagnostic loglarda açık metin olmadığını doğrula.,privacy
2034-10-11,tr,Resume Sonrası Açık Diyaloğu Yeniden Yetkilendir,Arka planda entitlement değişirse açık modal eski yetkiyle devam etmemelidir.,PRO modalı açıkken entitlement değiştir sonra resume et ve aksiyonun yeni yetkiye göre yeniden değerlendirildiğini doğrula.,lifecycle
2034-10-12,tr,CSV Export Sütun Sırasını Sözleşmeye Bağla,Aynı verinin rastgele sütun sırası dış entegrasyonları kırabilir.,Bir export fixture'ında header sırasını canonical sözleşmeyle byte seviyesinde karşılaştır.,data
2034-10-13,tr,Negatif Sıfır Çıktısını Normalize Et,-0.00 gibi çıktılar teknik olarak mümkün olsa da kullanıcı raporunda hatalı görünür.,Sınır değerli bir hesapta negatif sıfır üreten girdiyi çalıştır ve gösterim katmanında canonical sıfıra dönüştüğünü doğrula.,calculation
2034-10-14,tr,TR ve EN Placeholder Setini Eşitle,Metinler bağımsız yazılsa da dinamik alan anahtarları aynı sözleşmeyi izlemelidir.,Aynı içerik anahtarının iki locale sürümünde placeholder isimlerini ve zorunlu parametreleri set olarak karşılaştır.,localization
2034-10-15,tr,Asset Manifestinde Boyut Sapmasını Yakala,Doğru dosya adı tek başına doğru asset anlamına gelmez.,Paketlenen bir görselin byte boyutu ve hash değerini manifestteki beklenen değerlerle birlikte doğrula.,assets
2034-10-16,tr,Yeni İçerikte Locale Kolonunu Zorunlu Tut,Dosya klasörü locale bilgisinin yerini almamalıdır.,Canonical batch parser'a locale alanı eksik satır ver ve güvenli biçimde reddedildiğini doğrula.,content
2034-10-17,tr,PIN Kilidinde Saat Geri Alma Saldırısını Dene,Cihaz saatini geriye almak bekleme süresini sıfırlamamalıdır.,Başarısız PIN denemeleri sonrası duvar saatini geri al ve rate-limit süresinin monotonic kaynağa göre korunduğunu doğrula.,security
