date,title,teaser,message,theme
2030-10-01,İlk Şeyi Seç,Başlangıç için bütün listeye ihtiyacın yok.,Bugün yapılacaklar arasında yalnızca ilk hareketi seç. Başlangıcın net olması geri kalan adımların sırasını daha görünür hale getirebilir.,focus
2030-10-02,Sözü Kısalt,Az kelime bazen daha çok açıklık sağlar.,Bir konuda kendini tekrar ederken yakalarsan ana fikrini tek cümlede söylemeyi dene. Kısa ve açık ifade yanlış anlaşılmayı azaltabilir.,communication
2030-10-03,Bedeni Dinle,Zihin hızlandığında beden erken sinyal verebilir.,Günün içinde omuzlarını nefesini ve çeneni birkaç kez kontrol et. Küçük bedensel işaretleri erken fark etmek temponu düzenlemene yardım edebilir.,awareness
2030-10-04,Küçük Bir Onarım,İhmal edilen küçük şeyler yük biriktirebilir.,Uzun süredir ertelediğin ufak bir tamir düzenleme ya da bakım işini bugün tamamla. Küçük bakım gelecekteki daha büyük uğraşı önleyebilir.,care
2030-10-05,Kararı Yaz,Zihinde dönen seçenekler kağıtta sadeleşebilir.,Vermek istediğin bir karar için en fazla üç seçeneği yaz ve her biri için tek artı tek eksi belirt. Görünür karşılaştırma belirsizliği azaltabilir.,clarity
2030-10-06,Bir Sessizlik Arası,Cevap vermeden önce boşluk bırakabilirsin.,Seni geren bir konuşmada hemen yanıt vermek yerine birkaç nefeslik ara ver. Kısa sessizlik düşünceni toparlamana ve gereksiz sertliği azaltmana yardım edebilir.,patience
2030-10-07,Günü Parçalara Ayır,Uzun gün tek parça olmak zorunda değil.,Bugünü sabah öğle ve akşam gibi üç basit bölüme ayır. Her bölüm için tek öncelik seçmek zihinsel yükü azaltabilir.,planning
2030-10-08,Kendi Payını Gör,Sorumluluk suçlulukla aynı şey değildir.,Zor bir durumda yalnızca kontrol edebildiğin kısmı belirle. Kendi payını görmek başkasının yükünü üstlenmeden hareket etmene yardımcı olabilir.,responsibility
2030-10-09,Bir Şeyi Erteleme,Her gecikme sorun değildir.,Bugün önemsiz ama acil görünen bir işi bilinçli olarak sonraya bırak ve önemli olan için alan aç. Seçici erteleme odağı koruyabilir.,focus
2030-10-10,Geri Bildirim İste,Kendini dışarıdan görmek yeni veri sağlayabilir.,Güvendiğin birinden belirli bir davranışınla ilgili kısa ve somut geri bildirim iste. Savunmaya geçmeden dinlemek gelişim için kullanılabilir bilgi verebilir.,learning
2030-10-11,Daha Yavaş Tüket,Hızlı tüketim doyum bırakmayabilir.,Bugün yediğin okuduğun ya da izlediğin bir şeyi daha yavaş tüket. Hızı azaltmak ne aldığını ve neye gerçekten ihtiyaç duyduğunu fark ettirebilir.,presence
2030-10-12,Net Bir Hayır,Hayır demek ilişkiyi reddetmek değildir.,Kapasiteni aşan küçük bir isteğe açıklama uzatmadan nazikçe hayır demeyi dene. Sınır koymak enerjini gerçekten seçtiğin şeylere ayırabilir.,boundaries
2030-10-13,İkinci Seçeneği Gör,İlk çözüm tek çözüm olmayabilir.,Bir sorun için aklına gelen ilk çözümün yanına ikinci bir seçenek daha yaz. Alternatif üretmek sıkışmışlık hissini azaltabilir.,adaptation
2030-10-14,Bir Şeyi Tam Anlat,Eksik bilgi gereksiz tahmin üretir.,Önemli bir konuda karşı tarafa gerekli bağlamı verdiğinden emin ol. Açık bilgi vermek insanların boşlukları varsayımla doldurmasını azaltabilir.,communication
2030-10-15,Gün Ortası Kontrolü,Sabah planı gün içinde güncellenebilir.,Öğle saatlerinde günün planına yeniden bak. Hâlâ önemli olmayan bir işi çıkar veya süreyi değiştir. Planı güncellemek başarısızlık değil gerçekliğe uyumdur.,adaptation
2030-10-16,İyi Bir Şeyi Uzat,Olumlu anlar da bilinçli dikkat ister.,Bugün hoşuna giden küçük bir an olduğunda hemen sonraki işe geçme. Birkaç saniye daha orada kalmak deneyimin zihninde daha belirgin yer etmesine yardım edebilir.,gratitude
2030-10-17,Kaynağı Kontrol Et,Duyduğun her bilgi kararına girmemeli.,Bugün önemli bir bilgiyle karşılaştığında kaynağını ve güncelliğini kontrol et. Doğrulamadan hareket etmemek gereksiz hata riskini azaltabilir.,discernment
2030-10-18,Boşluk Bırak,Her dakikayı doldurmak zorunda değilsin.,Programında küçük bir boş zaman bırak ve onu hemen yeni işle doldurma. Plansız birkaç dakika zihinsel toparlanma sağlayabilir.,rest
2030-10-19,İsmini Koy,Belirsiz rahatsızlık adlandırılınca değişebilir.,Bugün seni zorlayan duyguyu mümkün olduğunca sade bir kelimeyle tanımla. Duygunun adını bilmek onunla nasıl ilgileneceğini seçmeyi kolaylaştırabilir.,reflection
2030-10-20,Bir Adımı Paylaş,Hedef görünür olduğunda destek kolaylaşır.,Üzerinde çalıştığın bir hedefin yalnızca sıradaki adımını güvendiğin biriyle paylaş. Küçük bir açıklık sorumluluk hissini destekleyebilir.,support
