"date","locale","title","teaser","full_text","theme_tag"
"2029-05-01","tr","Mayıs'a Açık İşleri Ayırarak Başla","Yeni aya geçerken her yarım işi otomatik taşımak yükü gereksiz büyütebilir.","Bugün Nisan'dan kalan işleri üç gruba ayır: bitirilecek, ertelenecek ve bırakılacak. Mayıs planına yalnız gerçekten yer ayırdıklarını taşı.","monthly_planning"
"2029-05-02","tr","Bir Kararda Ters Kanıt Ara","Yalnız kendi fikrini destekleyen bilgiye bakmak hatayı görünmez kılabilir.","Bugün önemli bir karar için seni fikrinden vazgeçirebilecek kanıtın ne olacağını yaz. Sonra o kanıtı gerçekten aramadan kararını kesinleştirme.","decision_making"
"2029-05-03","tr","Tekrarlanan Sorunun İlk Kırıldığı Yeri Bul","Aynı belirtiyi tekrar tekrar düzeltmek kök nedeni saklayabilir.","Bugün tekrarlanan küçük bir sorunda son hataya değil, ondan önceki adımlara bak. Sürecin ilk nerede beklenenden saptığını belirlemeye çalış.","systems"
"2029-05-04","tr","Bir Soruyu Daraltarak Sor","Çok geniş sorular çoğu zaman kullanılması zor cevaplar üretir.","Bugün bilgi istediğin bir konuşmada soruyu tek konu, tarih veya karar etrafında daralt. Daha net sorunun cevabı nasıl değiştirdiğini gözle.","communication"
"2029-05-05","tr","Bir Harcamaya Bekleme Süresi Koy","Anlık istek ile gerçek ihtiyaç arasındaki fark biraz zamanla daha görünür olabilir.","Bugün zorunlu olmayan bir harcamayı hemen yapmak yerine kısa bir bekleme süresi belirle. Süre sonunda ihtiyacın ve bütçe etkisinin hâlâ aynı olup olmadığına bak.","finance"
"2029-05-06","tr","İyi Alışkanlığın Başlangıcını Kolaylaştır","Başlamak için gereken sürtünme küçüldüğünde düzenli davranış daha ulaşılabilir olabilir.","Bugün sürdürmek istediğin bir alışkanlığın ilk adımını önceden hazırla. Gerekli malzemeyi görünür yere koy veya başlangıç kararını azalt.","habits"
"2029-05-07","tr","Bir İddiayı Tarihiyle Kaydet","Doğru bilgi bile bağlam ve zaman değiştiğinde eskiyebilir.","Bugün sakladığın önemli bir bilgiye kaynağın tarihini de ekle. İleride kullanırken verinin hâlâ güncel olup olmadığını yeniden kontrol etmeyi kolaylaştır.","evidence"
"2029-05-08","tr","Ortak İşte Nihai Sorumluyu Belirle","Herkesin sorumlu olduğu işler bazen fiilen sahipsiz kalır.","Bugün ortak yürütülen bir işte sonucun kim tarafından takip edileceğini açıkça belirle. Destek verenlerle nihai sorumluyu birbirine karıştırma.","collaboration"
"2029-05-09","tr","Önceliği Takvimde Gerçek Yere Koy","Listede birinci olan iş takvimde yer bulamıyorsa pratikte öncelik olmayabilir.","Bugün en önemli işin için gerçek bir zaman bloğu ayır. Süresini abartmadan başlayabileceğin kadar somut bir pencere seç.","prioritization"
"2029-05-10","tr","Dosya Adını Gelecekte Aranabilir Yaz","Belirsiz dosya adları zamanla küçük bir arama borcuna dönüşür.","Bugün önemli bir dosyanın adına konu, tarih veya sürüm bilgisi ekle. Gelecekte anlamını kaybedecek 'son_final2' türü adlardan kaçın.","organization"
"2029-05-11","tr","Bir Yakının Sınırını Tahmin Etme","İyi niyet karşı tarafın sınırını otomatik olarak bildiğin anlamına gelmez.","Bugün yakın olduğun biriyle ilgili bir konuda varsayım yapmak yerine neyin uygun olduğunu açıkça sor. Cevabı kendi beklentine göre yeniden yorumlama.","relationships"
"2029-05-12","tr","Planın En Kırılgan Bağımlılığını Bul","Bir plan çoğu zaman en zayıf dış koşulu kadar dayanıklıdır.","Bugün önemli bir planın gerçekleşmesi için mutlaka olması gereken tek dış koşulu belirle. Gecikirse veya gerçekleşmezse kullanacağın alternatif yolu yaz.","planning"
"2029-05-13","tr","Bir Çalışma Bloğunda Kesintileri Say","Dağınıklık hissi soyut kaldığında neyin düzeltilmesi gerektiği belirsizleşebilir.","Bugün belirli bir çalışma bloğunda kaç kez istemeden bölündüğünü say. Gün sonunda en sık kesinti kaynağına tek bir önlem seç.","focus"
"2029-05-14","tr","Bedensel Sinyali Performans Yarışına Çevirme","Dinlenme ihtiyacını görmezden gelmek kısa vadeli hız uğruna toparlanmayı zorlaştırabilir.","Bugün belirgin yorgunluk, ağrı veya tükenme hissediyorsan tempoyu otomatik artırmak yerine dinlenme ve gerekirse profesyonel değerlendirme ihtiyacını ciddiye al.","wellbeing"
"2029-05-15","tr","Ay Ortasında Bıraktığın Şeyi de Kaydet","Neyi yapmadığını bilmek yaptıkların kadar plan kalitesini gösterebilir.","Bugün Mayıs planından bilinçli olarak çıkardığın bir işi not et ve nedenini yaz. Bu kararın gerçekten alan açıp açmadığını ay sonunda yeniden değerlendir.","reflection"
"2029-05-16","tr","Bir Beceriyi Tekrar Sayısıyla İzle","İlk sonuçlar değişken olabilir; odaklı tekrar ilerlemeyi daha görünür kılar.","Bugün geliştirdiğin bir beceride yalnız sonucu değil, yaptığın odaklı tekrar sayısını da kaydet. Bir sonraki küçük uygulamayı belirle.","learning"
"2029-05-17","tr","Bir Hayırın Yanına Net Alternatif Koy","Sınır koymak her zaman iletişimi tamamen kapatmayı gerektirmez.","Bugün kabul edemeyeceğin bir talep varsa belirsiz oyalama yerine kısa bir ret ver. Uygunsa gerçekçi başka bir zaman veya daha dar kapsam öner.","boundaries"
"2029-05-18","tr","Bir Grafiğin Eksenini Kontrol Et","Aynı veri farklı ölçeklerle çok daha dramatik veya önemsiz görünebilir.","Bugün kararında kullandığın bir grafikte eksen başlangıcını, aralığını ve birimini kontrol et. Görsel etkinin gerçek sayısal farktan büyük olup olmadığını sorgula.","measurement"
"2029-05-19","tr","Teslimin Kabul Ölçütünü Önceden Yaz","'Bitti' kelimesi taraflar için farklı anlamlara gelebilir.","Bugün teslim edeceğin bir iş için tamamlanmış sayılmasını sağlayan iki veya üç somut ölçüt yaz. Son kontrolde bu ölçütleri kullan.","reliability"
"2029-05-20","tr","Yedeğin Geri Açılabildiğini Doğrula","Bir yedek dosyasının varlığı geri yüklenebildiğini tek başına kanıtlamaz.","Bugün önemli bir dijital yedeğin yalnız oluştuğunu değil, mümkünse güvenli bir örnek üzerinde okunabildiğini veya geri yükleme adımlarının geçerli olduğunu doğrula.","resilience"
"2029-05-21","tr","Eleştiriyi Kişilikten Davranışa Çevir","Genel etiketler çözüm üretmek yerine savunmayı artırabilir.","Bugün bir sorunu konuşurken kişilik etiketi yerine gözlenebilir davranışı ve etkisini tarif et. Değişmesini istediğin noktayı somut tut.","relationships"
"2029-05-22","tr","Bildirimleri Toplu Kontrol Etmeyi Dene","Sürekli küçük kontrol döngüleri derin çalışmayı parçalayabilir.","Bugün acil olmayan mesaj ve bildirimleri kontrol etmek için bir veya iki belirli zaman seç. Aradaki sürede gereksiz uygulama açma alışkanlığını fark et.","focus"
"2029-05-23","tr","Bir Projeyi Sonuç Cümlesiyle Tanımla","Amaç net değilse yapılacaklar listesi büyürken sonuç bulanıklaşabilir.","Bugün yürüttüğün bir proje için 'bu proje bittiğinde ne değişmiş olacak?' sorusuna tek cümle cevap yaz. Sonraki işleri bu cümleye göre ele.","execution"
"2029-05-24","tr","Kararın Geri Dönüş Maliyetini Sor","Bazı kararlar kolayca değiştirilebilir, bazıları ise yüksek geri dönüş maliyeti taşır.","Bugün iki seçenek arasında kalırsan hangisinin daha kolay geri alınabildiğini yaz. Belirsizlik yüksekse geri dönüşü kolay seçeneğin değerini hesaba kat.","decision_making"
"2029-05-25","tr","Kritik Bir Bilgiyi İkinci Yerde Sakla","Tek kopya teknik arıza veya erişim kaybında kırılgan olabilir.","Bugün kaybı ciddi sorun yaratacak bir belge veya verinin güncel ikinci kopyasının bulunduğunu doğrula. Kopyanın aynı cihazda olmasının riskini ayrıca düşün.","resilience"
"2029-05-26","tr","Gelirin Beklenen ve Kullanılabilir Tarihini Ayır","Beklenen para ile hesaba geçen para aynı anda kullanılabilir olmayabilir.","Bugün bütçendeki bir gelir için tahmini geliş tarihi ile gerçekten kullanılabilir olacağı tarihi ayrı yaz. Ödemeleri yalnız iyimser tarihe bağlama.","finance"
"2029-05-27","tr","İstenmeyen Alışkanlığa Gecikme Ekle","Davranışı tamamen yasaklamak yerine otomatik tepkiyi yavaşlatmak daha uygulanabilir olabilir.","Bugün azaltmak istediğin bir davranış için beş veya on dakikalık gecikme kuralı dene. Bu arada tetikleyicinin hâlâ güçlü olup olmadığını gözle.","habits"
"2029-05-28","tr","Bir Öğrenme Notuna Gerçek Örnek Ekle","Soyut kural tek başına hatırlanırken uygulama bağlamı kaybolabilir.","Bugün öğrendiğin bir kavramın yanına kendi hayatından veya işinden kısa bir doğru örnek ekle. Kavramı ne zaman kullanacağını görünür yap.","learning"
"2029-05-29","tr","Açık Döngüleri Say ve Durum Ver","Tamamlanmamış küçük işler zihinsel alanı fark edilmeden işgal edebilir.","Bugün açık kalan iş, beklenen cevap ve yarım kararları say. Hepsini bitirmeye çalışma; her biri için sıradaki durumu belirle.","closure"
