date,title,teaser,message,theme
2030-12-01,Ayın Ritmini Sen Seç,Takvim dolmadan temponu belirlemek mümkündür.,Aralık için sürdürebileceğin bir çalışma ve dinlenme ritmi seç. Başta belirlenen makul tempo sonradan oluşan aceleyi azaltabilir.,planlama
2030-12-02,Bir Sabiti Koru,Yoğun dönemlerde küçük düzenler denge sağlayabilir.,Sana iyi gelen basit bir rutini bugün özellikle koru. Değişen günlerin içinde tek bir sabit bile toparlanmanı kolaylaştırabilir.,istikrar
2030-12-03,Gizli Maliyeti Gör,Kolay görünen seçenek her zaman ucuz değildir.,Hızlı bir karar vermeden önce bunun zamanına enerjine ya da dikkatine daha sonra neye mal olabileceğini düşün. Toplam maliyeti görmek seçimi netleştirebilir.,ayırtetme
2030-12-04,Küçük Bir Alanı Boşalt,Düzen bütün evi değiştirmek zorunda değildir.,Bugün yalnızca bir çekmece raf ya da masa köşesini düzenle. Sınırlı bir alanı toparlamak zihninde de küçük bir ferahlık yaratabilir.,bakım
2030-12-05,Önce Taslağı Çıkar,İlk deneme mükemmel olmak zorunda değildir.,Aklındaki işi doğrudan kusursuz yapmaya çalışmak yerine kaba bir taslak oluştur. Görünür bir başlangıç geliştirmeyi kolaylaştırabilir.,yaratıcılık
2030-12-06,Plana Pay Bırak,Her dakikayı doldurmak düzenli olmak değildir.,Bugünkü programında beklenmeyen gecikmeler için küçük bir boşluk bırak. Esnek alan günün tamamının bozulmasını önleyebilir.,planlama
2030-12-07,Tahmin Etmeden Sor,Belirsizliği varsayımla doldurmak yanlış anlaşılma yaratabilir.,Birinin niyetinden emin değilsen kısa ve açık bir soru sor. Doğrudan bilgi kendi yorumundan daha güvenli olabilir.,iletişim
2030-12-08,Bugünden Bir Yük Çıkar,Her iş bugün bitmek zorunda değildir.,Düşük öncelikli bir görevi bilinçli olarak başka güne taşı. Ertelemeyi karar haline getirmek zihinsel baskıyı azaltabilir.,sınırlar
2030-12-09,Kanıta Geri Dön,Yoğun duygu ihtimali gerçek gibi gösterebilir.,Bir konuda kötü bir sonuç bekliyorsan şu an elinde hangi somut kanıtların olduğunu kontrol et. Gerçek ve tahmini ayırmak düşünceni dengeleyebilir.,farkındalık
2030-12-10,Yarını Biraz Hazırla,İyi başlangıç bazen bir önceki günden kurulur.,Yarın kullanacağın tek bir şeyi bugün hazır bırak. Küçük bir hazırlık sabahki ilk adımı daha kolay hale getirebilir.,alışkanlık
2030-12-11,Sessiz Bir Saat Aç,Sürekli uyaran dikkatini parçalara bölebilir.,Bugün bir saat boyunca gereksiz bildirimleri ve arka plan gürültüsünü azalt. Daha az uyaran neye odaklanman gerektiğini görmeni kolaylaştırabilir.,odak
2030-12-12,Yeterli Olanı Tanımla,Bitiş çizgisi görünmezse iş büyümeye devam eder.,Bir göreve devam etmeden önce hangi noktada yeterince tamamlanmış sayacağını belirle. Net bir sınır mükemmeliyetçiliği azaltabilir.,denge
2030-12-13,Teşekkürü Somutlaştır,Genel teşekkür yerine belirli davranışı görmek daha güçlü olabilir.,Bugün birine sana nasıl yardımcı olduğunu açıkça söyle. Somut bir teşekkür desteğin görünür ve hatırlanır olmasını sağlayabilir.,şükran
2030-12-14,Zamanı Değil Enerjiyi de Hesapla,Boş saat her zaman hazır kapasite anlamına gelmez.,Yeni bir işe evet demeden önce yalnız takvimine değil ne kadar dikkat ve enerji isteyeceğine de bak. Böyle plan yapmak daha gerçekçi olabilir.,özbakım
2030-12-15,Bir Kararı Kapat,Sürekli yeniden düşünmek de enerji harcar.,Yeterli bilgiye sahip olduğun küçük bir konuda bugün kararını ver ve tekrar açma. Kapanmış bir karar başka işlere alan bırakabilir.,karar
2030-12-16,Önce Onarımı Düşün,Hata olduğunda suçlu aramak çözümü geciktirebilir.,Bir sorun çıktığında önce neyin düzeltilmesi gerektiğini belirle. Sorumluluğu somut bir adıma çevirmek daha yapıcı olabilir.,sorumluluk
2030-12-17,Konuşmayı Bugünde Tut,Eski tartışmalar yeni konuyu ağırlaştırabilir.,Bugünkü bir anlaşmazlıkta yalnız şu an çözülebilecek noktaya odaklan. Geçmişteki her şeyi aynı anda masaya getirmemek çözümü kolaylaştırabilir.,iletişim
2030-12-18,Hafızadan Sisteme Taşı,Zihnin her küçük işi hatırlamak zorunda değildir.,Tekrarlayan bir görevi takvime ya da not sistemine aktar. Dışarıya kaydedilen yük zihninde daha fazla boşluk bırakabilir.,organizasyon
2030-12-19,Tek Sürtünmeyi Azalt,Günlük küçük zorluklar zamanla büyük enerji tüketebilir.,Her gün seni yavaşlatan küçük bir ayrıntı seç ve düzenini değiştir. Basit bir iyileştirme tekrar eden çabayı azaltabilir.,gelişim
2030-12-20,Dinlenirken Gerçekten Dur,Yarım dinlenme zihni işte tutabilir.,Bugünkü molalardan birinde yaptığın işi kontrol etmeyi tamamen bırak. Kısa ama net bir dinlenme dağınık bir saatten daha faydalı olabilir.,dinlenme
2030-12-21,Paylaşımı Netleştir,Ortak işlerde belirsizlik sessiz gerilim yaratabilir.,Bir sorumluluğu paylaştığın kişiyle kimin neyi ne zamana kadar yapacağını kısa biçimde doğrula. Netlik sonradan oluşan yanlış beklentileri azaltabilir.,netlik
2030-12-22,Geleneği Hafiflet,Anlam taşıyan şey aynı biçimde tekrarlanmak zorunda değildir.,Seni yoran bir alışkanlık ya da geleneği bu kez daha sade hale getirmenin mümkün olup olmadığını düşün. Seçim anlamı koruyabilir.,özgürlük
2030-12-23,Performans Yerine Varlık,Güzel bir an kusursuz görünmek zorunda değildir.,Bugün önemli bir buluşmada doğru şeyi yapmaya çalışmaktan çok gerçekten dinlemeye odaklan. Basit bir dikkat çoğu zaman yeterlidir.,andaolmak
2030-12-24,Bir İşi Bilerek Yarım Bırak,Dinlenmek için her şeyi tamamlaman gerekmez.,Önemsiz bir görevin bu akşam bitmeden kalmasına izin ver. Sınır koymak bazen yapılacaklar listesini kapatabilmektir.,dinlenme
