"date","locale","title","teaser","full_text","theme_tag"
"2029-09-01","tr","Eylül'e Net Bir Başlangıç Yap","Yeni ayın ilk günü eski yükleri otomatik olarak çözmez.","Bugün Eylül için bir ana hedef, bir koruyacağın sınır ve bir bırakacağın yük yaz. Ayın yönünü bu üç cümleyle netleştir.","monthly_planning"
"2029-09-02","tr","Bir İşin Başarı Ölçütünü Baştan Yaz","Başarı tanımı belirsizse tamamlanan iş bile yetersiz hissedilebilir.","Bugün başlayacağın bir iş için tamamlanmış sayılacağı tek somut ölçütü yaz. İş ilerledikçe bu ölçüte göre karar ver.","measurement"
"2029-09-03","tr","Yanıt Vermeden Önce Talebi Tekrarla","Hızlı cevap vermek bazen sorulan şeyi yanlış anlamayı gizler.","Bugün önemli bir isteğe yanıt vermeden önce talebi kendi cümlenle kısa biçimde tekrar et. Karşı tarafın aynı şeyi kastettiğini doğrula.","communication"
"2029-09-04","tr","Bir Varsayımı Teste Çevir","Doğru olduğuna inandığın bir fikir ölçülmeden yalnız tahmin olarak kalabilir.","Bugün önemli bir varsayımı küçük ve geri döndürülebilir bir teste dönüştür. Sonucu neyin doğrulayacağını önceden belirle.","evidence"
"2029-09-05","tr","Gün İçinde Tek Bir Kesintisiz Blok Koru","Sürekli bölünen çalışma uzun süre harcandığı halde az ilerleme üretebilir.","Bugün en az bir çalışma bloğunu bildirim, mesaj ve küçük taleplerden koru. Bloğun sonunda gerçekten ne ilerlediğini not et.","focus"
"2029-09-06","tr","Bir Harcamayı Kullanım Sıklığıyla Karşılaştır","Bir şeyin ucuz ya da pahalı olması tek başına değerini göstermez.","Bugün düzenli ödediğin bir ürün veya hizmeti son 30 gündeki gerçek kullanım sıklığıyla karşılaştır. Devam kararını alışkanlıkla değil bu veriyle ver.","finance"
"2029-09-07","tr","Haftayı Kapanmamış İşlerle Değil Sonuçlarla İncele","Açık iş listesi tek başına haftanın verimini anlatmaz.","Bugün haftada gerçekten tamamlanan üç sonucu yaz. Sonra açık kalan işlerden hangilerinin hâlâ önemli olduğunu yeniden seç.","reflection"
"2029-09-08","tr","Bir Görevin İlk İki Dakikasını Tanımla","Büyük bir işin başlangıcı belirsiz olduğunda erteleme kolaylaşır.","Bugün bekleyen bir görev için yalnız ilk iki dakikada yapılacak eylemi tanımla. Hazırlığı değil gerçek ilk hareketi seç.","execution"
"2029-09-09","tr","Bir Kaynağın Asıl Belgesini Bul","İkincil anlatımlar önemli ayrıntıları eksiltebilir veya değiştirebilir.","Bugün kararında kullandığın önemli bir bilgi için mümkünse orijinal belgeyi, resmi duyuruyu veya birincil kaynağı bul ve iddiayı oradan kontrol et.","evidence"
"2029-09-10","tr","Bir Konuşmada Çözümden Önce Sorunu Netleştir","Erken çözüm önermek gerçek ihtiyacı kaçırabilir.","Bugün bir konuşmada önce neyin sorun olduğunu, kimin etkilendiğini ve hangi sonucun istendiğini netleştir. Çözümü bundan sonra konuş.","relationships"
"2029-09-11","tr","Bir Rutinin Başlama Saatini Sabitle","Belirsiz zamanlı işler her gün yeniden karar gerektirir.","Bugün tekrar eden bir rutin için makul bir başlama saati seç. Bir hafta boyunca aynı saati deneyip sürdürülebilirliğini izle.","habits"
"2029-09-12","tr","Bir Kararın Tersine Dönme Koşulunu Yaz","İyi kararlar yeni bilgi geldiğinde değişebilmelidir.","Bugün verdiğin önemli bir karar için hangi yeni bilginin seni fikrini değiştirmeye yönelteceğini yaz. Kararı kimliğinin parçası haline getirme.","decision_making"
"2029-09-13","tr","Bir Sistemde Tek Hata Noktasını Ara","Bir parçanın bozulması tüm süreci durduruyorsa risk görünenden büyüktür.","Bugün önemli bir süreçte tek bir kişinin, cihazın veya dosyanın yokluğunda ne olacağını kontrol et. Gerekirse yedek yol tanımla.","resilience"
"2029-09-14","tr","Bir Dinlenme Planını Takvime Yaz","Dinlenmeyi yalnız boşluk kalırsa yapmak çoğu zaman hiç dinlenmemeye dönüşür.","Bugün önümüzdeki hafta için gerçek bir dinlenme aralığını takvime yerleştir. Başka işlerin bu alanı sessizce doldurmasına izin verme.","wellbeing"
"2029-09-15","tr","Ay Ortasında Tek Bir Şeyi Bırak","İlerleme yalnız yeni şey eklemekle değil gereksiz yükü azaltmakla da oluşur.","Bugün Eylül'ün ikinci yarısına taşımayacağın bir görev, alışkanlık veya beklenti seç. Neden bıraktığını kısa bir notla kaydet.","monthly_review"
"2029-09-16","tr","Bir İşi Başkasının Devralabileceği Hale Getir","Yalnız senin bildiğin süreçler büyüdükçe kırılganlaşır.","Bugün tekrar ettiğin bir işin en kritik adımlarını başka birinin takip edebileceği kadar açık yaz. Eksik noktaları bu gözle fark et.","documentation"
"2029-09-17","tr","Bir Ölçümde Başlangıç Değerini Kaydet","Değişimi bilmek için önce nereden başladığını bilmek gerekir.","Bugün geliştirmek istediğin bir alan için mevcut değeri kaydet. İleride sonucu hatırlamaya değil bu başlangıç verisine göre karşılaştır.","measurement"
"2029-09-18","tr","Bir Görüşmenin Sonraki Adımını Yazılı Bırak","İyi geçen görüşmeler bile sonraki adım belirsizse sonuçsuz kalabilir.","Bugün önemli bir konuşmanın sonunda sıradaki eylemi, sorumluyu ve tarihi tek cümleyle yazılı hale getir.","collaboration"
"2029-09-19","tr","Bir Sorunu Yeniden Üretmeden Düzeltmeye Çalışma","Tek seferlik bir belirti yanlış çözümü doğru gibi gösterebilir.","Bugün teknik veya süreçsel bir sorunda önce hatanın tekrar koşullarını bul. Sonra yaptığın değişikliğin aynı koşullarda sorunu gerçekten giderdiğini doğrula.","reliability"
"2029-09-20","tr","Bir Günlük Kararı Haftalık Etkisiyle Düşün","Küçük tekrarlar tek günden daha büyük sonuç üretir.","Bugün sık tekrarladığın bir kararın yedi gün boyunca aynı şekilde sürerse neye dönüşeceğini hesapla. Gerekirse bugünkü seçimi buna göre değiştir.","planning"
"2029-09-21","tr","Sınırını Kırmadan Yardım Et","Yardım etmek kendi kapasiteni görünmez hale getirmek anlamına gelmez.","Bugün destek olmak istediğin bir konuda neyi yapabileceğini ve neyi yapamayacağını açıkça ayır. Yardımı sürdürülebilir bir sınır içinde sun.","boundaries"
"2029-09-22","tr","Bir Öğrenme Hedefini Soruya Dönüştür","Belirsiz öğrenme hedefleri nerede duracağını göstermeyebilir.","Bugün öğrenmek istediğin bir konuyu tek bir cevaplanabilir soruya çevir. Çalışmayı önce bu sorunun cevabını bulacak kadar daralt.","learning"
"2029-09-23","tr","Bir Dosyanın Sahibine Karar Ver","Ortak kullanılan dosyalar sorumluluk belli değilse hızla düzensizleşebilir.","Bugün paylaşılan önemli bir belge için kim güncelliyor, kim onaylıyor ve hangi sürümün geçerli olduğunu netleştir.","organization"
"2029-09-24","tr","Bir Planın En Zayıf Bağımlılığını Bul","Planlar çoğu zaman en iyimser varsayımlarından kırılır.","Bugün yaklaşan bir planın başkasına, dış veriye veya tek bir tarihe bağlı en kırılgan noktasını bul. Gecikirse ne yapacağını önceden yaz.","risk_management"
"2029-09-25","tr","Bir Karşılaştırmada Aynı Dönemi Kullan","Farklı zaman aralıklarını karşılaştırmak yanlış bir iyileşme veya kötüleşme izlenimi verebilir.","Bugün iki sonucu karşılaştırırken tarih aralığı, kapsam ve ölçüm yönteminin aynı olduğundan emin ol. Değilse sonucu temkinli yorumla.","measurement"
"2029-09-26","tr","Bir İsteğin Gerçek Aciliyetini Sor","Başkasının hızlı istemesi her zaman işin gerçekten acil olduğu anlamına gelmez.","Bugün acil etiketiyle gelen bir işte gerçek son tarihi ve gecikmenin sonucunu sor. Önceliği bu bilgiyle belirle.","prioritization"
"2029-09-27","tr","Bir Yedek Planı Bir Kez Gerçekten Kullan","Kâğıt üzerindeki planın işe yarayıp yaramadığı ancak denendiğinde anlaşılır.","Bugün küçük bir süreçte alternatif yolunu kısa bir prova ile dene. Eksik izin, dosya, kişi veya adımı prova sırasında düzelt.","resilience"
"2029-09-28","tr","Günün Sonunda Bir Kararı Kaydet","Neden karar verdiğini unutmak ileride aynı tartışmayı yeniden açabilir.","Bugün önemli bir kararın yanına gerekçesini ve kullandığın temel bilgiyi ekle. Gelecekte sonucu değerlendirirken bu kaydı kullan.","decision_log"
