date,title,teaser,message,theme
2030-11-01,Önce Alan Aç,Her başlangıç biraz yer ister.,Bugün önemli bir işe başlamadan önce masanda zihninde ya da programında küçük bir alan aç. Gereksiz bir şeyi kaldırmak ilk adımı daha görünür hale getirebilir.,odak
2030-11-02,Kararı Küçült,Büyük kararlar bazen tek soruya indirilebilir.,Uzayan bir konuda bugün yalnız bir ölçüt seç ve seçeneklerini ona göre değerlendir. Kararı küçültmek zihinsel yükü azaltabilir.,netlik
2030-11-03,Sınırı Baştan Söyle,Geç söylenen sınır daha çok yorgunluk yaratabilir.,Bir talebi kabul etmeden önce ne kadar zaman ya da enerji ayırabileceğini açıkça belirt. Baştan konuşulan sınırlar sonradan oluşan kırgınlığı azaltabilir.,sınırlar
2030-11-04,İşi Görünür Kıl,Zihinde kalan görev olduğundan büyük görünebilir.,Bugün ertelediğin bir işi üç somut adıma yaz. Ne yapacağını görmek başlamayı daha gerçekçi hale getirebilir.,planlama
2030-11-05,Tek Kaynağı Doğrula,Bir bilginin doğru görünmesi yeterli değildir.,Bugün önemli bir kararını etkileyen tek bir bilgiyi kaynağından yeniden kontrol et. Küçük bir doğrulama büyük bir yanlışı önleyebilir.,ayırtetme
2030-11-06,Yavaş Cevap Ver,Hızlı cevap her zaman net cevap değildir.,Seni geren bir mesaj geldiğinde hemen yanıtlamak yerine kısa bir süre bekle. Duygunun ilk dalgası geçince söylemek istediğin şey daha anlaşılır olabilir.,iletişim
2030-11-07,Kalanı Değil Yaptığını Gör,Günün değeri sadece eksiklerle ölçülmez.,Bugün tamamladığın üç küçük işi akşam not et. Bitmiş olanı görmek ilerlemenin sandığından daha fazla olduğunu gösterebilir.,farkındalık
2030-11-08,İki Dakikalık Düzen,Büyük temizlik gerekmeyebilir.,Sadece iki dakika boyunca çalışma alanındaki gereksiz şeyleri kaldır. Küçük bir düzen bile dikkat dağınıklığını azaltabilir.,bakım
2030-11-09,İhtiyacı Netleştir,Yardım istemek neye ihtiyaç duyduğunu bilmeyi kolaylaştırır.,Bugün birinden destek isteyeceksen önce kendine tam olarak ne istediğini sor. Net bir ihtiyaç hem seni hem karşındakini rahatlatabilir.,destek
2030-11-10,Eski Planı Güncelle,Dün işe yarayan plan bugün aynı sonucu vermeyebilir.,Bugünkü koşullar değiştiyse eski planı sırf başlamış olduğun için sürdürme. Küçük bir güncelleme gereksiz direnci azaltabilir.,uyum
2030-11-11,Kısa Bir Ara Ver,Ara vermek ritmi bozmak zorunda değildir.,Yoğun bir işin ortasında birkaç dakika ekrandan ya da görevden uzaklaş. Kısa bir kesinti zihnin tekrar odaklanmasına yardımcı olabilir.,dinlenme
2030-11-12,Önce Gerçeği Yaz,Belirsizlik düşünceleri büyütebilir.,Seni zorlayan bir konuda yalnızca kesin bildiğin üç şeyi yaz. Gerçeklerle ihtimalleri ayırmak kaygının etkisini azaltabilir.,farkındalık
2030-11-13,Tek Bir Şeyi Bitir,Aynı anda ilerlemek her zaman ilerlemek değildir.,Bugün yarım kalan küçük bir işi tamamen kapat. Tamamlanmış tek bir iş zihninde açık kalan birçok konudan daha rahatlatıcı olabilir.,tamamlama
2030-11-14,İyi Olanı Koru,Değişim her şeyi değiştirmek anlamına gelmez.,Bir düzeni yenilerken işe yarayan bir parçayı özellikle koru. Sürekli sıfırdan başlamak yerine çalışan sistemi geliştirmek daha sürdürülebilir olabilir.,istikrar
2030-11-15,Kendine Pay Bırak,Program yalnız başkalarının ihtiyaçlarından oluşmamalı.,Bugünün planına sadece sana ait küçük bir zaman dilimi ekle. Bu süreyi dinlenmek düşünmek ya da sessiz kalmak için kullanabilirsin.,denge
2030-11-16,Açıklamayı Kısalt,Netlik bazen daha az cümlede bulunur.,Bir konuda kendini tekrar tekrar açıklarken yakalarsan ana fikrini tek cümlede söylemeyi dene. Gereksiz savunma mesajın gücünü azaltabilir.,iletişim
2030-11-17,Önceliği Yeniden Sor,Günün başındaki sıra günün ortasında değişebilir.,Öğleden sonra kısa bir kontrol yap ve şu an gerçekten en önemli işin ne olduğunu yeniden seç. Esnek planlama zamanı daha doğru kullanmana yardımcı olabilir.,planlama
2030-11-18,Bedenin Sinyalini Dinle,Zihin devam etmek isterken beden yavaşlamayı isteyebilir.,Bugün omuzlarına nefesine ve gözlerindeki yorgunluğa birkaç kez dikkat et. Erken fark edilen gerilim temponu zamanında ayarlamana yardımcı olabilir.,özbakım
2030-11-19,Bir Beklentiyi Bırak,Her beklenti bugüne ait değildir.,Kendinden hâlâ eski koşullardaki performansı beklediğin bir alanı fark et. Mevcut kapasiteni kabul etmek daha gerçekçi bir ilerleme sağlayabilir.,kabul
2030-11-20,Soruyu Değiştir,Aynı soru aynı çıkmazı üretebilir.,Bir problemde neden olmadığını düşünmek yerine bugün neyin mümkün olduğunu sor. Sorunun biçimi görebildiğin seçenekleri değiştirebilir.,merak
2030-11-21,İşaret Koy,Geri dönmek istediğin düşünceyi kaybetmek zorunda değilsin.,Bugün yarıda bıraktığın önemli bir işin yanına tek cümlelik bir sonraki adım notu bırak. Bu küçük işaret yeniden başlamayı kolaylaştırabilir.,planlama
2030-11-22,Karşılaştırmayı Daralt,Başkasının bütünüyle kendi bir gününü kıyaslama.,Kendini biriyle karşılaştırdığını fark ettiğinde bugünkü halini birkaç ay önceki halinle karşılaştır. Kendi değişimini görmek daha kullanışlı bilgi verebilir.,özgüven
2030-11-23,Küçük Bir Yardımı Kabul Et,Her şeyi tek başına yapmak güç göstergesi değildir.,Bugün biri sana gerçek ve uygun bir yardım sunduğunda otomatik olarak reddetmeden önce düşün. Paylaşılan yük enerjini daha önemli yerlere bırakabilir.,destek
2030-11-24,Gereksiz Bildirimi Kapat,Dikkat sık sık bölündüğünde yorgunluk artabilir.,Bugün sana değer katmayan bir uygulama bildirimini kapat. Küçük bir dijital sınır gün içinde daha uzun dikkat aralıkları oluşturabilir.,odak
2030-11-25,Bir Şeyi Olduğu Gibi Bırak,Her kusur hemen düzeltilmek zorunda değildir.,Bugün düşük önemdeki bir detayın yeterince iyi kalmasına izin ver. Enerjini gerçekten sonuç değiştiren yere ayırmak daha dengeli olabilir.,denge
2030-11-26,Konuyu Tek Cümlede Topla,Dağınık düşünce yazınca sadeleşebilir.,Seni meşgul eden bir konuyu tek cümleyle özetle. Ne ile uğraştığını net görmek sonraki adımı seçmeni kolaylaştırabilir.,netlik
2030-11-27,Eski Bir Yükü Kapat,Zihinsel alan bazen karar bekleyen küçük şeylerle dolar.,Uzun süredir bekleyen küçük bir işi bugün ya tamamla ya takvime koy ya da tamamen vazgeç. Belirsizlik yerine bir durum seçmek rahatlatabilir.,bırakma
2030-11-28,Temponu Koruyacak Hızı Seç,Hızlı gitmek her zaman uzun gitmek değildir.,Bugün yapabileceğin iş miktarını yarının enerjisini de düşünerek belirle. Sürdürülebilir tempo kısa süreli aşırı çabadan daha güvenilir olabilir.,istikrar
2030-11-29,Ayın Dersini Bul,Bazen değişim sonuçtan önce davranışta görünür.,Bu ay daha iyi yaptığın tek bir davranışı seç ve neden işe yaradığını not et. İşe yarayanı anlamak onu tekrar etmeyi kolaylaştırabilir.,öğrenme
