"date","locale","title","teaser","full_text","theme_tag"
"2029-01-01","en","Choose One Operating Principle for the Year","A new year can begin with one useful rule instead of a crowded list of ambitions.","Write one principle that could simplify decisions throughout the year. Make it behavioral enough to use, such as finishing fewer things well or reviewing commitments every Friday.","year_planning"
"2029-01-02","en","Build the First Week Around Real Capacity","Early-year enthusiasm can make a calendar look more spacious than it is.","Mark the fixed demands of the next seven days before adding new goals. Put new work only into the time that actually remains.","planning"
"2029-01-03","en","Stress-Test a Decision in Reverse","Asking when a good-looking choice could fail helps expose conditions you may be overlooking.","Take one decision you are considering and write: Under what circumstances would this be the wrong choice? Add the most credible answer to your decision process.","decision_making"
"2029-01-04","en","Remove One Repeated Point of Friction","A tiny obstacle that appears every day can become a meaningful monthly cost.","Find one recurring task and remove a needless step. A shortcut, template, better placement, or clearer default is enough.","systems"
"2029-01-05","en","Write the Purpose Before a Difficult Conversation","Conversations drift more easily when nobody is clear about what needs to be resolved.","Before an important conversation today, write its purpose in one sentence. Use that sentence to return to the issue if the discussion wanders.","communication"
"2029-01-06","en","Measure Your Open Loops, Not Your Motivation","Mental fatigue can come from too many unfinished commitments rather than a lack of ambition.","List the tasks currently taking up mental space. Finish, delegate, schedule properly, or deliberately drop at least one of them.","self_management"
"2029-01-07","en","Trace One Claim Back to Its Source","Repeating an idea is different from knowing what its original evidence actually says.","Choose one claim that matters to a decision you are making. Find the earliest reliable source you can and check its date, context, and exact conclusion.","evidence"
"2029-01-08","en","Turn a Goal Into a Repeatable Behavior","A broad goal is difficult to follow when it never tells you what action counts today.","Convert one goal into a behavior with a time, frequency, or measurable action. Replace an aspiration with something you can actually schedule.","habits"
"2029-01-09","en","Ask Instead of Guessing an Expectation","Unspoken expectations can create unnecessary work and avoidable resentment.","In one unclear task or relationship, ask what is actually expected. Clarify the deadline, boundary, responsibility, or outcome that has been left implicit.","relationships"
"2029-01-10","en","Shrink an Unfinished Task Until It Can Start","When the whole project feels heavy, the next physical action can be much smaller.","Choose something you have postponed and reduce it to a step you could begin in ten minutes. Complete only that step today.","momentum"
"2029-01-11","en","Look at Frequency, Not Just the Price","A small expense can matter because of how often it repeats, not because any single purchase is large.","Pick one recurring small expense and estimate its annual frequency. Keep it if the total still feels worthwhile; otherwise set a deliberate limit.","finance"
"2029-01-12","en","Leave a Next-Step Note Before You Stop","Returning to unfinished work is faster when you do not have to reconstruct where you left off.","Before closing a document or project today, leave one line stating the next concrete action. Make re-entry easy for your future self.","organization"
"2029-01-13","en","Extract the Usable Part of Criticism","Feedback does not have to be entirely right or entirely wrong to contain something useful.","Take one criticism you received and separate it from its tone. Is there one concrete, testable point that could improve the work? Keep that part.","learning"
"2029-01-14","en","Move the Distraction Instead of Fighting It","Changing the environment can be more reliable than asking willpower to win the same battle repeatedly.","Add one step of distance between you and a frequent distraction today. Move the app, mute the alert, or put the object out of immediate reach.","focus"
"2029-01-15","en","Define an Early Warning Signal","A problem is easier to address when you know what small signal appears before it becomes expensive.","For one ongoing plan, write three measurable warning signs such as delayed replies, rising error rates, or budget drift. Decide when you will review them.","risk_management"
"2029-01-16","en","Schedule Rest Before the Calendar Fills","Rest that exists only if everything else finishes early is easy to postpone indefinitely.","Reserve one genuine rest period this week. Decide what needs to be completed beforehand so you are less tempted to convert it back into work.","wellbeing"
"2029-01-17","en","Define a Boundary as Your Own Action","A useful boundary says what you will do, not how you will force someone else to behave.","Write one boundary for a recurring situation in the form: If this happens, I will do this. Keep the action within your control.","boundaries"
"2029-01-18","en","Write the Definition of Done Before Starting","Work can expand through extra detail when nobody has decided what completion actually means.","Before starting one task today, write the conditions that make it complete. Use them to challenge additions that appear later.","execution"
"2029-01-19","en","Check Whether an Old Note Is Still Current","Information can age quietly even when the document that contains it still looks trustworthy.","Open one old note, guide, or reference you use often. Check its date and verify one point that may have changed since it was written.","maintenance"
"2029-01-20","en","Name the Opportunity Cost","Every yes uses time, attention, or money that cannot be spent on another option.","For one meaningful choice, write two columns: what this option gives you and what it prevents or delays. Read both before deciding.","decision_making"
"2029-01-21","en","Make a Feedback Question Narrower","A broad question such as What do you think often produces feedback that is difficult to use.","Ask for feedback on one dimension today: clarity, speed, structure, tone, or risk. Give the other person a smaller target to evaluate.","communication"
"2029-01-22","en","Attach a Routine to a Clear Starting Cue","A habit is harder to repeat when its start time is renegotiated every day.","Choose a specific cue for one routine: after breakfast, when you arrive home, or when the first meeting ends. Let an existing event trigger the new action.","habits"
"2029-01-23","en","Sort the Mess Into Categories","Many small problems can feel like one impossible problem when they are never separated.","Group what is bothering you into a few categories such as time, money, people, information, or process. Work on one item from the densest category.","clarity"
"2029-01-24","en","Connect a Good Result to the Process Behind It","Knowing what contributed to a success makes it easier to repeat than simply celebrating the outcome.","Think of something that went well recently. Identify one preparation, decision, or habit—apart from luck—that meaningfully contributed.","reflection"
"2029-01-25","en","Add Buffer Between Commitments","Back-to-back plans allow one small delay to spill across the rest of the day.","Find one place in a busy schedule where two commitments touch. Add a short buffer and resist turning that buffer into another task.","time_management"
"2029-01-26","en","Write the Use Case Before Buying","A product can feel necessary until you try to describe when you will actually use it.","Before one purchase today, write three realistic situations in which you would use it. If the scenarios remain vague, delay the decision.","finance"
"2029-01-27","en","Make a Request for Help Specific","Good intentions do not become useful support when the other person cannot tell what you need.","When asking for help today, state what you need, when you need it, and which part you will handle yourself.","relationships"
"2029-01-28","en","Design the Minimum Version for a Bad Day","A routine that only works under ideal conditions may disappear exactly when life becomes demanding.","Choose one habit and define its minimum viable version for a very busy day. Keep the version small enough that it is genuinely sustainable.","resilience"
"2029-01-29","en","Create a Signal That the Workday Is Over","Without a closing cue, unfinished work can continue occupying attention after you have stopped.","Choose one end-of-day action: write tomorrow's first task, close the workspace, or silence work notifications. Repeat it tonight.","wellbeing"
"2029-01-30","en","Turn One Default Into a Deliberate Choice","Something you have done the same way for years may simply be a default, not the best current option.","Pick one routine default today and ask why it exists. If there is a plausible alternative, run a small, reversible experiment.","experimentation"
"2029-01-31","en","Close January With One Adjustment, Not a Verdict","A monthly review is more useful when it produces a practical change instead of a score about yourself.","Write three short notes for January: what worked, what created unnecessary strain, and what you will change in February. Carry only one adjustment forward.","monthly_review"
