"date","locale","title","teaser","full_text","theme_tag"
"2028-03-01","en","Start March with One Protected Priority","Treating every task as equally important can make the month harder to steer.","Choose one outcome that deserves protection throughout March. Reclassify other work as supporting it, competing with it, or safe to delay so your calendar reflects the difference.","monthly_planning"
"2028-03-02","en","Make One Request Easier to Answer","Vague requests often create extra messages before useful work can begin.","When asking for information today, state exactly what you need, the format that would help, and when it is needed. Reduce the amount of interpretation required from the other person.","communication"
"2028-03-03","en","Trim One Checklist to Its Critical Steps","A crowded checklist can hide the checks that actually reduce risk.","Review one checklist you use often. Remove repeated items, obsolete controls, or steps already enforced elsewhere, then make the remaining high-value checks easier to scan.","quality_control"
"2028-03-04","en","Measure the Waiting, Not Only the Work","Lead time can grow because of queues and approvals rather than the task itself.","For one recurring process, separate hands-on work time from waiting for replies, approval, access, or a queue. Use the split to identify the real delay.","measurement"
"2028-03-05","en","Name the Source of Truth for One File","Multiple current-looking copies can turn a simple update into a coordination problem.","Choose one shared document and make the authoritative version obvious. Older copies may remain for history, but no one should have to guess which file drives current decisions.","information_quality"
"2028-03-06","en","Add a Pause Before One Optional Purchase","A short delay can reveal whether an impulse is an actual need.","For one nonessential purchase, set a review date before buying. When the date arrives, reconsider expected use, total cost, and what problem the purchase is meant to solve.","financial_awareness"
"2028-03-07","en","Turn One Repeated Friction into a System Fix","A problem that appeared twice is worth treating as a pattern.","Look for one question, delay, or mistake that repeated this week. Add a small rule, template, check, or automation that makes a third occurrence less likely.","weekly_review"
"2028-03-08","en","Verify the Freshness of One Reference","Accurate information can still become dangerous when it is outdated.","Check the last-updated date of one procedure, link, rate, or reference you rely on. If its freshness cannot be verified, label that uncertainty instead of assuming it is current.","information_quality"
"2028-03-09","en","Define Done Before Starting","Work tends to stretch when completion has no visible boundary.","Before beginning an important task, write one sentence describing what finished means. Include the expected output, required quality, and any approval needed to close it.","planning"
"2028-03-10","en","Close the Path That Produced One Error","Fixing an incident is different from making recurrence harder.","Choose one recently corrected mistake and add a prevention layer such as a test, validation step, warning, or clearer instruction. Aim to catch the issue earlier next time.","process_improvement"
"2028-03-11","en","Check One Account Recovery Path","Recovery details are most valuable before access is lost.","Review one important account's recovery email, phone, second factor, and backup codes. Remove stale sessions or permissions while you are there.","security"
"2028-03-12","en","Classify One Decision by Reversibility","Not every choice deserves the same amount of analysis.","Ask whether one decision today is easy or expensive to reverse. Match the depth and speed of your analysis to the cost of being wrong rather than to the size of the discussion.","decision_making"
"2028-03-13","en","Give One Meeting a Clear Boundary","A conversation without an outcome boundary can absorb time without resolving anything.","For an upcoming meeting, define no more than three desired outcomes. If a topic falls outside them, capture it for a separate decision instead of letting it expand the meeting.","meeting_quality"
