"date","locale","title","teaser","full_text","theme_tag"
"2030-01-01","en","Start the Year With One Direction","A single direction can organize many smaller choices without creating a crowded goal list.","Choose one direction that would make this year meaningfully better. Put one small behavior that supports it on your calendar today.","annual_direction"
"2030-01-02","en","Price the Full Cost of a Commitment","Time and attention are part of the cost even when no money changes hands.","Take one commitment you are considering. Estimate the time, energy and opportunities it would displace before you agree.","capacity"
"2030-01-03","en","Define the First Evidence of Progress","Early evidence makes a goal easier to steer than vague motivation does.","For one important goal, define the first observable sign that you are moving. Make it small enough to verify within a week.","measurement"
"2030-01-04","en","Decide One Morning Choice the Night Before","Repeated decisions at the start of the day can consume attention before important work begins.","Choose one decision you normally make tomorrow morning and settle it tonight. Prepare the item, sequence or first task in advance.","systems"
"2030-01-05","en","Check an Unspoken Expectation","Relationships become harder when expectations stay invisible until they are violated.","Name one expectation you assume another person already understands. State it clearly and ask what they expect from you in return.","relationships"
"2030-01-06","en","Separate Fixed and Variable Cost","Knowing which part of a cost can actually change improves financial choices.","Review one recurring expense. Separate the fixed portion, the usage-driven portion and the part you could realistically reduce.","finance"
"2030-01-07","en","Define the Finish Line Before Polishing","Work can expand indefinitely when done has no observable meaning.","For a task in progress, write the conditions that would make it good enough to close. Stop adding work once those conditions are met.","execution"
"2030-01-08","en","Check the Date on an Important Source","Accurate information can still become misleading when it is no longer current.","Look at one source supporting an important decision. Verify its publication or update date and replace it if freshness materially matters.","knowledge"
"2030-01-09","en","Notice What Triggers a Habit","The cue before a behavior can be more useful to change than the behavior itself.","Observe one habit you want to change. Note what happens immediately before it: time, place, emotion, person or event.","habits"
"2030-01-10","en","Enter a Conversation With One Good Question","A precise question can create more clarity than a long explanation.","Before an important conversation, write one question that would reduce the uncertainty that matters most by the end.","communication"
"2030-01-11","en","Find the Bottleneck Instead of Improving Everything","Strengthening already-good parts may not change the result if one constraint dominates.","Identify the single point currently limiting an important project. Verify that it is truly the constraint before spending effort elsewhere.","problem_solving"
"2030-01-12","en","Create One Screen-Free Attention Block","Constant switching can make even simple thinking feel fragmented.","Choose a specific block of time today with no optional notifications, social feeds or habitual checking. Notice how the quality of your attention changes.","focus"
"2030-01-13","en","Make Support Reciprocal and Specific","Clear roles make collaboration easier than vague offers of help.","When asking for help today, state what you will own as well. Keep the request specific enough that the other person knows the boundary of their part.","collaboration"
