date,locale,title,teaser,full_text,theme_tag
2035-02-01,en,Recheck Artifact Identity at Month Turn,A new month must not blur which commit produced a release.,Compare the latest accepted commit SHA with the packaged artifact fingerprint and reject any evidence that points to a different build.,release
2035-02-02,en,Reject Silent Schema Drift on Restore,Unknown fields can conceal an incompatible backup contract.,Feed a backup with an unexpected column and verify restore either performs an explicit migration or fails before touching stored tables.,backup
2035-02-03,en,Surface Ambiguous Local Birth Times,A repeated clock hour can map to two real instants.,Use a daylight-saving fallback fixture and confirm calculation waits for an explicit ambiguity choice instead of guessing.,timezone
2035-02-04,en,Escape User Text Before PDF Composition,Personal text must not damage report structure.,Generate a report with punctuation-heavy profile data and verify headings plus metadata remain readable after encoding and parsing.,pdf
2035-02-05,en,Apply PRO Guards to Direct Routes,Deep links must not bypass entitlement checks.,Open a protected screen through a direct route and confirm the same access decision used by normal navigation is enforced.,entitlement
2035-02-06,en,Persist the Ephemeris Provider Version,Reproducible charts need to identify the data package used.,Store a natal result and confirm provider version information is written into the persisted calculation metadata.,astronomy
2035-02-07,en,Focus the First Actionable Form Error,Multiple validation failures should not scatter accessibility focus.,Submit a form with several invalid fields and verify the first error in semantic order receives focus and announcement.,accessibility
2035-02-08,en,Keep Name Normalization UI-Locale Neutral,Changing interface language must not change a numerology result.,Calculate the same name under English and Turkish UI locales and confirm canonical preprocessing remains identical.,numerology
2035-02-09,en,Carry Planetary Night Hours Across Midnight,Night segments must keep correct civil-date identity.,Build a sunset-to-sunrise sequence and verify periods after midnight are assigned according to the contracted date policy.,planetary-hours
2035-02-10,en,Revalidate Record Identity Before Delete,A stale confirmation dialog must never remove the wrong row.,Open a delete prompt then mutate the list and confirm the final action still targets the original persistent identifier.,data
2035-02-11,en,Separate Display Formatting from Numeric State,Locale-specific punctuation must stay presentation-only.,Render one decimal result in both locales and verify the persisted numeric value is unchanged by formatted output.,localization
2035-02-12,en,Restore Backups Fully Offline,Local recovery should not hide a network dependency.,Enable airplane mode then restore a valid local package and confirm no nonessential request blocks the transaction.,offline
2035-02-13,en,Stabilize Aspect Ordering Across Runs,Ties need deterministic secondary ordering.,Run the same chart twice and compare aspect row order to ensure equal-priority entries never shuffle between renders.,astrology
2035-02-14,en,Prevent Automatic Clipboard Exposure,Sensitive profile values should move only after a deliberate user action.,Visit screens showing birth or location data and verify no clipboard write occurs without an explicit copy command.,privacy
2035-02-15,en,Expire Rewarded Access at the Next Guard,Temporary access must not outlive its entitlement window.,Advance beyond a rewarded unlock duration and confirm the next protected action reevaluates access before proceeding.,entitlement
2035-02-16,en,Standardize CSV Encoding Output,Equivalent exports should not disagree at the byte layer.,Export the same dataset through two supported entry points and verify both follow the documented UTF-8 encoding policy.,backup
2035-02-17,en,Record Time-Scale Provenance in Astronomy,UT1 or TT conversion inputs must be auditable.,Capture the EOP or delta-T source version used by a calculation and attach it to reproducibility evidence.,astronomy
2035-02-18,en,Preserve Draft State Through Backgrounding,A lifecycle transition should not erase unfinished user work.,Background a partially completed form and return without process death to confirm draft values remain intact.,lifecycle
2035-02-19,en,Verify Preview and Final PDF Parity,A preview must represent the file that will actually be saved.,Build preview and final output from one report plan and compare section identities plus projected values.,pdf
2035-02-20,en,Invalidate Location Cache When Tz Data Changes,Old timezone mappings must not survive a data-version change.,Update the timezone dataset version then repeat a city lookup and confirm cached location metadata is refreshed.,location
2035-02-21,en,Reject DONE Without Evidence References,A status override is not proof by itself.,Create a matrix fixture that marks a requirement DONE with no evidence source and verify the integrity validator fails it.,evidence
2035-02-22,en,Test BaZi Hour Pillar at a Boundary Minute,Segment transitions must not drift through rounding.,Evaluate fixtures immediately before and after an hour-pillar boundary and confirm the expected local-time transition.,bazi
2035-02-23,en,Keep Modal Actions Reachable at Large Text,Critical controls must remain usable with accessibility scaling.,Open a confirmation dialog at maximum supported text scale and verify every action remains visible or scroll-reachable.,accessibility
2035-02-24,en,Include Every Material Input in Cache Keys,A missing dimension can return a chart for the wrong context.,Run calculations differing only by timezone or coordinates and confirm their cache identities cannot collide.,calculation
2035-02-25,en,Rebuild Search Index After Restore,Recovered records should become discoverable immediately.,Restore a backup then rebuild search state and confirm newly recovered profiles appear in indexed queries.,backup
2035-02-26,en,Use One Timestamp Standard in Logs,Mixed time bases make event ordering unreliable.,Inspect logs from a single operation and confirm every subsystem emits timestamps under the same documented UTC policy.,security
2035-02-27,en,Compare Locale Shards by Exact Date Keys,Equal row counts can still hide a missing day and a duplicate day.,Compare February 2035 Turkish and English date-key sets independently against the expected 28-day sequence.,content
2035-02-28,en,Advance the Ledger Only After Commit,Progress metadata must never get ahead of stored editorial content.,Reload both committed February shards verify 28 canonical rows per locale and derive 2035-03-01 as the next exact start.,reflection
