date,locale,title,teaser,full_text,theme_tag
"2026-06-01","en","Start June Simply","A new month can be easier to use when one direction is clearer than a long list of ambitions.","Choose the single result that matters most for June before adding more goals. You do not have to discard the others; decide which one deserves to come first.","priority"
"2026-06-02","en","Turn the Decision into a Small Test","When certainty is unavailable, a reversible experiment can create better information.","Choose one low-risk test for something you have been postponing. Treat the result as data for the next step rather than a final verdict on the whole decision.","experimentation"
"2026-06-03","en","Notice the Cost of Switching","An interruption takes more than a few seconds when attention also has to be rebuilt.","Protect one important work block from notifications and unnecessary switching today. Notice whether uninterrupted time changes the quality or speed of what you complete.","focus"
"2026-06-04","en","Clarify One Expectation","Unspoken expectations can become misunderstandings before anyone realizes the assumptions were different.","If a responsibility or relationship feels vague today, ask one direct question about what is expected. Replace guessing with information you can actually use.","clarity"
"2026-06-05","en","Plan Capacity, Not Just Tasks","A longer list does not create a longer day.","Review today's plan against the time and energy you genuinely have. Moving something to another day is not failure when the alternative is an unrealistic schedule.","capacity"
"2026-06-06","en","Rebuild One Small Process","Repeated patches can eventually cost more effort than a clean, simpler setup.","Choose one small process that keeps causing friction and rebuild it from the beginning. Keep only the steps that still serve a clear purpose.","simplification"
"2026-06-07","en","Review the Week with Evidence","Your first feeling about a week may miss what actually consumed the time.","List what you completed, postponed, and underestimated over the last seven days. Use those observations to shape next week instead of relying only on memory.","weekly_review"
"2026-06-08","en","Change One Trigger Point","You may not need to redesign the whole day to interrupt an unwanted habit.","Identify one trigger that reliably leads into a behavior you want to change. Put a small alternative at that exact point and test only that change today.","habit_design"
"2026-06-09","en","Listen Before Preparing the Reply","Building an answer too early can make you miss the part of a conversation that matters most.","In one important conversation today, let the other person finish before completing your response in your head. Check that you understood the message before answering it.","listening"
"2026-06-10","en","Verify One Source","Information can sound convincing without being reliable enough to guide a decision.","Trace one claim that matters to you back to its original source. Check the date, context, and whether the source actually supports the conclusion being repeated.","verification"
"2026-06-11","en","Close One Small Obligation","Minor unfinished commitments can occupy more attention than their size suggests.","Complete one payment, reply, return, or promise that can be closed quickly today. Notice the space created when an obligation no longer needs to be remembered.","closure"
"2026-06-12","en","Track Energy Alongside Time","Not every hour is equally useful for every kind of work.","Notice when your mind feels clearest and when it feels most depleted today. If possible, place demanding work in the stronger period and routine work in the lower-energy one.","energy_awareness"
"2026-06-13","en","Slow Down One High-Cost Task","Speed can hide small mistakes when the cost of an error is high.","Choose one task that deserves careful handling and perform it a little more slowly today. Keep the checkpoints instead of skipping them and see what the real time difference is.","care"
"2026-06-14","en","Schedule Recovery Before Everything Is Done","Rest does not have to be a reward reserved for the moment every task disappears.","Place one short recovery break between pieces of work today. When you return, notice whether your attention or decision quality changes.","recovery"
"2026-06-15","en","Remove Excess at Midmonth","Staying committed to a plan does not require protecting every part of it.","Review the first half of June and remove one task, meeting, or target that no longer earns its place. See whether the remaining work becomes easier to understand.","midmonth_review"
"2026-06-16","en","Define the Success Condition","Progress is difficult to judge when the finish line has never been described.","Write one observable definition of done for an important task today. A clear completion condition can prevent both premature stopping and unnecessary polishing.","success_criteria"
"2026-06-17","en","Turn Comparison into Information","Comparison does not have to become a judgment about your worth.","If someone else's results catch your attention today, study the method rather than the person. Look for one practice that could fit your own constraints without copying the whole path.","learning"
"2026-06-18","en","Put One Decision in Writing","Details that remain verbal can be remembered differently by different people.","Write down one important decision, date, or responsibility in plain language today. Make the note specific enough that someone can understand the next step later.","documentation"
"2026-06-19","en","Fix One Repeating Irritation","Small points of friction can consume a surprising amount of time when they happen every day.","Choose one detail that slows you down repeatedly and remove the friction if you can. A changed setting, better location, or simple tool may be enough.","friction"
"2026-06-20","en","Build in a Buffer","Estimates are imperfect, and a useful plan accounts for that before something goes wrong.","Leave a small margin around one deadline or schedule today. Treat the margin as the cost of uncertainty rather than wasted time.","buffer"
"2026-06-21","en","Use the Longer Day Deliberately","More available daylight does not automatically make your priorities clearer.","Instead of filling the day with more tasks, give one important piece of work enough unhurried time to finish cleanly. Review what actually added value when the day ends.","intentionality"
"2026-06-22","en","Check One Important Detail Twice","A second look can catch problems that a correct first impression still missed.","Before sending, buying, or approving something important today, check the names, dates, amounts, and addresses once more. Focus on details that are expensive to reverse.","double_check"
"2026-06-23","en","Remove an Unused Option","More choices do not always create more useful freedom.","Reduce the options for one recurring decision by removing choices you rarely use. Notice whether a smaller reliable set makes the decision faster and calmer.","decision_design"
"2026-06-24","en","Consider Delegating One Task","Doing everything yourself can preserve control while quietly limiting capacity.","Identify one task today that does not require your unique judgment. If you can delegate it, define the expected result, boundaries, and handoff time clearly.","delegation"
"2026-06-25","en","Close the Conversation Clearly","A discussion can continue to consume attention when no one knows what was decided.","Before ending one important conversation today, state the decision or next action plainly. Make sure the people involved are leaving with the same understanding.","communication"
"2026-06-26","en","Choose One Expense Deliberately","A small purchase may be minor on its own while still revealing a useful pattern.","Pause before one optional expense today and ask what it is serving: a real need, convenience, or a passing impulse. You can still choose it after you know the answer.","financial_awareness"
"2026-06-27","en","Reduce One Source of Noise","Continuous information can make it harder to notice what your own attention considers important.","Turn off one news, social, or notification stream for a few hours today. Observe where your attention goes when it is not being constantly redirected.","digital_balance"
"2026-06-28","en","Choose One Lesson from the Week","A useful review does not need to explain everything that happened.","Pick one behavior from the past week worth repeating and one worth changing. Carry only those two observations into the next week and make them actionable.","weekly_learning"
"2026-06-29","en","Sort the Unfinished Work","Open tasks become heavier when they remain an undifferentiated pile.","Place today's unfinished items into three groups: finish, schedule, or drop. Turning vague obligations into decisions can reduce the load before the work itself changes.","triage"
"2026-06-30","en","Close June with Real Data","A monthly review becomes more useful when it includes what happened, not only how the month felt.","Write three things you completed in June, one thing that was harder than expected, and one behavior you want to change in July. Let the next month begin from that short record.","monthly_review"
