"date","locale","title","teaser","full_text","theme_tag"
"2028-10-01","en","Enter October by Reordering Priorities","A new month does not have to inherit last month's priorities unchanged.","Reorder the three areas that genuinely deserve the most attention in October. If something that mattered last month no longer carries the same weight, let the ranking change.","monthly_planning"
"2028-10-02","en","Reduce One Problem to a Smaller Piece","Trying to solve a large problem all at once can make movement harder.","Shrink one difficult issue to a single next step today. Focus only on completing that step.","problem_solving"
"2028-10-03","en","Do Not Fill Someone's Sentence With Your Own Story","Missing information can quickly become a private narrative.","When you receive an unclear message today, ask what the person means before assigning intent. Avoid filling the gaps with your own fear or expectation.","communication"
"2028-10-04","en","Find the Most Fragile Point in a Plan","A plan's weak link may matter more than its strongest parts.","Identify the part of one important plan most likely to fail today. Add a small backup option or time buffer there.","planning"
"2028-10-05","en","Decide in Advance When to Stop","Continuing is not always the same as progressing.","Set a stopping rule for one task or experiment today. A limit based on time, cost, or outcome can prevent unnecessary extension.","decision_making"
"2028-10-06","en","Separate an Emotion From the Action It Suggests","Feeling something strongly does not require immediate action.","When a strong emotion appears today, identify the feeling first and make the behavioral decision separately. Leave a short pause between the two.","emotional_awareness"
"2028-10-07","en","Leave Empty Space in a Weekly Schedule","Filling every minute can create control while reducing flexibility.","Protect at least one open block in next week's schedule today. Keep it available for an unexpected task, recovery, or delay.","weekly_planning"
"2028-10-08","en","Find the Original Source","Summaries are convenient, but they can remove important detail.","If you plan to rely on an important claim today, return to the original document, study, or official statement when possible instead of depending only on a secondary summary.","information_quality"
"2028-10-09","en","Define the Quality Expected in Shared Work","The same word can mean different standards to different people.","In one collaborative task today, clarify what an acceptable result looks like in addition to agreeing on the deadline.","collaboration"
"2028-10-10","en","Do Not Continue Something Only Because You Started It","Past effort does not automatically justify future effort.","Choose one long-running task, subscription, or habit today and ask whether you would still choose it if you were starting from zero now.","resource_awareness"
"2028-10-11","en","Use One Strength on Purpose","Things you do well can become invisible because they feel automatic.","Choose a difficult task today and deliberately apply one of your strongest abilities to make the work easier or clearer.","strengths"
"2028-10-12","en","Extract the Useful Part of Criticism","Feedback does not have to be entirely right or entirely wrong.","Look for usable information in one piece of criticism today. You can evaluate the useful part separately even if you dislike the delivery.","feedback"
"2028-10-13","en","Turn Waiting Time Into a Small Task","Waiting does not have to become completely lost time.","During a queue, commute, or delay today, choose one task that can be finished in five minutes. Use something short and closable rather than starting a large project.","time_management"
"2028-10-14","en","Notice One-Sided Follow-Up in a Relationship","A connection should not depend indefinitely on one person's constant effort.","Observe whether you are always the one initiating contact in one relationship. Before drawing a conclusion, evaluate the pattern using several real examples.","relationships"
"2028-10-15","en","Check the Scale of a Midmonth Goal","A goal can be right while its size is wrong.","Review one October goal today. If it is too large for your current time and energy, reduce it; if it is too easy, make the measure more precise.","midmonth_review"
"2028-10-16","en","Allow a First Draft to Be a First Draft","Expecting final quality immediately can make starting harder.","Create a first version of one creative or complex task today with permission for it to be rough. Improve it after it exists.","creativity"
"2028-10-17","en","Do Not Weaken an Apology With Defense","An apology can lose its effect when it immediately becomes an explanation.","If you owe someone an apology today, acknowledge what you did and its effect. Avoid extending the apology with excuses unless context is truly necessary.","accountability"
"2028-10-18","en","Create a Maintenance Date","Delayed maintenance can turn small work into larger cost.","Choose one home, vehicle, device, or digital system today and set the next maintenance date with a reminder.","maintenance"
"2028-10-19","en","Make One Sentence Clearer, Not Softer","Polite vagueness can make an important request harder to understand.","Remove unnecessary indirect language from one important request today. Keep respect while making what you need understandable in one sentence.","communication"
"2028-10-20","en","Limit Information Intake for One Day","Constantly gathering more information can delay a decision.","Set a time today when you will stop collecting new sources on one topic and move to a decision or application using what you already know.","focus"
"2028-10-21","en","Ask About the Hidden Cost of a Goal","Every gain can carry a less visible cost.","Write down the time, attention, money, or relationship cost of one outcome you want. Knowing the cost does not diminish the goal; it makes the choice more real.","priorities"
"2028-10-22","en","Listen Before Trying to Fix","Some people need to feel understood before they need a solution.","When someone shares a problem today, listen before offering an answer and ask what kind of support they actually want.","support"
"2028-10-23","en","Replace a Habit Instead of Only Removing It","Stopping a behavior can leave an empty space that invites the old pattern back.","Choose one habit you want to reduce and identify a better action that can occupy the same moment. Replace the pattern instead of relying only on prohibition.","habits"
"2028-10-24","en","Make One File Findable","Storage is not complete if the thing cannot be found later.","Rename and place one important digital file today so that your future self can locate it without remembering today's exact context.","organization"
"2028-10-25","en","Validate a Decision With a Small Trial","Some choices become clearer through testing rather than more thinking.","Run a short pilot for one reversible decision today. Add what the trial teaches you to the next version of the choice.","experimentation"
"2028-10-26","en","Do Not Take Someone Else's Boundary Personally","A no is not always a judgment about your worth.","If someone declines a request today, consider their capacity before automatically interpreting the answer as indifference or rejection.","boundaries"
"2028-10-27","en","Review a Week as an Energy Map","Energy can matter as much as time when planning work.","Notice when you felt clearer and when you felt more tired over the past week. Move one demanding task next week into a more suitable energy window.","energy_management"
"2028-10-28","en","Know When Replacement Is Better Than Another Repair","Not every system should be patched forever.","Evaluate one process or item you keep repairing today. Compare the ongoing cost of another fix with the value of replacing it.","maintenance"
"2028-10-29","en","Take Notes in One Important Conversation","Memory stores important conversations selectively.","In one important discussion today, record decisions, owners, and dates in brief notes. Avoid having to reconstruct the agreement later.","clarity"
"2028-10-30","en","Count Open Loops Before Month End","Unfinished work can occupy more mental space than its actual size.","Gather your open tasks into one list today. Instead of finishing everything, choose one action for each: complete, defer, delegate, or delete.","completion"
"2028-10-31","en","Give October a Clear Closing Point","Month end is not only a time to add new goals.","Write down one habit from October you want to continue, one burden you want to leave behind, and one lesson you want to carry into November.","monthly_review"
