date,locale,title,teaser,full_text,theme_tag
2035-05-01,en,Version Golden Fixtures Explicitly,Old validation should not survive a changed reference dataset.,Record golden dataset version in evidence metadata and verify a fixture update invalidates prior proof automatically.,evidence
2035-05-02,en,Do Not Leave Orphaned Notes After Profile Deletion,Domain relationships must survive destructive operations consistently.,Delete a profile with linked consultations and notes and verify the documented cascade or blocking policy is applied deterministically.,data
2035-05-03,en,Record True or Mean Node Mode in the Manifest,A chart should not change silently because node settings changed.,Persist the selected lunar-node mode in the calculation manifest and verify the same input can be reproduced under that choice.,astrology
2035-05-04,en,Expose Offline Search Coverage Clearly,An offline subset should not look like a complete global catalog.,Search for cities in airplane mode and verify the interface makes bundled dataset scope explicit.,offline
2035-05-05,en,Avoid Empty Section Headings in PDFs,A report should not contain headings with no meaningful body.,Render a selected section with no data and verify the renderer either omits it or prints the contracted empty-state explanation.,pdf
2035-05-06,en,Measure Rewarded Unlocks with a Monotonic Clock,Changing wall time backward must not extend temporary access.,Start a temporary unlock then roll the device clock back and confirm expiry still follows the rollback-resistant time source.,entitlement
2035-05-07,en,Parse CSV Line Endings Consistently,Platform-specific newline styles must not change import results.,Feed equivalent LF and CRLF files through the same parser and verify they produce the same canonical rows.,backup
2035-05-08,en,Test Transit Orb Inclusion at the Exact Boundary,Floating-point noise should not randomly drop an aspect.,Evaluate fixtures just below at and just above the orb limit and verify the contracted inclusive or exclusive rule.,astrology
2035-05-09,en,Normalize Unicode in Location Alias Search,Combining marks should not hide the same city from search.,Query NFC and NFD forms of the same city name and verify both resolve to one stable location identity.,location
2035-05-10,en,Handle Draft State Explicitly After App Restart,Partial forms should neither vanish silently nor auto-commit.,Restart with an unfinished form and verify draft restoration follows the documented lifecycle policy.,lifecycle
2035-05-11,en,Never Encode Status by Color Alone,Success warning and error states need nonvisual meaning.,Inspect status chips in the semantics tree and verify every color state has equivalent text or assistive meaning.,accessibility
2035-05-12,en,Tie Backup Manifest Versions to Migration Paths,New builds must not guess how to read older packages.,Restore the previous supported manifest version through the intended migration chain and reject unsupported versions explicitly.,backup
2035-05-13,en,Keep Numerology Letter Maps Independent from UI Locale,Changing language must not alter the selected calculation system.,Calculate the same name in Turkish and English interfaces and verify core values remain equal for the same numerology method.,numerology
2035-05-14,en,Do Not Create Planetary Hours Without Solar Boundaries,Polar conditions must not be split into fake periods.,Use a fixture with unavailable sunrise or sunset and verify the provider returns the contracted unavailable state.,planetary-hours
2035-05-15,en,Keep Sensitive Names Out of PDF Metadata,Document properties should not expose unnecessary personal data.,Parse generated PDF metadata and verify profile names or internal identifiers are absent unless explicitly required.,privacy
2035-05-16,en,Match Restore Preview with Applied Merge,The dry-run diff and final mutation summary should agree exactly.,Compare preview counts with the real merge result for the same package and verify they match record for record.,backup
2035-05-17,en,Derive Applying or Separating from Relative Motion,Aspect direction cannot be inferred from degree distance alone.,Use relative-motion fixtures and verify the computed applying or separating label matches expected dynamics.,astrology
2035-05-18,en,Prevent Cycles in Localization Fallbacks,A broken fallback map must not recurse forever.,Run a fixture with mutual fallback references and verify the resolver detects the cycle and reaches a safe default.,localization
2035-05-19,en,Refresh the Current Screen After PRO Purchase,Users should not need to restart after entitlement changes.,Simulate a successful purchase from the paywall and verify gated content unlocks in the same session through state recomputation.,entitlement
2035-05-20,en,Use One Precision Rule for Chart Exports,UI and CSV rounding should not disagree.,Render one planetary longitude in UI PDF and CSV and verify each uses the same contracted precision.,astrology
2035-05-21,en,Rebuild Search Index Only After Transaction Commit,A failed import must not publish a new index.,Inject a bulk-import error and verify index rebuild does not run before a successful database commit.,data
2035-05-22,en,Protect PRO-Only Client Fields After Downgrade,Premium-created data should not become openly visible in Free mode.,Open a client record created under PRO while in Free state and verify protected fields are masked according to policy.,entitlement
2035-05-23,en,Record Timezone Dataset Version in Calculation Manifests,Tzdb updates can change results and need provenance.,Persist the tzdb version used for birth calculations and verify regression evidence contains the same provenance value.,timezone
2035-05-24,en,Validate PDF Structure Beyond File Size,A large byte stream is not necessarily a valid document.,Build a fixture with a plausible header but broken cross-reference structure and verify structural validation rejects it.,pdf
2035-05-25,en,Preserve Null and Empty String Separately in Restore,Migration must not collapse distinct data meanings.,Round-trip nullable note fields containing null and empty string and verify they remain distinct.,backup
2035-05-26,en,Route UI State with Stable Identifiers,Display-name edits must not break restored navigation.,Rename a saved record then restore an older route state and verify stable ID resolution opens the correct object.,ui
2035-05-27,en,Bind Content Catalog Hash to the Build Artifact,Runtime should prove which editorial catalog it contains.,Store the daily-message catalog hash in build metadata and verify it exactly matches the packaged asset hash.,content
2035-05-28,en,Scan May Against Historical Exact Duplicates,New copy must not repeat an older catalog entry verbatim.,Compare May English title teaser and full_text fields against all previous English shards and reject any exact collision.,content
2035-05-29,en,Check May Theme Distribution for Concentration,One technical topic should not dominate the daily catalog.,Count theme_tag frequencies and block ledger advancement when editorial concentration guardrails are exceeded.,content
2035-05-30,en,Validate May as a Complete 31-Day Set,Missing final rows must not pass through a loose counter.,Generate the canonical May 2035 civil-date set and compare it exactly with both locale shards independently.,content
2035-05-31,en,Close May Coverage from Main Only,Local drafts are not reviewed coverage.,Reload both May shards from main verify 31 canonical rows per locale and record 2035-06-01 as the next exact start.,reflection
