"date","locale","title","teaser","full_text","theme_tag"
"2028-01-01","en","Start the Year With One Operating Rule","A short decision rule can be more useful than a long list of resolutions.","Write one rule you can reuse throughout the year, such as checking capacity before accepting new work or verifying an important file before delivery. Keep it short enough to apply under pressure.","year_start"
"2028-01-02","en","See the Real Capacity of the First Week","An open calendar does not always mean the transition into a new year requires no attention.","Review this week's work in terms of mental load as well as hours. Build a pace you can sustain instead of filling every open space immediately.","planning"
"2028-01-03","en","Add the First Measurement Point to One Goal","Progress is easier to evaluate when it has a starting reference.","Choose one goal you intend to track this year. Record the current value and set the first review date so later changes can be compared with a real baseline.","measurement"
"2028-01-04","en","Choose One Source of Truth","Multiple editable copies of the same information can make current status unclear.","For one frequently updated piece of information, decide where the primary source will live. Mark other copies as references or archives when possible.","information_quality"
"2028-01-05","en","Define the Smallest Version of One New Habit","A starting standard that is too large can make consistency unnecessarily difficult.","For one new habit, choose a minimum version you could still do on a demanding day. Judge the first weeks by continuity before judging them by ideal performance.","habit_building"
"2028-01-06","en","Set a Limit Before One Variable Expense Grows","A boundary chosen before spending can be more useful than regret after the total is known.","Pick one variable expense category for this month and set a realistic upper limit in advance. Connect the number to actual need and available budget.","financial_awareness"
"2028-01-07","en","Review the First Week by Outcomes","Early-year motivation does not tell you which methods are actually working.","Look at what you started during the first week. Keep one behavior that produced real progress and reduce one that created activity without enough value.","weekly_review"
"2028-01-08","en","Write the Definition of Done for One Task","Work can remain open indefinitely when completion has no clear condition.","For one active task, write the conditions that make it finished. Separate delivery, verification, and approval when those are distinct steps.","clarity"
"2028-01-09","en","Test One Assumption With Evidence","Plans often depend on assumptions that remain invisible until they fail.","Choose one assumption underneath an important plan today. Use available data, observation, or a small test to check whether it still deserves to be treated as true.","decision_making"
"2028-01-10","en","Reduce the Preparation Cost of One Recurring Meeting","Repeated discussions should not require rebuilding the same structure each time.","Create a stable agenda, decision log, and action area for one recurring meeting. Next time, add only what has actually changed.","efficiency"
"2028-01-11","en","Put a Review Date on One Temporary Permission","Access granted for a short need can remain long after the need disappears.","Review one permission related to a temporary project or shared resource. Add an expiry or review point where the platform allows it.","privacy"
"2028-01-12","en","Estimate the Reversal Cost of One Decision","A reversible choice and a long-term commitment do not need the same amount of analysis.","For one decision today, estimate how difficult it would be to reverse. If reversal is expensive, spend more effort on validation and alternatives before committing.","risk_management"
"2028-01-13","en","Measure Waiting Time in One Workflow","Working time and total delivery time are not the same thing.","Separate active work from time spent waiting for approval, response, access, or a queue in one process. Make the largest source of delay visible.","process_improvement"
"2028-01-14","en","Define the Condition for Changing One Goal","Past effort alone is not a reason to continue a goal indefinitely.","For one goal this year, write the evidence or condition that would make you change the approach, reduce the scope, or stop.","decision_making"
"2028-01-15","en","Reduce the Number of Midmonth Priorities","When everything is a priority, the word stops helping with decisions.","Choose no more than three areas that truly deserve protection for the second half of January. Keep other work visible without treating it all as equally urgent.","midmonth_review"
"2028-01-16","en","Close the Repeat Path of One Error","Fixing a problem once and preventing recurrence are different kinds of work.","Choose one error you recently resolved. Ask whether a validation, automation, or clearer ownership point could make the same failure less likely to return.","quality_control"
"2028-01-17","en","Shorten One Message That Needs a Decision","Too much supporting detail can hide the question that actually needs an answer.","In one message that requires a decision, make the main question visible near the beginning. Put supporting detail after the decision point instead of before it.","communication"
"2028-01-18","en","Define Required Fields for One Record Type","Missing information often becomes research work later.","Choose one type of record you create repeatedly and identify the minimum fields that must always be present. Avoid adding fields that do not serve a clear future use.","record_keeping"
"2028-01-19","en","Break One Repeated Task Into Time Components","Estimates improve when they are informed by how similar work actually behaves.","For one repeated task, estimate preparation, execution, and verification separately using recent examples. Use those parts instead of one vague total next time you schedule it.","planning"
"2028-01-20","en","Verify the Freshness of One Important Source","Information can remain plausible after it has stopped being current.","Check the publication or update date of one source behind an important decision today. If newer information is needed, do not let an older source stand alone.","information_quality"
