date,locale,title,teaser,full_text,theme_tag
2036-01-01,en,Open the Year with a Requirement-Matrix Snapshot,New-year progress must preserve the evidence behind every status.,Regenerate the matrix from main and verify all 1,442 unique RC identities are produced under the same provenance rules.,release
2036-01-02,en,Do Not Confuse Sparse Overrides with the Full Matrix,An empty override ledger does not mean requirement coverage disappeared.,Validate the sparse requirement-state source together with the generated matrix and confirm only explicit overrides live in the source ledger.,data
2036-01-03,en,Hash the Golden Fixture Source,Regression comparisons lose meaning if their dataset can drift silently.,Produce checksums for the approved calculation fixtures and verify any hash change makes the golden gate fail visibly.,astronomy
2036-01-04,en,Record Timezone Dataset Version in Results,The same wall time can resolve differently after tzdb updates.,Persist timezone resolver version in the calculation manifest and verify provenance changes when the dataset version changes.,timezone
2036-01-05,en,Keep Unknown Birth Time as an Explicit State,Missing time must never become an invented noon value.,Run a profile with unknown birth time and verify house and angle outputs that require time return an unsupported state.,astrology
2036-01-06,en,Persist the Selected House System,A calculation preference must survive reopening the profile.,Switch between Placidus and Whole Sign then reopen the profile and verify the selected stable ID remains in the calculation manifest.,astrology
2036-01-07,en,Decouple Orb Presets from Localized Labels,Changing UI language must not alter technical settings.,Select the same orb preset under Turkish and English and verify stable IDs plus numeric values remain identical.,astrology
2036-01-08,en,Test Aspect-Grid Symmetry,An A-to-B aspect should not disagree with the B-to-A cell.,Generate a multi-planet grid and verify the empty diagonal plus mirrored aspect identities are symmetric.,astrology
2036-01-09,en,Validate the Night Segment of Planetary Hours,Night hours must divide the interval from sunset to the next sunrise correctly.,Use known solar events and verify the night interval splits into twelve equal segments with the expected ruler sequence.,astronomy
2036-01-10,en,Expose Polar-Day State Explicitly,Locations without a normal sunset cannot receive fabricated planetary hours.,Calculate a high-latitude summer fixture and verify the feature returns the documented polar-day unsupported state.,astronomy
2036-01-11,en,Normalize Pythagorean Letter Input Consistently,Name calculations should not vary with letter casing.,Calculate one name in several case forms and verify normalization produces the same stable mapping and expression result.,numerology
2036-01-12,en,Keep Chaldean Mapping Distinct from Pythagorean,Two numerology systems must not accidentally share one table.,Calculate the same name in both systems and verify mapping IDs plus provenance remain distinct.,numerology
2036-01-13,en,Count Missing Lo Shu Values Exactly,Zero-frequency grid values must not disappear from serialization.,Process a birth date with repeated and absent digits and verify all cells from one through nine retain exact counts.,numerology
2036-01-14,en,Test BaZi at a Solar-Term Boundary,Month pillars must not follow Gregorian month numbers alone.,Calculate instants immediately around a Jieqi boundary and verify the month pillar changes according to the solar-term rule.,bazi
2036-01-15,en,Persist Hidden-Stem Order with Stable IDs,Translation text must not determine stem priority.,Serialize a branch with multiple hidden stems and verify stable stem-ID order survives locale changes.,bazi
2036-01-16,en,Bind Tarot Provenance to the Runtime Manifest,A card image without redistribution evidence cannot qualify for release.,Verify source license path and checksum for a tarot asset and fail the asset gate when provenance is missing.,assets
2036-01-17,en,Write Journal Entries in an Offline Transaction,Personal journaling should not depend on network connectivity.,Create a journal entry in airplane mode restart the app and verify body timestamp and UUID remain intact in local storage.,offline
2036-01-18,en,Compute Habit Streaks on the Profile Day Boundary,A streak should not break merely because UTC crossed midnight.,Record completions near local day end and verify streak logic uses the profile timezone boundary.,data
2036-01-19,en,Protect Consultation History from Client Deletion,A wrong cascade rule must not erase professional history.,Apply the client deletion policy with linked consultations and notes and verify archive or restrict behavior matches the schema contract.,data
2036-01-20,en,Lock Restore Preview Counts Before Replace,Users should know the scope of replacement before committing it.,Preview a multi-table backup and verify insert update and delete counts are deterministic before the transaction begins.,backup
2036-01-21,en,Clean Temporary Files After Restore Failure,A rejected import must not leave extraction debris behind.,Start restore with a corrupted archive and verify rollback removes temporary extraction storage completely.,backup
2036-01-22,en,Make PDF Font Fallback Deliberate,Missing glyphs must not silently become empty squares.,Generate a report containing Turkish text and astrology symbols and verify the selected fonts cover every required glyph.,pdf
2036-01-23,en,Recompute PDF Page Numbers After Section Selection,Hidden report sections must not leave numbering gaps.,Disable several sections and verify preview page numbers exactly match the exported document.,pdf
2036-01-24,en,Map CSV Import Headers with Stable IDs,Localized column labels must not define the data contract.,Import one canonical CSV under Turkish and English UI and verify both parse into the same domain model.,data
2036-01-25,en,Persist PIN Retry State Across Process Restart,Closing the app must not reset brute-force protection.,Trigger repeated invalid PIN attempts restart the process and verify lockout state survives in protected persistence.,security
2036-01-26,en,Treat Biometric Cancel Differently from Failure,A user cancellation should not count as an authentication attack.,Run cancel and failed-authentication fixtures separately and verify retry policy distinguishes the two outcomes.,security
2036-01-27,en,Measure Minimum Touch Targets Across Main Navigation,Small icons must not violate accessibility constraints.,Inspect semantic bounds for Today Tools Records and Profile actions and fail the gate for any target below the minimum size.,accessibility
2036-01-28,en,Test High Dynamic Text Scale for Overflow,Users with large text settings must retain every action.,Render primary cards and settings rows at a high text scale and verify no clipping overlap or inaccessible controls appear.,accessibility
2036-01-29,en,Benchmark Cold Start in Release Profile,Debug timing is not valid release-performance evidence.,Measure a clean-state release cold start and compare time-to-first-usable-screen against the documented budget.,performance
2036-01-30,en,Refresh Date-Bound Caches After Resume,Daily data must not remain stale after the app crosses a day boundary in background.,Simulate a background interval across midnight and verify DailySnapshot cache refreshes when the app resumes.,lifecycle
2036-01-31,en,Close January from Committed Main Evidence,February should start only after January is contiguous on main.,Reload both January locale shards from main verify thirty-one exact dates per locale and record February 1 2036 as the next editorial boundary.,reflection
